"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","EMBR3.SA","ENBR3.SA","GFSA3.SA","HGTX3.SA","LIGT3.SA","LREN3.SA","NATU3.SA","PETR3.SA","RENT3.SA","RSID3.SA","SBSP3.SA","TBLE3.SA","VALE3.SA"
2008-01-02,62815,0.51,3.39,22.59,21.94,20.47,3.19,8.8,1.86,16.7,21.13,16.79,18.49,4.47,13.53,8.41,15.41,30.79,13.31,47.89,16.05,103.8,8.18,15.85,46.71
2008-01-03,62892,0.51,6.96,22.25,21.67,20.57,3.11,8.86,1.82,17.05,20.93,16.65,18.86,4.41,13.5,8.46,14.86,30.39,13.29,47.2,16.71,105.03,8.4,15.65,46.95
2008-01-04,61037,0.51,7.33,21.99,22.13,19.84,2.98,8.56,1.74,16.51,20.5,16.48,18.76,4.33,12.71,8.23,14.36,29.96,12.64,44.4,15.95,103.56,8.24,15.65,45.26
2008-01-07,60772,0.5,7.26,22.51,22.35,20.47,3.04,8.55,1.84,15.97,20.5,16.69,18.67,4.47,13.06,8.28,14.06,28.21,12.82,42.87,15.32,105.49,8.16,16.7,44.45
2008-01-08,62081,0.5,6.96,22.97,22.85,20.52,3.15,8.56,1.87,16.27,21.7,16.7,18.72,4.38,12.78,8.32,14.46,27.09,12.89,45.45,14.87,105.97,8.18,16.39,45.34
2008-01-09,62674,0.5,6.97,23.38,22.27,21,3.19,8.82,1.99,16.05,21.56,17.15,19.18,4.47,13.11,8.58,14.98,26.92,12.71,46.22,14.42,99.09,8.45,16.23,44.86
2008-01-10,63515,0.52,6.96,24.06,22.22,21.91,3.16,9.19,1.97,16.65,21.65,16.79,19.32,4.5,13.25,8.83,15.07,28.6,12.59,45.27,14.38,98.97,8.28,16.74,45.83
2008-01-11,61942,0.51,6.96,22.83,21.9,21.68,3.14,8.84,1.96,16.21,21.32,16.46,18.67,4.41,12.62,9,15.24,27.79,12.41,44.53,14.56,102.08,8.37,16.47,45.26
2008-01-14,62188,0.5,7.36,22.74,22.22,21.48,3.15,8.73,1.99,16.57,20.7,16.53,18.4,4.4,12.15,8.53,15.09,27.14,12.59,44.3,14.91,103.56,8.34,17.36,45.18
2008-01-15,59907,0.49,6.93,22.22,21.81,20.27,3.07,8.66,1.91,16.16,19.43,16.18,18.02,4.23,11.59,8.41,14.28,25.88,12.01,42.15,14.42,96.56,8.16,16.89,43.49
2008-01-16,58777,0.49,6.93,22.21,21.22,19.34,2.95,8.72,1.87,15.27,19.96,16.58,17.75,4.15,11.69,8.16,14.02,25.53,12.45,40.31,14.33,87.17,7.94,16.66,41.48
2008-01-17,57037,0.47,6.88,21.97,20.46,18.49,2.84,8.4,1.93,14.98,19.91,16.15,17.66,4.15,11.3,8.24,13.28,24.1,12.05,38.16,14.51,83.28,7.48,16.12,41.19
2008-01-18,57506,0.48,6.88,21.64,20.53,18.33,2.77,8.27,2.03,15.41,19.07,16.95,17.48,4.14,11.24,8.24,13.13,26.04,11.84,38.75,14.87,85.45,7.41,16.23,41.62
2008-01-21,53709,0.46,5.82,20.53,19.62,16.93,2.47,7.86,1.95,14.05,17.82,15.71,16.74,3.91,10.69,8.01,12.79,24.39,11.77,35.81,14.42,81.11,6.74,15.46,37.29
2008-01-22,56097,0.47,5.82,21.75,19.62,17.82,2.67,7.98,2.02,15.51,18.85,15.63,17.11,3.98,11.31,8.24,13.08,25.44,11.35,39.6,14.42,84.49,7.24,15.32,38.4
2008-01-23,54235,0.44,5.82,20.77,18.89,17.22,2.63,8.03,1.98,14.87,18,14.88,16.76,3.78,11.22,7.99,12.58,24.69,11.02,38.84,14.33,81.59,6.9,14.79,36.31
2008-01-24,57463,0.48,5.93,22.32,20.42,17.62,2.85,8.36,2.02,16.35,19.38,15.28,17.16,3.8,11.96,8.45,13.05,26.11,12.18,41.87,14.84,86.54,7.19,14.81,40.44
2008-01-28,58594,0.49,6.21,22.06,20.42,17.9,2.86,8.72,2.11,17.19,19.34,15.86,17.3,3.93,12.36,8.23,13.3,24.49,12.45,44.59,15.03,89.34,7.3,15.85,40.54
2008-01-29,59530,0.48,6.21,22.51,20.32,18.63,2.94,8.45,2.04,17.44,20.75,16.58,17.29,3.9,13.07,8.19,13.59,24.82,13.07,44.53,14.64,92.94,7.31,15.46,41.21
2008-01-30,60289,0.47,6.1,23.04,20.1,18.99,3.08,8.11,1.96,17.72,21.03,16.51,17.29,3.8,12.99,8.14,13.31,24.66,13.01,45.66,14.54,96.32,7.43,15.5,42.27
2008-01-31,59490,0.48,6.3,22.17,19.62,18.97,3.22,7.99,1.96,17.78,20.41,15.78,17.52,3.75,12.45,8.15,12.91,23.97,12.74,44.26,14.46,90.28,7.3,15.46,41.82
2008-02-01,61080,0.5,6.3,21.98,19.62,19.76,3.3,8.51,2.02,18.93,21.56,16.47,18.03,3.67,12.64,8.06,12.92,23.72,12.86,45.04,14.55,90.04,7.54,15.76,44.29
2008-02-06,58969,0.48,6.3,21.49,19.16,18.88,3.29,8.19,2,18.07,20.41,15.74,17.35,3.58,11.7,7.79,12.67,23.46,12.83,43.27,14.33,85.94,7.63,15.65,42.85
2008-02-07,58965,0.51,5.33,21.22,19.01,19,3.2,8.2,1.93,17.97,19.16,15.86,17.11,3.69,11.15,8.15,12.42,23.55,12.11,44.7,14.1,82.31,7.47,15.5,42.28
2008-02-08,59076,0.51,5.33,21.22,18.78,19.02,3.24,8.19,1.94,18.14,18.8,15.89,17.28,3.71,11.34,7.7,12.34,23.27,12.07,44.83,14.41,82.07,7.27,15.58,43.16
2008-02-11,60643,0.52,5.81,21.41,19.54,19.75,3.29,8.47,1.98,18.44,19.47,16.58,17.94,3.64,11.84,7.64,12.75,24.7,12.33,45.69,15.41,83.16,7.33,15.82,44.78
2008-02-12,61805,0.52,6.95,21.79,19.81,19.8,3.29,8.68,1.98,18.83,20.05,17.08,18.42,3.67,12.58,7.66,13.11,26.3,12.95,45.74,15.76,94.14,7.47,16.47,45.11
2008-02-13,62591,0.53,6.78,21.8,20.08,20.19,3.3,8.9,1.94,19.59,21.39,17.59,18.21,3.88,13.06,7.64,13.64,26.4,12.55,46.65,16.85,100.42,7.36,16.47,45.82
2008-02-14,61819,0.51,6.78,21.41,19.67,20.57,3.28,8.88,1.9,19.49,22.28,16.87,18.15,3.81,12.58,7.64,13.56,25.82,12.18,46.34,16.04,103.32,7.33,16.23,45.43
2008-02-15,61272,0.5,6.78,21.64,19.72,20.18,3.28,8.78,1.9,19.88,22.37,16.87,17.66,3.72,12.09,7.89,13.55,25.79,11.92,45.86,15.77,91.25,7.25,15.89,44.55
2008-02-18,62801,0.52,7.07,22.44,20.22,20.18,3.28,8.85,1.95,20.59,22.99,17.28,17.57,3.9,12.62,7.81,13.91,26.89,11.99,46.76,15.5,93.13,7.29,15.73,46.46
2008-02-19,62297,0.52,6.78,22.78,20.03,20.02,3.28,8.85,1.89,21.34,23.36,17.31,17.39,3.78,12.58,7.65,13.49,27.44,11.81,46.78,15.77,95.86,7.22,15.51,46.72
2008-02-20,63747,0.52,6.78,23.41,20.13,20.03,3.45,9.11,1.9,22.11,23.27,17.73,17.84,3.93,12.66,8.45,13.72,26.89,12.06,47.31,16.67,95.13,7.39,15.85,48.41
2008-02-21,63792,0.52,7.75,24.03,20.17,19.99,3.28,9.27,1.9,22.62,22.59,18.06,17.84,3.85,12.59,8.23,13.66,26.79,11.99,46.58,16.53,91.17,7.45,15.85,48.25
2008-02-22,64609,0.53,7.75,23.61,20.59,20.71,3.3,9.39,1.91,21.75,23.61,19.03,17.93,4.05,12.57,8.32,14.5,29.18,12.17,46.44,17.21,89.8,7.63,16.23,48.97
2008-02-25,65001,0.53,7.56,22.74,20.97,20.47,3.3,9.51,1.93,20.99,23.53,19.68,18.21,4.2,12.74,8,14.13,30.22,12.52,46.82,16.93,89.29,7.76,16.53,48.97
2008-02-26,65183,0.53,6.78,21.61,21.6,19.48,3.33,9.77,1.98,20.33,23.84,19.42,18.33,4.31,13.04,8.04,14.41,30.39,12.78,46.93,17.13,89.8,7.59,16.8,48.97
2008-02-27,65495,0.54,7.56,21.41,22,19.79,3.28,9.96,2.07,20.09,24.36,18.88,18.21,4.3,13.68,8.01,14.27,30.18,12.92,47.7,17.48,91.73,7.92,17.47,48.82
2008-02-28,65555,0.55,6.78,21.3,22.73,20.18,3.35,9.75,2.06,20.64,23.84,18.24,17.71,4.25,14.17,8.23,14.2,29.87,13.1,47.77,17.89,98.37,8.06,16.85,50.42
2008-02-29,63489,0.53,6.78,21.43,21.68,19.85,3.28,9.77,1.99,20.39,24.06,17.66,17.39,4.18,13.85,8.06,13.8,29.15,12.93,44.86,17.93,93.78,7.9,16.12,47.33
2008-03-03,64490,0.54,6.78,21.07,22.37,20.12,3.24,10.12,2.03,21,25.17,19.24,16.93,4.45,14.46,7.85,14.64,30.4,13.57,45.08,16.99,96.92,7.88,16.08,47.04
2008-03-04,63656,0.54,6.49,20.62,22.03,20.07,3.09,10.13,2,20.91,24.66,19.67,16.83,4.29,14.5,7.98,14.41,30.72,13.72,43.29,16.85,94.82,7.97,16.21,46.03
2008-03-05,64629,0.54,6.77,21.03,22.31,20.28,3.1,10.25,2.3,20.88,24.68,19.68,16.83,4.37,13.9,8.15,14.5,31.22,14.29,44.53,17.48,95.83,7.8,16.16,47.41
2008-03-06,62975,0.51,5.97,20.62,21.32,20.18,3.01,10.13,2.24,20.81,23.38,18.85,16.62,4.42,13.48,8.23,13.86,29.43,13.96,43.79,17.08,95.11,7.69,16.09,46.17
2008-03-07,61868,0.5,5.88,20.31,20.96,20.2,3.06,10.22,2.22,20.57,22.95,18.54,16.3,4.29,13.2,8.03,13.77,29.31,13.92,43.19,17.11,91.97,7.63,16.16,45.2
2008-03-10,59999,0.5,5.82,20.09,20.55,19.46,2.91,10.23,2.1,19.65,21.56,18.06,16.37,4.15,12.4,7.97,13.39,27.45,13.22,42.5,16.81,86.06,7.47,15.38,43.97
2008-03-11,62368,0.5,5.81,20.15,21.44,20.64,3.05,10.52,2.05,20.11,23.17,19.58,16.37,4.13,13.33,8.15,14.45,29.57,13.84,44.17,16.99,85.21,7.92,15.62,45.78
2008-03-12,62177,0.49,5.81,19.53,21.39,20.92,3.11,10.57,2.01,20.39,22.9,19.57,16.37,4.19,13.06,8.14,14.31,31.35,13.63,44.03,16.67,83.76,7.9,15.81,46.23
2008-03-13,62280,0.5,5.81,19.56,21.05,20.42,3.13,10.56,2.07,21.09,23.07,20.04,16.1,4.12,12.86,7.99,14.32,31.7,14.19,43.4,16.04,86.95,7.83,15.71,46.47
2008-03-14,61991,0.51,5.82,20.09,20.87,20.17,3.13,10.6,2.15,21.65,22.28,19.84,16.6,4.07,12.7,7.89,13.67,30.63,14.38,43.15,16.13,85.36,7.78,15.62,47.52
2008-03-18,61933,0.5,6.78,19.52,20.82,20.87,3.14,10.55,2.45,21.66,22.72,19.77,16.02,4.06,13.25,7.72,13.28,30.7,14.15,41.32,15.68,88.35,7.98,15.54,46.05
2008-03-19,58827,0.48,6.3,19.14,19.54,20.25,3.01,10.12,2.38,20.36,22.19,19.46,15.72,3.92,12.28,7.64,12.68,30.04,14.07,38.47,14.53,83.47,7.64,15.85,42.89
2008-03-20,58987,0.49,5.81,18.87,19.61,20.76,3.04,10.36,2.38,19.71,21.83,19.6,15.8,3.91,12.49,7.47,12.33,29.53,14.3,38.22,14.78,82.21,7.39,15.47,42.54
2008-03-24,59813,0.5,6.3,19.33,19.86,21.01,3.04,10.46,2.45,19.86,21.7,19.5,16.46,3.96,13.22,7.89,12.7,28.74,13.92,38.88,14.42,85.59,7.69,16.12,44.74
2008-03-25,61234,0.5,6.3,19.71,20.42,21.56,3.16,10.55,2.56,20.12,21.52,19.32,16.46,4.11,13.92,7.76,12.86,28.48,14.4,41.12,14.5,87.77,7.67,16.85,46
2008-03-26,61415,0.5,6.3,19.33,20,21.19,3.11,10.27,2.51,20.28,21.56,18.74,16.16,4.3,13.47,7.85,12.7,28,14.39,41.55,14.64,87.05,7.65,16.7,48.01
2008-03-27,60762,0.48,6.34,18.68,19.63,20.19,3.08,10.23,2.47,20.12,21.65,18.85,16,4.26,13.41,7.72,12.39,27.18,14.26,40.56,14.51,83.22,7.61,16.47,48.21
2008-03-28,60452,0.48,5.81,17.75,19.32,19.26,2.97,10.03,2.43,20.31,20.5,19.03,16.04,4.33,12.69,7.55,12.08,27.88,13.8,40.47,14.31,75.97,7.62,16.31,48.25
2008-03-31,60968,0.49,5.81,17.52,19.5,19.41,2.94,10.12,2.45,20.22,20.5,19.32,16.15,4.45,12.16,7.62,12.3,28.74,13.84,41.17,15.09,72.63,7.59,17.39,48.81
2008-04-01,62775,0.5,5.91,18.69,20,19.79,3.16,10.75,2.48,21.01,21.49,19.79,16.14,4.65,12.58,7.7,12.9,29.88,14.84,41.92,15.97,73.06,7.6,17.59,49.82
2008-04-02,63364,0.49,5.89,19.14,20.1,20.18,3.1,10.97,2.46,20.77,21.92,20.58,16.01,4.75,12.68,7.64,12.75,31.21,15.23,42.93,15.82,78.63,7.76,17.96,49.29
2008-04-03,64175,0.5,5.81,18.87,19.91,20.28,3.09,11.18,2.46,21.33,22.87,20.61,16.02,4.82,13.43,7.81,13.03,30.76,15.65,43.55,16.71,81.53,7.79,17.97,49.92
2008-04-04,64446,0.5,5.81,18.69,20.33,20.61,3.08,11.46,2.48,21.65,22.59,20.54,16.37,4.82,13.83,7.64,12.9,30.58,15.35,43.56,15.81,81.53,7.95,17.78,50.43
2008-04-07,64176,0.49,6.88,18.91,20.55,20.32,3.01,11.38,2.49,21.62,22.95,19.6,16.38,4.64,13.66,7.63,13.08,30.14,15.15,43.41,16.08,82.3,7.91,17.7,50.35
2008-04-08,64540,0.49,6.97,19.03,20.83,20.52,3.13,10.96,2.49,22.27,22.9,19.46,17.11,4.74,13.46,7.64,13.22,31.16,14.74,44.39,16.21,80.8,7.94,18.05,50.59
2008-04-09,63477,0.48,6.43,18.46,20.36,19.89,3.07,10.87,2.48,22.23,22.5,18.74,16.69,4.7,13.12,7.72,13.13,30.18,15.31,44.35,16.56,76.93,7.81,17.47,49.7
2008-04-10,63527,0.49,7.07,17.86,20.75,19.5,3.05,11.03,2.52,22.22,22.15,18.37,16.94,4.87,12.7,8.23,13.34,29.61,15.5,44.55,16.47,72.14,7.75,17.09,49.38
2008-04-11,62585,0.47,6.33,17.74,20.35,19.12,3.07,10.89,2.46,22.14,22.37,18.49,16.65,4.79,12.65,8.23,12.92,29.07,15.23,43.67,16.31,71.32,7.61,16.89,48.5
2008-04-14,62153,0.47,6.1,17.15,19.94,19.36,3.01,10.89,2.53,21.48,21.33,18.44,16.11,4.67,12.65,8.27,12.57,27.3,15.18,47.02,15.58,70.4,7.74,16.39,47.86
2008-04-15,62618,0.66,5.96,17.26,20.07,19.79,3.04,10.99,2.5,21.8,21.5,17.95,16,4.67,12.64,8.34,12.19,28.71,14.5,47.34,15.99,67.01,7.8,17.19,49.03
2008-04-16,64152,0.68,6.78,18.46,20.79,20.28,3.07,11.1,2.53,23.08,21.83,17.8,16.01,4.61,13.06,8.36,12.37,29.87,14.53,46.67,15.99,69.63,7.76,18,50.51
2008-04-17,64552,0.66,6.78,19.21,21.1,20.37,3.15,11.03,2.48,23,21.48,18.2,16,4.61,12.74,8.4,12.65,29.48,14.14,47.56,16.36,67.98,7.9,18.01,50.54
2008-04-18,64923,0.66,6.88,19.25,21.24,20.37,3.15,11.1,2.51,23.34,20.94,18.24,16.27,4.76,12.84,8.45,12.83,29.61,14.46,47.93,16.86,68.95,8.1,18.09,50.99
2008-04-22,65413,0.64,7.12,19.03,21.08,20.95,3.17,11.05,2.46,24.53,21.15,17.95,16.02,4.76,12.88,8.25,12.88,30.58,14.43,48.49,16.48,72.24,8,17.55,52.65
2008-04-23,64948,0.64,7.25,18.61,21.14,21.64,3.12,11,2.47,24.57,20.93,17.66,15.95,4.67,12.61,8.4,12.75,30.05,14.11,47.84,16.49,71.85,8.04,17.74,52.28
2008-04-24,64576,0.64,7.26,19.19,21.24,21.61,3.1,11.21,2.41,23.87,20.5,18.02,16.01,4.59,12.78,8.34,12.59,30.45,13.61,46.83,16.49,74.08,8.2,17.78,50.22
2008-04-25,65187,0.66,6.8,20.16,21.5,21.21,3.17,11.3,2.45,24.04,20.89,17.66,16.04,4.59,13.01,8.36,12.9,31.03,13.99,47.29,17.04,73.55,8.45,17.94,50.83
2008-04-28,65678,0.66,6.8,20.28,21.51,21.51,3.17,11.49,2.46,24.46,22.18,17.26,16.2,4.65,13.78,8.4,13.24,31.42,14.22,47.61,17.14,72.63,8.37,18.13,51.52
2008-04-29,63826,0.63,6.82,19.98,21.06,20.63,3.14,11.02,2.36,23.52,21.4,17.26,16.11,4.59,13.58,8.32,12.88,30.5,13.8,45.67,17.09,73.55,8.22,17.32,50.26
2008-04-30,67868,0.66,7.77,21.91,22.53,22.21,3.63,12.02,2.51,24.63,24.71,18.02,16.04,4.68,15.49,8.66,13.87,34.75,15,46.46,19.7,79.5,8.18,18.03,52.96
2008-05-02,69366,0.67,8.74,23.07,23.63,23.59,3.56,11.58,2.53,24.02,25.85,18.67,15.86,4.72,16.24,8.66,14.3,35.46,15.14,47.3,19.24,91.45,8.71,17.78,52.76
2008-05-05,70175,0.68,9.71,22.74,23.55,23.3,3.58,11.99,2.55,24.4,25.84,18.68,15.9,5.02,15.88,9.09,15.63,35.46,15.16,48.48,18.33,95.9,8.98,18.94,53.73
2008-05-06,70195,0.67,9.71,21.91,22.62,23.03,3.68,11.75,2.59,25.11,24.91,18.45,16.09,5.13,15.07,9.29,14.84,35.37,14.53,49.85,17.85,91.06,8.92,18.94,54.72
2008-05-07,69018,0.67,8.74,21.22,22.62,22.53,3.63,11.38,2.5,25.57,23.97,18.09,15.91,5.09,14.52,9.33,14.24,34.31,14.04,49.41,17.41,87.34,8.85,19.02,53.21
2008-05-08,69722,0.66,9.71,21.79,22.89,22.99,3.63,11.61,2.53,26.53,23.82,18.25,15.86,5.16,14.86,9.51,13.86,33.86,14.29,49.49,17.69,87.82,8.92,19.13,53.84
2008-05-09,69646,0.64,9.08,21.64,22.76,22.77,3.66,11.32,2.53,26.75,23.17,18.31,15.83,5.14,14.71,9.68,13.95,33.16,14.42,50.26,18.51,87.09,8.83,19.07,53.58
2008-05-12,70416,0.66,8.74,21.97,23.13,23.31,3.69,11.36,2.57,26.9,23.64,18.5,15.98,5.18,15.08,9.75,14.11,34.57,14.53,50.43,19.38,91.79,9,19.32,54.3
2008-05-13,70503,0.66,10.19,21.53,22.93,23.29,3.71,11.2,2.62,27.04,24.05,18.88,15.84,5.15,14.8,9.63,14.3,33.82,14.41,51.64,19.11,91.06,9.07,19.04,54.46
2008-05-14,70027,0.66,10,21.93,22.76,23.25,3.72,11.11,2.73,26.73,23.46,18.55,15.81,5.11,14.44,9.67,14.86,33.24,14.81,50.83,18.65,90,8.93,18.48,54.26
2008-05-15,71492,0.67,9.23,22.36,22.79,23.79,3.68,11.26,2.74,27.48,23.97,18.75,16,5.37,14.86,9.56,14.98,34.88,15.38,51.79,18.78,88.59,9.14,18.55,56.15
2008-05-16,72767,0.67,8.74,22.66,23.09,24.42,3.56,11.53,2.83,28.19,24.33,19.05,15.98,5.41,15.28,9.68,14.77,35.46,15.77,53.16,18.97,75.39,9.03,18.96,58.16
2008-05-19,73439,0.66,10.29,22.85,23.31,24.03,3.46,11.29,2.79,28.55,24.59,19.49,16.01,5.52,15.01,10.06,14.19,33.95,15.58,54.81,19.8,71.37,9.01,17.82,57.68
2008-05-20,73517,0.66,8.75,22.82,23.2,23.64,3.54,11.19,2.79,28.41,24.02,19.45,15.89,5.57,14.61,9.76,14.05,34.31,15.54,56.47,19.61,75.43,8.95,17.2,57.68
2008-05-21,72295,0.65,10.19,22.1,22.69,22.77,3.43,10.99,2.7,27.61,23.44,19.34,15.4,5.38,13.94,9.68,14.08,33.29,14.61,57.21,19.11,75.72,8.74,17.16,55.83
2008-05-23,71452,0.66,10.19,21.47,22.61,23.52,3.45,10.96,2.75,27.65,22.95,19.08,14.43,5.25,13.64,9.42,13.97,34.18,14.15,55.05,18.51,78.38,8.7,17.32,55.06
2008-05-26,71629,0.66,10.1,21.49,22.4,23.64,3.42,11.06,2.7,27.92,22.53,18.9,14.54,5.23,13.71,9.36,13.86,33.3,14.2,56.65,19.15,77.18,8.57,17.67,54.46
2008-05-27,70992,0.65,10.09,22.06,22.62,24.66,3.36,10.95,2.7,27.48,22.33,18.39,14.14,5.16,13.73,9.08,13.54,32.67,13.95,54.36,18.88,74.8,8.78,17.7,53.4
2008-05-28,73153,0.64,10.06,23.38,23.41,25.87,3.42,11.09,2.8,28.29,23.69,19.27,13.83,5.27,14.46,9.34,14.13,34.93,14.59,55.54,19.24,79.16,9.08,18.38,54.59
2008-05-29,71798,0.62,10.19,23.5,23.31,25.61,3.52,10.95,2.71,27.26,23.61,18.83,13.85,5.23,14.78,8.91,13.97,34.66,15.07,53.27,19.01,77.18,8.92,18,52
2008-05-30,72593,0.62,10.1,24.66,23.44,25.82,3.71,10.94,2.7,26.83,24.31,21.6,14.14,5.38,15.43,9.34,13.95,35.9,14.53,52.71,19.7,76.93,9.03,18.48,52.85
2008-06-02,71897,0.61,10.1,24.01,23.16,25.24,3.69,10.66,2.65,26.73,22.99,22.49,13.44,5.23,14.94,9.55,13.19,35.46,14.19,53.66,18.65,75.48,8.45,18.67,52.67
2008-06-03,70012,0.6,10.1,23.12,22.54,24.71,3.72,10.49,2.63,26.05,21.83,22.42,13.13,5.1,14.25,9.39,13.47,33.7,14.02,50.95,18.56,71.66,8.03,17.94,50.79
2008-06-04,68673,0.6,9.23,22.9,22.24,24.18,3.82,10.69,2.56,25.85,21.27,22.27,13.18,5.29,13.67,9.1,13.31,33.24,13.72,49.12,18.79,71.85,8.29,18.59,49
2008-06-05,71235,0.6,9.71,24.1,22.96,23.5,3.81,11.46,2.67,27.64,22.9,22.55,12.96,5.47,14.65,10.01,13.91,35.37,14.19,51.48,19.07,75,8.64,19.06,51.18
2008-06-06,69786,0.6,8.74,23.44,22.41,23.2,3.72,10.81,2.62,26.85,21.83,22.16,12.58,5.25,14.15,9.59,13.33,33.94,13.49,51.56,18.65,72.09,8.41,18.71,49.85
2008-06-09,69281,0.6,8.01,23.08,21.96,22.77,3.75,10.97,2.56,26.29,21.48,21.9,12.21,5.35,13.89,9.51,13.61,33.16,13.84,51.38,18.58,71.9,8.55,18.68,48.16
2008-06-10,67775,0.6,7.8,22.97,21.21,22.57,3.63,10.43,2.54,25.48,21.48,21.61,12.22,5.21,13.59,9.3,13.72,32.11,13.78,49.86,18.32,70.69,8.5,18.68,47.12
2008-06-11,66795,0.59,7.53,22.51,21.01,23.3,3.7,10.32,2.51,24.95,20.29,22.18,12.07,5.38,13.05,9.34,13.77,31.03,13.84,49.95,17.46,70.64,8.53,18.59,45.66
2008-06-12,67322,0.63,7.28,22.44,21.52,23.63,3.82,10.23,2.51,25.06,20.61,22.41,11.98,5.45,12.91,9.34,13.75,31.12,13.76,50.08,17.36,71.37,8.35,18.94,46.91
2008-06-13,67204,0.61,6.8,21.83,21.65,23.54,3.82,10.24,2.53,24.77,20.8,21.76,11.91,5.22,12.86,9.5,13.58,30.89,13.97,51.06,17.39,72.09,8.32,18.55,45.79
2008-06-16,67285,0.62,8.74,22.28,21.69,23.86,3.9,10.03,2.48,24.57,20.89,21.9,11.73,5.32,13.33,9.48,13.47,30.89,14.12,51.23,17.36,70.89,8.18,18.55,45.83
2008-06-17,68438,0.6,8.74,22.55,22.04,23.65,4.07,10.06,2.47,25.26,21.56,22.01,11.44,5.28,13.56,9.25,13.58,30.56,14.38,51.44,17.5,71.13,8.26,18.52,47.18
2008-06-18,67090,0.59,6.8,21.6,21.45,22.69,4,9.75,2.41,24.58,20.58,21.1,10.99,5.17,12.94,9.08,13.15,29.31,14.14,50.78,17.5,67.79,8.4,17.63,46.93
2008-06-19,66590,0.6,6.8,21.6,21.45,22.96,3.96,9.6,2.35,24.23,19.7,21.24,11.06,5.5,12.65,9.08,13.25,28.62,13.68,49.02,17.31,64.11,8.47,18.4,46.83
2008-06-20,64614,0.59,7.28,20.78,20.83,22.43,3.92,9.4,2.33,23.08,20.01,20.04,11.35,5.59,12.84,9.34,13.24,27.75,13.6,48.11,16.72,62.9,8.22,17.82,44.73
2008-06-23,64640,0.58,9.86,20.5,20.46,22.06,3.86,9.43,2.32,22.67,19.51,20.22,11.11,5.5,12.23,8.96,13.03,28.01,13.33,49.04,16.54,61.93,8.06,18.04,45.57
2008-06-24,64168,0.58,6.8,20.44,20.48,21.59,3.74,9.44,2.39,22.79,19.47,20.73,10.91,5.33,11.89,9.18,12.92,26.91,12.83,48.85,16.47,59.42,7.92,17.55,46.38
2008-06-25,65853,0.58,9.61,21.49,20.71,21.72,3.74,9.88,2.49,23.85,20.12,21.61,10.76,5.57,12.21,9.18,13,27.61,12.73,50.22,16.54,62.85,7.9,18.05,47.34
2008-06-26,63947,0.57,6.8,20.66,19.88,20.83,3.55,9.89,2.45,23.52,19.43,20.95,10.51,5.32,11.67,9.03,12.64,26.24,12.14,50.32,16.17,58.69,7.76,18.07,45.66
2008-06-27,64321,0.56,6.8,20.27,19.95,21.24,3.63,10.39,2.48,23.75,19.56,21.9,9.99,5.26,11.76,8.98,12.66,27.66,12.52,50.5,16.61,58.93,7.86,18.31,45.37
2008-06-30,65018,0.57,6.8,19.82,20.19,20.98,3.6,10.4,2.49,24.19,19.73,21.68,9.94,5.42,11.74,8.99,12.75,28.26,12.76,51.83,16.22,58.06,8.06,18.48,46.31
2008-07-01,63396,0.55,7.38,18.68,19.59,20.49,3.54,10.04,2.34,23.12,19.43,20.69,9.76,5.39,11.08,8.73,11.92,27.29,12.91,51.7,14.94,54.43,8.03,18.55,44.38
2008-07-02,61106,0.53,6.31,18.19,19.65,19.61,3.43,9.86,2.29,21.38,18.26,20.14,9.27,5.25,10.49,8.53,11.52,25.63,12.36,49.58,15.53,52.01,7.85,17.78,42.11
2008-07-03,59273,0.52,6.31,17.9,19.21,18.84,3.38,9.86,2.22,20.3,17.64,19.79,8.94,5.13,9.93,8.28,11.43,25.09,12.07,47.61,14.77,49.84,7.5,17.47,41.11
2008-07-04,59365,0.51,6.8,18.04,19.15,18.33,3.41,10.03,2.2,20.27,17.73,19.63,8.98,5.13,10,8.23,12.15,24.56,11.91,48.3,15.22,48.87,7.47,17.7,41.55
2008-07-07,59088,0.51,7.28,17.49,19.21,18.3,3.27,9.91,2.17,20.95,17.51,19.54,9.41,5.11,9.71,8.15,11.8,24.47,11.71,47.07,15.07,49.55,7.62,17.74,41.6
2008-07-08,59536,0.51,7.09,18.38,19.49,18.54,3.27,10.17,2.18,20.91,17.46,19.96,10.4,5.34,10.19,8.25,11.77,25,12.06,45.66,15.35,52.69,7.74,17.47,41.15
2008-07-10,60253,0.51,7.77,18.34,19.31,19.4,3.26,10.49,2.27,21.32,17.34,21.16,10.16,5.42,10.25,8.18,12.44,24.82,12.6,45.02,15.72,52.4,7.96,17.5,41.15
2008-07-11,60148,0.51,7.28,18.04,19.23,18.98,3.31,10.4,2.31,21.45,16.87,21.5,10.1,5.44,9.81,7.81,12.44,25.27,12.62,45.42,15.76,52.69,7.99,17.62,40.48
2008-07-14,60721,0.53,7.67,18.31,19.17,19.61,3.24,10.67,2.38,21.58,16.81,21.75,9.92,5.56,9.79,8.06,12.92,26.33,13.13,45.54,15.81,55.06,7.95,17.7,41.15
