"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","EMBR3.SA","ENBR3.SA","GFSA3.SA","HGTX3.SA","LIGT3.SA","LREN3.SA","NATU3.SA","PETR3.SA","RENT3.SA","RSID3.SA","SBSP3.SA","TBLE3.SA","VALE3.SA"
2011-10-04,50686,6.61,7.86,19.31,19.5,30.3,10.6,17.3,16.74,10.94,10.61,12.57,10.75,9.44,4.76,26.89,18.98,46.42,27.49,19,22.89,43.95,11.57,21.94,34.27
2011-10-05,51014,6.74,7.86,19.35,19.47,30.17,10.48,17.43,17.27,10.96,10.81,12.5,10.51,9.52,4.7,27.55,19.11,46.34,28.51,18.68,23.38,43.51,11.62,21.94,34.98
2011-10-06,52290,6.7,7.85,19.43,19.76,31.27,10.43,17.38,17.68,11.2,11.16,12.68,11.02,9.49,4.71,28.07,18.94,48.25,28.56,19.42,24.05,45.71,11.71,21.77,35.48
2011-10-07,51244,6.72,7.55,18.85,19.15,31.23,10.37,17.19,17.71,11.01,11.05,12.42,10.66,9.25,4.56,27.06,18.28,45.55,28,18.77,23.8,44.48,11.51,21.77,34.44
2011-10-10,53273,6.79,8,19.81,19.94,31.23,10.54,17.52,17.84,11.63,11.64,13.05,11.33,9.54,4.74,28.75,19.1,48.81,28.71,19.49,24.27,46.93,11.83,22.07,35.52
2011-10-11,53838,6.82,7.86,19.14,20.11,31.52,10.49,17.47,17.84,11.66,11.72,13.32,11.19,9.51,4.81,28.76,19.45,49.43,28.83,19.62,24.28,47.18,11.75,22.63,36.04
2011-10-13,54601,6.82,8.34,19.31,20.2,32.74,10.5,18.04,17.86,11.7,12.28,13.3,11.33,9.47,5.24,28.27,19.68,50.52,28.87,19.85,23.78,49.43,12.1,23.22,36.73
2011-10-14,55030,6.79,8.42,19.42,20.33,32.49,10.44,17.8,17.81,11.86,12.6,13.33,11.34,9.52,5.3,28.26,19.25,49.84,29.24,20.2,24.05,50.16,11.98,23.19,36.79
2011-10-17,53911,6.77,7.91,19.22,20.16,32.88,10.41,17.72,17.96,11.25,12.32,13.43,11.18,9.65,5.05,28.93,18.92,49.08,29.02,19.76,23.35,48.79,11.8,23.27,34.89
2011-10-18,55032,6.98,8.11,19.67,20.59,33.71,10.54,18.23,18.56,11.59,12.61,13.56,11.52,9.6,5.3,30.75,19.44,51.41,30.75,19.92,23.9,50.5,12.04,23.74,35.04
2011-10-19,54966,7.04,7.92,19.75,20.63,33.76,10.59,18.16,19.21,11.24,13,13.39,11.88,9.52,5.52,31.28,19.6,52.66,30.86,19.76,23.96,50.99,12.03,23.14,33.85
2011-10-20,54010,7.01,7.68,19.51,20.56,32.79,10.47,18.16,18.25,10.97,12.52,13.22,11.58,9.54,5.23,30.71,19.7,49.73,30.77,19.3,23.76,50.06,11.7,23.2,33.43
2011-10-21,55255,7.01,7.85,19.91,21.22,33.32,10.73,18.64,18.37,11.27,12.94,13.73,11.85,9.6,5.34,31.02,19.84,51.4,30.7,19.81,24.51,51.19,12.08,23.22,34.19
2011-10-24,56892,7,7.97,20.4,21.67,33.65,10.67,18.76,18.46,11.98,13.35,14.11,11.99,9.47,5.66,31.73,19.77,52.15,31.09,20.28,24.26,51.63,12.11,23.14,36.22
2011-10-28,59513,6.88,8.47,21.4,22.05,34.58,10.41,18.58,18.69,13.16,14.68,14,11.59,9.32,5.87,33.9,20.89,49.08,29.63,21.96,24.42,56.28,11.99,23.27,37.61
2011-10-31,58338,6.89,8.39,21.23,21.67,34.78,10.47,18.9,18.65,12.76,13.97,13.91,11.38,9.55,5.72,34.03,20.81,48.4,29.54,21.77,24.1,53.1,12.32,23.48,36.86
2011-11-01,57323,6.98,8.33,21.15,21.62,34,10.46,18.48,18.69,12.55,13.31,13.73,11.2,9.37,5.43,33.54,20.69,47.69,29.8,21.46,23.36,50.65,12.17,23.39,36.51
2011-11-03,58196,6.98,8.53,20.69,21.77,34.33,10.53,18.92,18.38,12.76,13.42,13.74,10.65,9.45,5.51,33.54,20.96,48.35,30.51,22.33,23.39,50.16,12.36,24.04,37.68
2011-11-04,58670,6.96,8.62,20.74,21.69,34.02,10.38,18.66,18.85,13.16,13.54,14.56,11.12,9.39,5.66,33.35,20.57,47.69,30.68,22.55,23.59,49.77,12.55,24.24,38.45
2011-11-07,59199,6.96,8.74,20.89,21.69,34.77,10.54,19.44,19.04,13.36,13.87,14.83,11.47,9.41,5.67,33.72,21.17,47.5,30.51,23.23,22.98,50.85,12.54,24.09,38.79
2011-11-08,59026,6.89,8.85,20.83,21.87,34.78,10.47,19.22,19.04,13.25,14.06,14.56,11.38,9.45,5.66,33.94,20.7,47.88,30.35,23.02,22.57,50.94,12.56,24.23,38.54
2011-11-09,57550,6.98,8.3,20.26,21.7,34.63,10.34,19.35,18.95,12.71,13.17,14.19,11.1,9.31,5.39,33.76,20.62,47.04,30.24,21.93,22.29,47.96,12.79,23.68,37.91
2011-11-11,58547,7.03,8.49,20.06,21.6,33.84,10.38,19.63,19.19,13.22,13.91,14.07,11.14,9.37,5.64,34.33,20.59,49.13,32.73,22.5,23.35,51.58,12.77,23.91,38.3
2011-11-14,58258,6.99,8.31,20.74,21.82,33.47,10.29,19.45,19.1,13,13.49,13.72,11.14,9.24,5.49,34.96,20.92,48.94,32.28,22.41,23.49,50.16,12.74,23.9,38.11
2011-11-16,58560,7.11,8.4,20.78,21.82,32.92,10.29,19.57,19.66,13.08,13.39,13.96,11.12,9.38,5.03,35.39,21.55,48.99,31.85,22.76,23.91,49.67,13.11,24.02,38.43
2011-11-17,56989,7.01,8,20.32,21.17,32.58,10.16,19.22,19.27,12.83,12.69,13.23,10.66,9.23,4.68,34.61,20.77,47.97,30.78,22.1,24.05,46.78,12.64,24.22,37.4
2011-11-18,56731,7,7.99,19.99,20.95,32.74,10.19,19.46,19.61,12.5,12.73,13.35,10.7,9.37,4.65,34.43,21.24,47.41,31.09,22.29,23.77,45.66,12.82,23.75,37.27
2011-11-21,56285,6.98,8.05,19.93,20.55,32.79,10.19,19.16,19.92,12.1,12.66,13.43,10.7,9.46,4.65,33.85,21.13,46.11,30.95,22.17,24.08,44.24,12.87,24.01,37.05
2011-11-22,55878,6.98,8.18,19.61,20.38,32.93,10.14,19.44,19.69,11.92,12.7,13.05,10.61,9.56,4.74,33.36,20.99,45.78,30.86,22.17,23.74,42.92,12.86,24.13,36.72
2011-11-23,54972,7.13,7.79,19.12,20.17,33.01,9.99,19.51,19.84,11.62,12.54,12.82,10.11,9.63,4.73,33.1,20.33,45.33,30.95,21.99,22.93,43.06,12.94,23.91,35.75
2011-11-24,55280,7.13,7.85,19.18,20.2,33.47,10.31,19.53,20.28,11.38,12.91,13.01,10.51,9.67,4.78,33.67,20.75,46.82,30.78,22.1,23.58,44.83,13.04,23.91,35.79
2011-11-25,54894,7.06,7.99,19.08,19.93,33.29,10.41,19.76,20.41,11.45,12.93,13.09,10.66,9.7,4.8,32.92,20.31,46.02,30.86,21.52,23.91,45.32,12.83,24.12,34.98
2011-11-28,56017,7.09,8.05,19.45,20.39,33.95,10.27,20.17,20.41,11.85,13.65,13.44,10.91,9.81,4.81,34.15,20.38,48.71,31.7,22.15,24.22,46.98,12.89,23.91,35.32
2011-11-29,55300,7.18,7.93,19.12,20.21,33.47,9.92,19.7,20.67,11.37,13.96,13.11,10.7,9.76,4.71,34.43,20.47,49.13,31.45,21.95,24.33,47.13,12.84,24.04,34.82
2011-11-30,56875,7.37,8.43,19.94,21.56,34.34,10.23,19.7,20.31,11.83,13.99,13.41,10.86,9.96,4.82,33.98,21.32,50.39,32.1,22.75,25.44,48.79,13.08,24.09,35.12
2011-12-01,58143,7.45,8.81,20.78,21.83,35.46,10.15,19.7,20.76,11.95,14.57,13.64,10.93,9.85,5.05,32.13,21.36,50.48,32.54,23.3,25.9,50.65,13.2,24.04,35.33
2011-12-02,57886,7.43,8.88,20.5,21.92,35.36,10.13,19.48,20.14,11.89,14.88,13.71,10.92,9.86,4.93,31.94,21.55,49.41,32.31,23.24,24.92,48.99,12.93,23.76,35.77
2011-12-05,58910,7.4,8.81,19.91,22,35.72,10.23,19.88,20.46,12.35,14.84,13.97,10.92,9.98,5,33.06,21.66,50.66,32.63,23.75,25.95,50.8,12.99,24.12,36.43
2011-12-06,59536,7.56,8.88,20.11,22.05,36.48,10.45,20.52,20.54,12.71,15.09,14.19,10.83,10.01,4.97,34.52,22.71,51.3,32.46,23.95,26.21,50.21,13.06,24.42,36.38
2011-12-07,58663,7.68,8.97,19.6,21.74,36.82,10.3,20.31,20.67,12.3,14.75,13.98,10.65,9.95,4.86,33.66,22.62,50.19,31.96,23.9,26.26,49.72,12.72,24.5,34.8
2011-12-08,57455,7.68,8.82,19.51,21.83,35.9,10.43,20.45,20.54,11.8,14.01,13.84,10.78,9.9,4.67,32.83,22.83,48.65,31.57,22.96,25.72,46.88,12.82,25.32,34.08
2011-12-09,58236,7.71,9.23,19.94,21.88,36.37,10.37,20.45,20.5,12.06,14.54,13.98,10.68,9.83,4.77,32.75,22.79,49.33,31.75,23.35,25.49,47.91,12.9,24.93,34.77
2011-12-13,57495,7.8,9.22,19.45,21.56,36.29,10.06,21.07,20.63,11.75,14.31,14.15,10.62,10.12,4.58,32.79,23.06,48.35,31.66,22.74,24.77,46.1,13.08,24.61,34.13
2011-12-14,56647,7.8,9.13,19.2,21.27,35.11,9.81,21.18,20.57,11.46,14.29,14.11,10.42,10.07,4.5,31.68,23.1,47.37,31.49,21.98,23.78,44.43,13.1,25.09,33.59
2011-12-15,56331,7.92,9.28,18.99,21.01,35.53,10.03,21.51,20.63,11.3,14.6,14,10.47,10.2,4.54,32.33,23.22,47.41,31.22,21.75,24.49,44.39,12.91,24.97,33.05
2011-12-16,56097,7.89,9.17,18.7,20.92,34.73,10.43,21.42,20.57,11.14,14.69,14.06,10.42,10.2,4.57,33.3,23.06,47.41,31.39,21.51,24.89,44.34,13.01,25.4,33.05
2011-12-19,55298,7.96,8.98,18.52,21,34.97,10.49,21.76,20.59,10.98,14.14,13.92,10.41,10.2,3.98,32.04,22.37,46.85,31.22,21.42,24.89,42.09,12.96,25.7,32.54
2011-12-20,56865,8.02,9.29,18.88,21.67,34.83,10.81,22.14,20.7,11.55,14.02,14.11,10.69,10.38,3.94,31.41,22.56,46.48,31.17,22.4,24.89,42.77,13.24,26.19,33.73
2011-12-21,56653,7.95,9.18,19.3,21.53,34.93,10.77,22.11,20.67,11.75,13.69,14.36,10.85,10.47,3.87,29.88,22.22,45.64,30.87,22.12,24.52,41.99,13.11,25.87,33.84
2011-12-22,57348,7.92,9.07,19.63,21.92,35.27,10.72,22.28,20.65,11.96,13.88,14.75,10.85,10.3,3.85,29.28,22.33,46.48,31.53,22.44,24.14,41.11,13.38,26.17,34.32
2011-12-23,57701,8.02,9.18,19.72,22.04,35.61,10.68,22.59,20.56,12.02,14.12,14.7,10.85,10.63,3.82,29.81,22.92,46.71,32.41,22.55,24.13,40.52,13.51,26.21,34.53
2011-12-26,57669,7.96,9.25,19.68,21.9,35.37,10.63,22.79,20.6,12.12,14.22,14.77,10.62,10.72,3.87,29.99,23.14,46.28,31.95,22.43,24.28,41.55,13.6,26.22,34.26
2011-12-27,58005,8.03,9.38,19.82,21.94,35.7,10.72,22.79,20.38,12.23,14.33,14.78,11.04,10.62,3.88,30.02,23.18,45.6,31.7,22.42,24.37,41.11,13.81,26.38,34.49
2011-12-28,56534,8.02,9.09,19.34,21.66,35.19,10.78,22.52,20.38,11.9,13.83,14.23,11.06,10.46,3.73,29.17,23.05,45.2,32.02,21.5,24.49,39.83,13.43,26.06,33.49
2011-12-29,56754,8.11,9.13,19.53,21.95,35.43,10.83,22.38,20.3,12.02,13.81,14.44,11.29,10.71,3.7,28.8,22.85,45,32.07,21.7,23.77,39.15,13.61,25.58,33.26
2012-01-02,57829,8.08,9.18,20.01,21.97,34.59,10.85,22.2,20.68,12.12,14.32,14.28,11.33,10.71,4.02,30.6,22.65,47.41,32.63,21.9,24.97,42.09,13.19,25.61,34.49
2012-01-03,59265,7.99,9.4,19.92,22.06,35,10.77,22.02,20.56,12.75,15.03,14.48,11.62,10.35,4.18,30.83,22.65,47.22,33.56,22.66,25.72,43.85,13.66,25.37,36.02
2012-01-04,59365,7.8,9.67,19.82,22.06,35.29,10.62,22.29,20.47,12.83,14.88,15.13,11.52,10.53,4.07,30.52,23.22,46.73,33.33,22.8,24.75,43.41,14.29,25.67,36.27
2012-01-05,58546,7.65,9.18,19.62,21.9,35.49,10.54,22.35,20.12,12.73,14.52,14.82,11.47,10.63,3.93,31.2,23.22,48.32,33.21,22.66,23.98,41.84,14,26.05,35.3
2012-01-06,58600,7.63,9.33,19.12,22.23,35.6,10.49,22.34,20.12,12.7,14.4,14.68,11.5,10.65,3.94,31.72,23.57,48.99,32.63,22.64,24.14,41.55,14,26.2,34.99
2012-01-09,59083,7.61,9.25,19.28,22.34,34.93,10.59,22.4,20.12,12.7,14.64,14.76,11.52,10.8,4.05,32.64,24.06,49.24,32.94,23.09,24.72,41.79,14.16,26.35,34.95
2012-01-10,59806,7.57,9.48,19.68,22.45,33.56,10.73,21.85,20.13,13.2,14.55,14.46,11.28,10.62,4.11,33.61,24.29,51.03,32.94,23.42,24.68,44.04,14.04,26.06,34.91
2012-01-11,59962,7.57,9.44,19.98,22.48,33.35,10.53,21.78,20.04,13.2,14.57,14.25,11.44,10.53,4.04,33.81,24.08,50.66,33.13,23.44,24.12,44.43,14.02,26.37,35.17
2012-01-12,59921,7.61,9.47,20.15,22.45,33.56,10.22,21.8,19.9,13.24,14.84,14.27,11.36,10.4,3.98,33.81,24,50.71,33.25,23.74,24.24,43.9,13.97,26.34,34.82
2012-01-13,59147,7.62,9.52,20.35,21.94,34.05,10.22,21.85,19.75,13.13,14.1,14.27,11.3,10.45,3.77,33.33,23.84,50.01,33.46,23.93,23.76,41.6,13.82,26.81,34.11
2012-01-16,59956,7.71,9.75,20.35,22.93,34.4,10.25,21.93,19.45,13.17,14.19,14.36,11.59,10.39,3.77,33.81,23.84,50.01,33.12,24.5,23.76,42.23,13.95,26.9,34.33
2012-01-18,61723,7.84,9.94,21.22,23.37,34.36,10.21,21.92,19.97,13.69,14.02,14.4,11.54,10.21,3.98,34.78,23.72,50.89,34.49,24.94,25.3,43.85,13.91,26.21,36.34
2012-01-19,61927,7.8,9.92,21.26,23.14,34.27,10.19,21.61,19.77,13.92,14.53,14.24,11.71,10.23,3.88,35.67,23.35,53.13,34.49,24.9,26.02,45.51,14.1,26.42,36.24
2012-01-20,62312,7.83,9.95,21.51,23.19,34.34,10.29,21.89,19.6,14.36,15.11,14.23,11.66,10.28,3.87,35.67,23.21,53.56,34.84,24.86,26.05,45.02,14.18,26.43,36.19
2012-01-23,62386,7.72,9.81,21.51,23,34.1,10.41,21.68,19.39,14.57,15.07,13.86,11.66,10.29,3.82,35.63,22.81,54.38,33.96,25.75,25.56,44.88,14.25,26.04,35.93
2012-01-24,62486,7.82,9.92,21.42,23.02,34.04,10.46,21.8,19.71,14.54,14.8,13.94,11.42,10.17,3.82,35.72,22.89,55,33.89,26.16,25.54,44.68,14.29,26.17,36.27
2012-01-26,62953,7.8,9.99,21.9,23.21,34.05,10.63,21.85,19.93,14.7,15.41,14.04,11.66,10.43,3.99,36.93,22.41,55.41,34.4,25.65,26.17,47.52,14.74,26.08,36.08
2012-01-27,62904,7.69,9.92,22.29,23.38,33.73,10.53,21.85,20.12,14.68,15.64,14.15,11.33,10.43,4.03,37,21.6,53.78,33.86,25.34,26.28,48.35,14.68,25.57,36.29
2012-01-30,62770,7.69,9.86,22.55,23.1,33.52,10.54,21.88,20.3,14.47,15.53,14.28,11.27,10.49,4.04,36.82,21.65,53.92,33.67,25.28,26.05,47.37,14.89,26.04,36.67
2012-01-31,63072,7.72,9.87,22.4,22.53,33.66,10.77,22.19,20.15,14.64,15.06,14.53,11.58,10.51,4.28,37.27,21.77,54.85,33.09,25.39,26.64,46.2,15.26,25.9,37.69
2012-02-01,64567,7.83,10.14,22.64,22.6,34.4,11.37,22.13,21.15,14.86,15.81,14.39,11.92,10.32,4.53,37.62,21.66,54.6,34.14,25.66,27.39,50.21,15.18,25.5,38.45
2012-02-02,64593,7.84,10.07,22.58,22.56,33.95,11.47,22.11,21.05,14.58,15.94,14.14,11.47,10.32,4.8,37.45,21.34,55.55,34.49,25.28,26.68,52.26,15.18,25.25,38.43
2012-02-03,65217,7.96,10.13,22.49,22.76,33.72,11.32,22.02,21.04,14.96,16.35,14.28,11.59,10.32,4.59,37.49,21.06,56.55,35.14,25.34,27.35,52.8,15.25,25.19,38.68
2012-02-06,65224,7.83,10.06,22.37,22.64,33.23,11.61,22.36,20.69,14.86,16.43,14.41,11.76,10.01,4.61,37.27,20.92,56.71,34.72,25.64,28.14,51.58,15.37,24.85,38.66
2012-02-07,65917,7.75,10.02,22.45,22.68,32.9,11.76,22.75,20.9,14.93,16.56,14.5,11.86,10.21,4.68,37.24,21.56,55.97,35.41,26.18,28.36,52.8,15.82,25.06,38.65
2012-02-08,65831,7.72,10.12,22.58,22.67,32.01,11.69,22.54,20.6,14.78,16.64,14.65,11.62,10.08,4.65,37.3,21.8,54.63,36.08,26.03,27.64,52.07,15.86,25.33,38.38
2012-02-09,65530,7.78,10.07,22.07,22.44,32.45,11.47,22.84,20.52,14.8,16.06,14.77,11.54,10.24,4.6,37.05,21.41,55.23,36.21,25.97,27.79,50.31,15.87,25.32,38.03
2012-02-10,63998,7.75,9.93,21.49,22.29,32.93,11.34,22.77,20.53,14.34,15.58,15.37,11.72,10.26,4.44,36.96,21.27,55.62,35.99,23.82,27.86,48.59,15.59,25.51,37.38
2012-02-13,65692,7.88,9.87,21.74,22.68,33.08,11.49,23.15,20.53,14.34,16.33,15.24,11.97,10.26,4.44,37.71,21.27,55.62,35.99,23.82,27.86,48.59,15.59,25.51,38.32
2012-02-14,65039,7.89,10.26,22.63,22.46,32.4,11.78,23.01,20.25,14.34,16.02,14.79,12.1,10.35,4.58,37.71,21.45,56.04,35.76,23.48,28.23,50.36,16.54,25.73,37.31
2012-02-15,65368,7.92,10.77,23.07,22.51,33.27,12.38,23.05,20.42,14,16.83,15.26,12.57,10.54,4.7,38.65,21.38,58.88,36.26,23.27,29.02,52.66,16.8,25.83,36.65
2012-02-16,66142,8.08,10.79,23.7,22.75,33.95,12.19,23.35,20.77,13.97,17.39,15.63,12.56,10.58,4.83,39.49,21.38,60.43,36.61,24.05,29.15,53.98,16.9,25.99,36.79
2012-02-17,66204,8.28,10.83,23.07,22.67,34.98,12.31,23.7,20.97,14.04,17.45,15.67,12.56,10.52,4.84,39.66,21.2,60.19,36.66,23.92,29.2,53.54,19.14,26.04,36.2
2012-02-22,66093,8.17,10.63,23.2,22.58,34.35,12.63,23.44,21.68,14.17,17.08,15.34,12.6,10.83,4.71,39.6,21.38,59.63,36.73,23.92,29.9,52.9,19.04,26.23,36.26
2012-02-23,65820,8.18,10.06,22.99,22.36,33.82,12.14,23.4,21.84,14.09,16.85,15.04,12.49,10.63,4.62,39.49,21.34,58.8,36.38,23.92,29.96,52.56,18.74,25.86,36.98
2012-02-24,65943,8.39,10.21,22.66,22.37,33.96,12.14,23.64,21.89,14.11,16.75,15.35,12.47,10.56,4.63,40.24,21.4,59.11,36.59,24.48,30.18,51.43,19.01,25.7,37.18
2012-02-27,65241,8.47,10.24,22.38,22.27,34.49,12.07,23.64,22.1,14,16.21,14.97,12.24,10.65,4.61,39.93,21.38,58.24,36.06,24.1,29.76,49.96,18.91,25.88,36.78
2012-02-28,65959,8.53,9.94,22.84,22.86,34.43,12.19,23.6,22.43,14.09,16.45,15.01,12.09,10.75,4.61,40.45,21.81,59.55,35.85,24.2,30.04,52.07,18.85,25.87,37.17
2012-02-29,65812,8.63,9.77,22.91,23.16,34.93,12.16,23.8,22.78,14.05,16.12,15.12,12.29,10.84,4.29,40.98,21.58,60.78,36.78,24.25,29.46,50.36,19.24,25.94,36.72
2012-03-01,66810,9.1,9.87,23.26,23.39,34.84,12.4,23.95,23.28,14.25,16.94,15.04,12.38,10.89,4.36,40.08,21.49,60.62,37.92,24.72,30.42,50.5,19.28,26.24,37.14
2012-03-02,67782,9.25,9.96,23.7,23.74,34.32,12.33,23.95,23.98,14.62,17.61,15.28,12.47,10.99,4.53,41.3,21.46,59.79,37.63,25.09,30.39,54.03,19.81,26.25,37.48
2012-03-05,66964,9.17,9.89,23.74,23.44,34.05,12.08,24.32,24.57,14.46,17.72,15.37,12.29,11.09,4.55,41.93,21.56,59.5,37.15,24.36,29.95,52.02,19.71,26.84,36.38
2012-03-06,65114,9.16,9.74,23.32,22.87,33.66,12.4,24.59,24.1,14.03,17.01,15.04,11.87,11.05,4.42,41.61,21.25,59.45,37.01,23.43,29.25,50.06,19.4,27.6,34.62
2012-03-07,66017,9.41,9.76,23.66,23.5,34.27,12.69,24.13,24.09,13.98,17.79,15.19,12.01,11,4.58,42.55,21.1,60.75,38.01,23.63,29.51,53.59,19.55,27.73,34.57
2012-03-08,66908,9.55,9.51,23.72,24.03,35.12,12.97,24.34,24.37,14.17,18.05,14.94,12.27,10.69,4.67,43.91,20.87,62.28,38.03,23.66,31.02,57.4,19.69,27.32,34.7
2012-03-09,66704,9.85,9.6,23.81,24.39,35.51,12.79,25.06,24.86,14.39,17.21,14.81,12.49,10.94,4.68,43.23,21.1,61.59,37.56,23.46,31.25,55.25,19.67,27.84,34.66
2012-03-12,66385,9.93,9.46,23.91,24.18,36,12.64,25.2,25.32,14.29,17.45,14.83,12.67,10.99,4.68,42.73,20.95,60.94,37.19,23.28,31.35,54.61,19.62,28.28,34.25
2012-03-13,68394,10.09,9.69,24.53,24.61,36.48,12.73,25.18,25.35,14.88,18.13,15.13,12.86,11.24,4.8,43.48,21.54,61.63,38.23,24.2,31.6,56.72,20.17,27.89,36.01
2012-03-14,68257,10.04,9.71,24.03,24.51,37.16,12.74,25.05,25.35,15.32,17.52,14.83,13.29,11.36,4.8,43.26,21.48,61.36,38.15,24.31,31.38,54.81,20.19,27.78,35.67
2012-03-15,67749,9.94,9.7,23.7,24.48,37.21,12.76,24.73,24.81,15.44,16.98,14.18,13.25,11.1,4.67,42.68,21.38,59.5,37.8,23.68,30.93,53.34,20.24,28.3,36.01
2012-03-16,67684,9.82,9.62,23.93,24.65,36.73,12.85,24.58,24.45,15.59,16.48,14.49,13.28,10.82,4.6,42.01,21.16,59.24,36.53,23.77,31.69,51.78,19.8,27.71,36.23
2012-03-19,67730,9.82,9.59,23.81,24.34,37.14,12.94,24.38,24.45,15.59,16.45,14.36,13.27,10.82,4.6,42.22,21.16,59.24,36.53,23.82,31.69,51.78,19.8,27.71,36.23
2012-03-20,67296,10.04,9.4,23.75,24.04,36.24,12.89,24.08,24.6,15.44,17,14.28,13.1,10.9,4.52,42.1,21.78,58.87,35.83,23.59,31.29,51.68,20.02,27.92,35.93
2012-03-21,66860,10.07,9.42,23.32,24,35.79,13.2,24.3,24.25,14.87,16.89,14.01,13.63,10.84,4.44,41.39,21.29,58,35.9,23.46,31.2,50.41,20.01,28.09,35.79
2012-03-22,65828,10.16,9.33,22.57,24.04,35.56,13.14,24.08,24.49,14.44,16.29,13.96,13.52,10.74,4.32,41.22,21.33,58.26,36.58,23.08,30.09,49.43,20.2,28.05,35.05
2012-03-23,65813,10.16,9.18,22.15,24.41,34.93,13.11,23.93,24.38,14.55,16.21,14.11,13.6,10.79,4.31,41.72,21.17,60.05,36.98,23.15,29.99,49.67,19.96,28.04,35.04
2012-03-26,66685,10.62,9.35,22.7,24.52,36.08,13.42,24.15,25.26,14.68,16.55,14.11,13.98,10.91,4.33,43.83,21.29,61.4,37.9,23.68,30.88,51.14,20.39,27.86,35.51
2012-03-27,66037,10.43,9.33,22.64,24.09,36.14,13.73,24.21,25.23,14.35,15.91,14.21,13.89,10.84,4.26,43.08,21.28,60.89,37.97,23.37,31.2,50.21,20.4,28.18,35.76
2012-03-28,65079,10.01,9.25,22.31,24,36.05,13.29,23.96,25.08,13.92,15.73,14.24,13.82,10.72,4.09,42.47,20.98,59.22,36.46,22.91,31.17,50.55,20.59,28.05,35.08
2012-03-29,64872,10.05,9.06,21.84,23.78,36.19,13.14,23.83,24.79,13.91,15.61,13.98,13.92,10.63,4,41.44,20.85,58.68,36.87,22.91,31.25,49.92,20.62,27.92,35.55
2012-03-30,64511,10,8.88,21.5,23.76,35.02,13.1,23.61,25.26,13.81,15.03,13.87,14.05,10.81,3.86,41.84,20.59,58.29,36.06,23.04,31.2,48.25,20.66,27.94,36.17
2012-04-02,65216,10.2,9.25,21.42,23.74,35.03,13.57,24.41,25.26,14.08,15.03,14.07,14.11,10.88,3.7,42.28,20.55,59.24,36.46,23.07,31.76,47.18,21.85,28.69,37.11
2012-04-03,64284,10.12,9.11,21.31,23.54,34.83,13.73,23.89,25.13,13.77,15.08,13.51,14.01,10.96,3.7,42.78,20.47,59.37,36.82,22.39,32.37,46.98,21.21,27.69,36.27
2012-04-04,63529,10.01,8.86,20.05,22.76,34.25,13.73,23.77,25.17,13.5,15.81,13.6,14.69,10.88,3.81,42.79,20.15,59.12,36.55,21.8,31.96,48.3,20.68,27.19,35.56
2012-04-05,63691,9.94,9.08,19.99,22.74,34.06,13.87,24.23,25.03,13.54,16.1,13.34,14.83,10.94,3.71,42.81,20.45,59.67,36.55,21.86,31.78,49.67,21.14,27.32,35.47
2012-04-09,62923,9.93,9.19,19.95,22.54,33.95,13.5,23.99,24.72,13.44,15.48,13.09,14.73,10.94,3.68,42.09,20.47,58.52,36.33,21.4,31.46,47.62,20.97,27.4,35.09
2012-04-10,61738,10.04,9.13,20.08,22.55,33.71,13.29,24.17,24.48,13.27,15.03,12.86,14.69,10.9,3.68,39.74,20.14,55.27,37.7,21.01,31.48,45.41,20.49,27.8,34.77
2012-04-11,61293,10.27,8.93,20.38,22.62,33.37,13.26,23.48,24.34,13.28,14.71,12.73,15.2,11.73,3.57,39.75,19.37,54.34,37.98,21.19,30.85,44.29,20.32,27.89,34.77
2012-04-12,63058,10.32,9,20.86,23.18,33.34,13.38,23.14,24.54,13.64,15.18,13.04,15.36,11.54,3.57,39.21,19.35,54.42,39.56,21.82,29.99,45.02,20.73,28.43,36.98
2012-04-13,62106,10.36,8.83,20.3,22.71,32.93,13.35,23.04,24.68,13.39,14.7,12.8,15.31,11.22,3.6,39.59,19.35,54.38,38.15,21.27,29.44,44.48,20.51,28.26,36.93
2012-04-16,61955,10.36,9.13,19.81,22.69,33.17,13.56,22.77,24.81,13.28,15.16,12.67,15.43,11.34,3.58,40.15,19.27,54.85,39.06,21.21,29.53,44.63,20.58,28.18,36.44
2012-04-17,62699,10.48,9.33,19.37,22.71,33.87,13.76,22.7,25.74,13.57,16.02,13.63,15.4,11.23,3.66,41.08,19.37,57.26,40.15,21.2,31.02,46.25,20.39,27.92,37.22
2012-04-18,63010,10.83,9.29,19.69,22.57,33.32,13.53,22.77,25.67,13.85,16.28,13.22,15.56,11.45,3.67,41.24,19.58,57.17,39.69,21.54,31.71,44.78,20.77,27.71,37.6
2012-04-19,62618,10.8,9.28,19.75,22.35,33.87,13.52,22.66,26.16,13.62,16.34,13.01,15.87,11.31,3.59,41.17,19.73,56.43,39.68,21.18,31.8,44.34,20.94,27.95,37.33
2012-04-20,62494,10.95,9.18,19.97,22.22,34,13.39,22.6,26.43,13.52,15.54,12.83,15.51,11.23,3.47,40.95,19.93,56.14,39.97,21.22,31.27,43.26,21.15,28.1,37.24
