"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","BRML3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","DTEX3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","HGTX3.SA","ITSA4.SA","JBSS3.SA","LIGT3.SA","LREN3.SA","MRFG3.SA","MRVE3.SA","NATU3.SA","PDGR3.SA","PETR3.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","VALE3.SA"
2011-06-16,60881,5.59,12.71,21.99,22.29,24.03,17.22,8.75,18.02,15.83,19.64,15.26,13.96,11.18,16.64,28.29,11.92,9.81,7.01,6.9,30.79,8.26,4.89,22.4,53.18,13.98,11.94,33.43,7.36,24.41,2.99,25.06,62.79,12.17,9.95,21.74,39.66
2011-06-17,61060,5.68,12.86,21.99,22.4,24.19,17.65,9.05,18.27,16.09,20,15.27,13.91,11.1,16.95,28.21,12.06,9.88,6.96,6.91,30.05,8.21,5.04,22.71,52.43,13.99,12.15,33.29,7.52,24.22,2.95,24.51,63.62,11.98,10,21.58,39.46
2011-06-21,61424,5.86,12.97,21.99,22.27,25.2,17.22,8.96,18.52,16.9,20,15.12,13.82,11.5,16.75,28.23,11.44,9.92,7.15,6.86,30.97,8.21,5.19,22.56,54.95,14.27,11.97,34.76,7.38,24.29,3.04,25.48,63.37,12.31,10.05,22.15,40.44
2011-06-22,61194,5.8,12.66,22.16,22.31,25.23,17.13,8.89,18.23,17.21,19.97,14.91,13.81,11.21,16.57,28.1,11.49,9.81,7.04,6.73,31.59,8.24,5.14,22.59,53.92,14.3,11.5,34.51,7.14,24.25,2.98,25.01,61.17,12.17,9.7,21.58,40.58
2011-06-24,61017,5.82,12.52,21.91,22.38,25.2,16.89,8.97,18.27,16.75,19.68,14.88,13.82,11.44,16.46,28.53,11.42,9.83,6.84,6.67,31.5,8.22,4.99,22.79,53.45,14.3,11.76,33.54,7.26,23.77,3.02,24.83,62,12.32,9.62,22.4,40.85
2011-06-27,61217,5.84,12.67,21.81,22.48,25.35,16.62,9.03,18.02,17.21,19.56,14.92,14.33,11.7,16.62,28.12,11.54,10,6.94,6.71,30.97,8.24,5.01,23.02,54.48,14.35,12.04,34.08,7.37,23.99,3.02,25.38,63.08,12.38,9.28,22.39,40.55
2011-06-28,62303,5.93,13.01,22.29,22.88,25.44,16.65,9.14,18.44,17.63,19.93,15.15,14.4,12.11,16.63,28.4,11.46,9.74,7.22,6.86,31.56,8.47,5.08,23.18,56.7,14.52,12.03,34.68,7.54,24.39,3.04,26.31,64.79,12.43,9.62,22.38,41.04
2011-06-29,62334,6,12.81,22.61,22.99,25.93,16.87,9.08,18.41,17.26,19.97,15.44,14.24,11.91,16.83,28.19,11.2,9.84,7.13,6.8,31.29,8.52,5.13,23.1,56.11,14.7,11.76,34.42,7.37,24.29,3.03,25.94,63.18,12.4,9.39,22.27,41.07
2011-06-30,62404,5.95,12.89,22.76,23.16,25.78,16.94,8.9,18.48,17.14,20.05,15.39,13.84,11.55,16.91,28.03,11.35,9.71,6.83,6.67,31.85,8.57,5.27,22.84,55.31,15.4,11.46,33.81,7.23,24.76,3.04,25.85,62.44,12.16,9.32,22.56,41.36
2011-07-01,63394,5.95,12.57,22.86,23.18,25.88,17.08,8.98,18.23,17.47,19.89,15.46,14.17,11.71,16.88,28.59,11.38,9.71,6.85,6.7,31.85,8.59,5.3,22.64,56.38,15.79,11.98,34.77,7.4,24.81,3.03,26.14,63.32,12.35,9.32,21.9,43.2
2011-07-04,63891,5.98,12.52,23.11,23.32,25.83,16.8,9,18.48,17.73,19.72,15.68,14.28,11.54,16.79,29.76,11.49,9.71,6.93,6.69,31.85,8.63,5.46,22.62,56.94,15.7,11.9,35.63,7.42,24.76,3.02,25.89,64.4,12.43,9.4,21.99,43.75
2011-07-05,63039,6.02,12.71,23,23.35,25.78,16.83,8.94,18.48,17.77,19.49,15.52,14,11.23,16.48,29.76,11.42,9.62,6.7,6.59,31.63,8.61,5.33,22.78,55.92,15.45,11.45,34.33,7.19,24.54,3,25.23,61.47,12.57,9.32,22.39,42.87
2011-07-06,62565,6.05,12.84,22.8,23.01,24.83,16.46,8.85,18.44,17.61,19.38,15.32,13.63,11.32,16.38,29.39,11.47,9.45,6.65,6.45,30.68,8.51,5.26,22.56,55.61,15.15,11.19,33.3,7.07,24.49,3.02,24.92,60.44,12.3,9,22.31,42.73
2011-07-07,62207,6,12.76,22.19,22.65,24.91,16.37,8.69,18.06,17.26,18.95,15.6,13.59,11.1,16.21,29.96,11.2,9.6,6.69,6.43,29.9,8.31,5.15,22.08,53.92,15.15,10.83,32.17,7,24.59,3.02,25.52,60.93,12.47,9.2,22.36,43
2011-07-08,61513,5.89,12.71,21.58,22.45,24.49,16.56,8.62,18.3,17.09,19.23,15.24,13.33,10.8,16.02,29.79,11.16,9.85,6.68,6.27,29.37,8.16,5.21,22.25,52.8,15.15,10.45,32.32,6.91,24.46,3.01,24.74,59.51,12.17,9.05,22.36,42.71
2011-07-11,60224,5.8,12.55,20.97,21.82,24.76,16.75,8.79,18.5,17.11,19.25,14.7,13.04,10.4,15.6,29.39,10.86,9.79,6.59,6.01,29.75,7.85,5.04,22.06,52.44,15.15,9.97,32.26,6.66,24.06,2.92,24.18,57.26,12.22,8.85,22.11,42.34
2011-07-12,59705,5.68,12.15,21.01,21.36,25.3,16.84,8.68,18.48,17,19.67,14.36,12.84,10.4,15.67,30.11,10.82,9.85,6.5,6.04,29.9,7.69,4.9,22.01,53.63,15.15,9.89,32.78,6.67,24.06,2.87,24.29,56.33,12.12,8.78,21.78,42.37
2011-07-13,60670,5.69,12.72,21.5,21.75,27.78,17.08,8.94,18.88,17.34,19.78,14.63,13.64,10.36,15.74,30.25,10.96,10.01,6.62,6.19,30.52,7.7,5.24,21.94,54.6,15.25,10.3,32.34,6.9,24.34,2.93,24.43,59.41,12.27,8.88,21.86,42.9
2011-07-14,59679,5.68,12.27,21.12,21.28,28.89,16.64,8.95,18.6,17.48,19.71,14.19,13.58,10.02,15.76,30.25,10.87,9.95,6.59,6.05,30.17,7.52,5.29,22.4,53.78,15.25,9.82,31.56,6.59,23.87,2.86,24.18,56.42,12.01,8.58,22.07,42.31
2011-07-15,59478,5.61,12,20.95,21.11,28.7,16.37,8.75,18.45,17.14,19.63,13.86,13.57,10.17,15.7,30.05,10.8,9.91,6.56,6,29.02,7.5,5.43,22.37,52.52,15.35,9.92,31.32,6.6,23.94,2.78,23.48,56.18,12.09,8.56,21.42,42.29
2011-07-19,59082,5.68,12.06,20.85,20.85,27.72,16.37,8.73,18.15,17.19,19.14,13.77,13.48,10.25,15.38,30.11,10.46,9.83,6.38,6.08,26.71,7.6,5.08,22.79,49.6,15.3,9.87,32.17,6.61,23.59,2.71,23.22,56.28,12.17,8.6,21.51,42.51
2011-07-20,59120,5.64,11.78,21.28,21.2,28.09,16.61,8.58,18.35,17.21,19.37,13.56,13.84,10.05,15.25,30.01,10.68,9.68,6.44,6.37,28.23,7.6,4.98,22.56,51.41,15.35,9.87,31.74,6.71,23.41,2.78,22.98,56.52,12.32,8.49,21.16,42.51
2011-07-21,60263,5.63,11.86,21.8,21.54,28.65,17.08,8.54,18.23,17.3,19.97,13.84,14.36,10.41,15.4,30.06,10.79,9.68,6.7,6.82,28.97,7.75,5.1,22.32,52.69,15.8,10.48,30.4,7.11,24.01,2.87,24.36,60.34,12.3,8.96,20.92,42.63
2011-07-22,60270,5.64,12.01,22,21.5,28.65,17.03,8.7,18.36,17.26,19.94,13.64,14.69,10.38,15.53,30.07,10.83,9.8,6.78,6.92,29.28,7.75,5.1,22.25,53.22,15.43,10.89,29.91,7.15,24.06,2.9,24.47,61.66,12.4,9.08,21.49,42.77
2011-07-25,59971,5.52,11.79,21.54,21.33,28.29,17.14,8.58,18.24,17.17,20.05,13.4,14.49,10.14,15.42,29.84,10.58,9.66,6.78,6.6,28.86,7.59,5.01,22.63,52.93,15.14,10.91,29.74,7.11,24.56,2.85,24.76,60.05,12.34,8.87,20.98,42.76
2011-07-26,59340,5.37,11.48,21.09,21.2,28.8,17.22,8.66,18.21,17.21,19.3,13.08,14.08,10.21,15.04,29.7,10.45,9.69,6.54,6.61,28.89,7.49,4.9,22.66,51.75,15.45,10.39,30.26,6.77,24.89,2.82,24.09,57.75,12.35,8.91,21.51,42.69
2011-07-27,58288,5.31,11.1,20.6,21.02,28.41,16.8,8.66,18.02,16.18,18.66,13.04,13.51,9.96,14.73,29.8,10.12,9.59,6.37,6.44,28.24,7.33,4.67,22.5,50.48,15.22,10.26,30.25,6.45,24.86,2.74,22.97,55.54,12.04,8.46,21.24,42.36
2011-07-28,58708,5.41,10.96,20.93,21.41,28.94,17.05,8.77,18.2,16.65,19.13,13.06,13.71,10.01,14.73,30.22,9.97,9.92,6.5,6.45,29.06,7.33,4.6,21.93,51.13,15.22,10.08,30.82,6.59,24.59,2.72,23.35,55.74,12.09,8.34,21.45,42.75
2011-07-29,58823,5.23,11.16,21.38,21.6,28.5,16.83,8.87,18.08,16.42,19.56,13.32,14.01,9.92,15.02,30.01,10.67,10.01,6.37,6.75,29.55,7.33,4.49,21.71,50.96,15.01,10.48,30.96,6.72,24.53,2.65,24.76,55.35,12.09,8.39,21.19,41.9
2011-08-01,58536,5.23,10.8,21.48,21.57,28.55,16.76,8.81,18.15,16.15,19.31,12.67,13.77,9.62,14.81,30.12,10.58,9.81,6.42,6.54,28.84,7.38,4.52,21.4,51.42,15.17,10.08,31.84,6.55,24.67,2.7,22.74,56.52,11.99,8.45,22.06,41.95
2011-08-02,57311,5.33,10.5,20.77,20.81,27.97,16.67,8.81,18.2,15.7,18.79,12.45,13.49,9.57,14.85,29.96,10.45,9.77,6.37,6.47,27.95,6.99,4.33,21,49.75,15.1,9.72,30.7,6.38,24.15,2.63,22.41,54.81,11.83,8.18,21.41,41.08
2011-08-03,56017,5.28,10.21,20.52,20.45,28.02,16.75,8.64,18.28,15.77,18.66,12.48,13.45,9.18,14.5,29.3,10.39,9.73,6.24,6.36,27.37,6.88,4.15,21,47.78,15,9.48,30.16,6.33,23.3,2.53,21.37,54.08,11.6,7.78,21.53,40
2011-08-04,52811,5.15,9.77,19.51,19.91,26.56,15.71,8.29,17.9,15.15,17.68,11.47,12.48,8.48,13.85,28.12,9.49,9.55,5.96,5.93,26.09,6.63,4.17,20.13,44.62,13,8.77,29.63,5.76,21.67,2.43,21.08,49.57,11.46,7.5,21.2,37.69
2011-08-05,52949,5.23,9.82,19.5,20.34,27.48,15.37,8.37,17.4,15.31,18.02,11.62,12.75,8.81,13.79,28.56,9.3,9.46,5.77,6.13,26.4,6.66,4.14,20.12,44.81,12,9.08,29.23,5.68,21.25,2.46,21.77,51.63,11.23,7.73,21.6,36.77
2011-08-08,48668,5.12,9.03,18.4,18.53,25.68,14.23,8.03,16.57,14.51,16.28,10.27,11.97,8.26,12.75,27.03,8.14,9.08,5.21,5.68,24.84,5.93,3.93,18.98,41.83,9.02,8.72,28.44,5.22,19.58,2.26,20.75,48.94,10.2,6.98,20.34,33.27
2011-08-09,51151,5.16,9.23,19.7,19.35,27.14,14.99,8.27,17.15,14.91,16.83,10.99,13.31,8.22,12.92,27.65,8.63,9.23,5.59,6.01,26.62,6.33,4.02,19.59,46.52,8.99,9.56,29.61,5.92,20.12,2.39,21.59,53.39,10.73,7.02,20.43,34.98
2011-08-10,51395,5.17,8.87,19.35,19.39,27.43,16.2,8.16,16.61,14.72,17.11,10.83,13.29,8.37,12.75,27.42,8.86,9.23,5.34,6.15,27.51,6.21,4.02,19.45,48.62,8.45,9.75,30.07,5.76,20.66,2.41,22.42,51.97,10.68,7.11,21,35.01
2011-08-11,53343,5.44,8.98,19.73,19.83,28.16,16.33,8.04,16.57,15.51,17.77,11.74,13.64,8.65,13.15,25.92,8.86,9.09,5.73,6.6,28.04,6.43,4.14,19.45,49.98,8.42,10.32,31.39,6.17,21.32,2.62,23.02,55.54,10.99,7.16,21.06,36.52
2011-08-12,53473,5.52,8.74,19.83,19.68,28.41,15.94,8.44,16.25,14.88,18.39,12.03,12.87,8.39,12.92,24.56,8.94,9.21,5.62,6.2,27.86,6.53,4.07,19.06,48.36,8.66,10.22,31.73,5.99,21.18,2.56,22.23,52.17,10.85,6.98,20.66,35.59
2011-08-16,54324,5.79,8.85,20.31,19.87,29.09,16.23,8.43,17.16,15.68,19.35,11.93,13.03,8.78,13.75,25.99,9.04,9.47,5.69,6.39,29.41,6.64,4.04,19.34,51.33,8.84,10.48,32.72,6.13,21.72,2.54,23.16,54.32,11.25,7.31,20.83,36
2011-08-17,55073,5.79,8.79,21.03,20.17,29.2,16.68,8.63,17.59,15.71,19.73,11.93,13.22,8.75,13.67,25.74,8.92,9.55,5.59,6.53,29.28,6.85,4.07,19.72,51.67,9.1,10.7,32.64,6.19,21.79,2.54,22.93,55.89,11.46,7.41,21.24,36.61
2011-08-18,53134,5.76,8.44,20.48,19.44,28.36,16.37,8.72,17.46,16.11,19.17,11.59,12.52,8.71,13.47,25.3,8.58,9.55,5.5,6.27,29.62,6.51,4.05,19.45,50.79,8.37,9.99,31.6,5.78,20.94,2.47,22.51,52.17,10.99,7.19,21.11,34.77
2011-08-19,52448,5.82,8.64,20.56,19.03,28.12,16.2,8.87,17,16.17,19,11.27,12.78,8.12,13.19,24.69,8.51,9.34,5.43,6.22,29.72,6.36,4.14,18.9,51.13,8.2,10.21,31.09,5.71,20.6,2.43,22.34,52.51,10.73,6.98,20.92,34.27
2011-08-22,52440,5.85,8.15,20.47,19.12,28.55,16.13,8.72,16.82,16.19,18.78,11.13,12.79,8.28,13.44,24.65,8.62,9.31,5.27,6.41,30.08,6.2,4.03,19.56,51.13,7.72,10.32,30.55,5.66,20.26,2.46,22.65,52.12,10.73,6.98,21,34.22
2011-08-23,53787,5.95,8.32,21.02,19.31,29.05,16.32,8.78,17.07,16.69,19.43,11.83,13.31,8.5,12.95,24.82,8.92,9.5,5.44,6.54,30.88,6.27,4.08,19.76,53.69,7.73,10.64,32.79,5.55,20.85,2.52,22.74,54.32,10.99,7.12,20.83,35.35
2011-08-24,53796,6.01,8.15,21.09,19.43,28.93,16.14,8.93,17.11,16.65,19.35,11.95,12.97,8.57,12.83,24.49,8.96,9.33,5.45,6.44,30.12,6.3,4.04,19.37,52.52,7.7,10.61,33.3,5.71,20.94,2.54,22.47,53.49,11.06,7.07,20.73,35.58
2011-08-25,52953,5.98,8.01,20.98,19.25,28.97,15.97,8.77,16.71,16.55,18.77,11.63,12.58,8.32,12.9,24.26,8.72,9.33,5.37,6.33,29.57,6.33,3.95,19.45,52.8,7.45,10.17,33.78,5.48,20.57,2.52,22.05,52.66,11.4,7.19,20.76,35.19
2011-08-26,53351,5.87,8.28,20.85,19.13,28.91,15.9,8.89,17.08,16.29,19.45,11.71,12.49,8.32,12.87,24.6,8.77,9.36,5.38,6.34,29.15,6.42,3.93,19.95,52.06,7.36,10.25,34.28,5.5,20.58,2.5,22.51,53.29,11.11,7.21,20.92,35.78
2011-08-29,54861,6.01,8.39,21.31,19.61,29.19,16.27,9,17.33,16.72,19.74,12.22,13.39,8.52,13.05,24.78,9.09,9.47,5.68,6.55,30.7,6.64,4.05,20.38,54.15,7.68,10.96,32.95,5.94,21.32,2.58,23.81,56.28,11.51,7.46,21.35,36.69
2011-08-30,55385,6.09,8.78,21.48,19.89,29.38,16.09,10.22,17.44,16.9,19.4,12.38,13.83,8.74,13.02,24.55,9.37,9.55,5.89,6.67,30.39,6.68,4,20.92,53.82,7.66,11.42,33.59,6.21,21.32,2.66,24.5,58.33,11.54,7.46,21.35,36.77
2011-08-31,56495,6.3,9.06,21.9,20.47,30.29,16.84,10.63,17.85,17.59,19.94,12.67,14.04,9.34,13.19,24.63,9.63,9.87,6.01,6.68,31.22,6.85,4.19,21.31,55.64,7.69,11.85,33.71,6.44,21.65,2.65,25.64,59.7,12.04,7.47,21.6,37.44
2011-09-01,58118,6.32,9.49,23.24,21.82,30.79,18.24,10.96,17.89,17.3,20.31,12.75,14.8,9.98,13.19,25.43,9.63,9.86,6.35,7.18,31.68,7.23,4.3,21.55,58.33,8.2,12.55,34.4,6.91,21.86,2.77,26.4,64.16,11.88,7.82,21.98,37.67
2011-09-02,56532,6.23,8.84,22.64,20.97,30.26,18.4,10.66,17.59,17.45,19.98,12.24,14.25,9.72,13.01,25.52,9.42,9.68,5.98,6.9,31.37,7.05,4.16,21,56.1,8.33,11.85,32.9,6.59,21.2,2.71,25.75,59.7,11.77,7.63,22.14,37.12
2011-09-05,54998,6.09,8.69,21.87,20.33,29.67,18,10.23,17.58,16.94,19.85,11.84,13.71,9.27,12.98,25.65,9.01,9.79,5.71,6.54,30.7,6.79,4.04,21,53.17,8.5,11.32,33.08,6.22,20.71,2.63,25.11,57.45,11.24,7.35,21.9,36.27
2011-09-06,56607,6.09,9.11,22.23,21.02,30.55,18.51,10.59,17.94,17.2,19.94,12.47,14.19,9.55,13.56,26.26,9.61,10.01,5.97,7,31.55,6.96,4.12,21.55,56.24,8.55,11.96,33.66,6.51,21.24,2.67,25.77,59.85,11.83,7.46,22.46,37.29
2011-09-08,57624,6.09,9.12,22.72,21.33,30.94,19.29,10.82,17.96,17.49,20.69,12.67,14.52,9.79,13.4,26.26,9.75,10.16,6.14,7.06,32.56,7.03,4.17,21.55,58.57,8.45,12.26,33.78,6.82,21.51,2.67,26.77,61.32,12.01,7.76,22.63,38.11
2011-09-09,55778,6.09,8.97,21.81,20.51,30.65,19,10.76,17.79,16.85,20.77,12.21,13.59,9.39,13.17,25.83,9.38,9.83,5.8,6.57,31.06,6.81,4.09,21.2,55.5,8.18,11.4,32.1,6.36,20.78,2.64,26.08,57.16,11.69,7.51,22.46,37.53
2011-09-12,55685,6.13,8.82,21.4,20.21,30.45,19.3,10.46,17.93,16.84,20.77,12.36,13.2,9.22,13.22,25.83,9.73,9.93,5.85,6.6,30.42,6.69,4.04,21.36,56.24,8.3,11.19,32.99,6.22,21,2.63,25.24,56.38,11.71,8.01,22.5,37.74
2011-09-13,55544,6.16,8.78,21.31,20.24,31.17,18.42,10.3,17.64,16.84,20.27,12.28,13.13,9.12,13.26,25.74,10.06,9.89,5.64,6.37,29.1,6.61,4.04,21.2,52.87,8.4,10.88,32.48,6.09,21.04,2.62,24.97,54.61,11.59,7.97,22.46,38.03
2011-09-14,56286,6.22,8.69,21.35,20.36,31.4,18.52,10.5,17.93,16.94,20.92,12.57,13.02,9.18,13.31,25.91,10.56,9.94,5.51,6.37,29.2,6.72,4.08,21.62,52.03,8.37,10.86,32.46,5.94,21.32,2.62,24.99,55.35,11.8,8.11,22.62,38.49
2011-09-15,56381,6.24,8.63,21.48,20.49,31.39,18.27,10.29,17.84,16.86,20.95,12.63,12.98,8.93,13.17,25.87,10.7,10.06,5.51,6.42,28.84,6.83,4.09,21.7,52.06,7.92,10.72,31.06,5.86,21.35,2.7,24.64,54.56,11.81,8.24,22.39,38.91
2011-09-16,57210,6.34,8.88,21.81,20.79,31.66,18.51,10.23,18.28,17.23,21.11,13.16,13.24,9.18,14.28,26.04,10.78,10.13,5.7,6.47,28.88,6.88,4.16,21.7,52.98,7.87,10.82,31.04,5.9,21.33,2.84,24.87,55.84,12.25,8.43,22.67,39.11
2011-09-19,57103,6.38,8.8,21.45,20.7,32.06,18.09,10.21,18.23,17.43,21.27,13.44,12.79,9.27,14.13,26.04,11.01,10,5.5,6.2,29.29,6.88,4.12,21.31,50.85,7.7,10.46,30.38,5.69,21.61,2.83,25.34,52.95,12.3,8.67,22.41,39.65
2011-09-20,56379,6.41,8.65,21.07,20.63,31.37,18.38,10.14,18.49,17.27,21.26,13.12,12,8.8,14.02,26.08,10.8,10.2,5.2,5.83,28.23,6.84,4.05,21.66,50.85,7.18,9.82,28.56,5.3,21.37,2.73,24.91,49.62,12.17,8.3,23.22,40.05
2011-09-21,55982,6.4,8.56,20.58,20.62,31.37,17.66,10.19,18.71,17.26,20.85,12.92,11.82,8.46,14.22,26.5,11.38,10.05,4.99,5.62,27.89,6.82,4.01,21.78,48.53,6.9,9.4,28.39,5.13,21.4,2.75,24.78,48.2,12.04,8.13,23.49,39.38
2011-09-22,53280,6.24,8.19,19.8,19.57,29.24,17.08,10.03,17.98,16.75,19.85,12.04,11.12,8.06,13.3,25.83,10.81,9.85,4.7,5.25,25.67,6.51,3.76,20.97,44.58,6.29,8.84,27.87,4.97,20.19,2.62,23.16,45.51,11.8,7.49,22.4,37.29
2011-09-23,53230,6.27,8.49,19.59,19.21,30.01,17.59,9.94,17.91,16.32,19.89,11.98,11.35,7.95,12.95,25.56,10.92,9.82,4.86,5.34,27.28,6.48,3.81,20.54,48.34,6.51,9.28,28.83,5.19,19.81,2.74,23.19,46.15,11.37,7.37,22.24,37.02
2011-09-27,53920,6.19,8.42,20.23,19.79,30.21,17.74,10.37,17.86,16.71,20.61,12.03,11.35,7.93,13.09,25.71,11.17,9.81,4.79,5.34,29.12,6.83,3.77,20.23,49.27,6.06,9.1,29.31,5.22,20.25,2.86,24.28,46.34,11.42,7.21,22.63,36.96
2011-09-28,53270,6.29,8.4,20.17,19.78,30.45,17.75,10.21,17.76,16.52,20.52,11.99,11.17,7.65,12.95,25.43,11.13,9.82,4.7,5.12,28.31,6.79,3.72,19.52,48.53,5.94,8.92,28.74,4.98,20.01,2.89,24,45.32,11.43,7.02,22.37,36.76
2011-09-29,53385,6.3,8.33,20.4,19.92,31.17,18.32,10.5,17.91,16.74,20.61,12.05,11.27,7.76,12.91,25.3,11.31,9.6,4.79,5.17,29.06,6.83,3.81,19.87,48.62,5.74,9.06,28.54,5.24,19.92,3.03,23.58,45.61,11.21,7.11,22.19,36.53
2011-09-30,52324,6.37,8.37,20.36,19.87,31.31,18.23,10.84,17.74,16.75,20,11.84,10.9,7.53,13.11,24.92,11.28,9.81,4.64,4.82,27.87,6.81,3.56,19.24,47.09,6.13,8.52,28.3,5.04,19.72,2.99,23.07,42.97,11.43,6.9,22.28,35.64
2011-10-03,50792,6.68,8.1,19.62,19.31,30.6,17.64,10.73,17.8,16.29,19.19,11.16,10.44,7.2,12.91,25.06,11.01,9.71,4.53,4.55,26.71,6.68,3.49,18.72,46.33,6.04,8.05,27.34,4.82,18.92,2.95,22.84,40.91,11.26,6.49,22.82,34.58
2011-10-04,50686,6.61,7.86,19.31,19.5,30.3,16.89,10.6,17.3,16.74,19.56,10.94,10.61,7.08,12.57,25.29,10.75,9.44,4.6,4.76,26.89,6.55,3.46,18.98,46.42,6.5,8.55,27.49,5.02,19,2.84,22.89,43.95,11.57,6.35,21.94,34.27
2011-10-05,51014,6.74,7.86,19.35,19.47,30.17,16.75,10.48,17.43,17.27,19.35,10.96,10.81,7.34,12.5,24.92,10.51,9.52,4.71,4.7,27.55,6.68,3.56,19.11,46.34,6.62,8.59,28.51,5.13,18.68,2.87,23.38,43.51,11.62,6.56,21.94,34.98
2011-10-06,52290,6.7,7.85,19.43,19.76,31.27,17.64,10.43,17.38,17.68,19.73,11.2,11.16,7.57,12.68,25.27,11.02,9.49,4.8,4.71,28.07,6.82,3.6,18.94,48.25,6.6,9.05,28.56,5.37,19.42,2.96,24.05,45.71,11.71,6.62,21.77,35.48
2011-10-07,51244,6.72,7.55,18.85,19.15,31.23,17.41,10.37,17.19,17.71,19.66,11.01,11.05,7.33,12.42,25.11,10.66,9.25,4.74,4.56,27.06,6.7,3.56,18.28,45.55,6.3,8.93,28,5.14,18.77,2.95,23.8,44.48,11.51,6.36,21.77,34.44
2011-10-10,53273,6.79,8,19.81,19.94,31.23,17.84,10.54,17.52,17.84,20.19,11.63,11.64,7.86,13.05,25.62,11.33,9.54,4.82,4.74,28.75,6.99,3.82,19.1,48.81,7,9.35,28.71,5.39,19.49,2.98,24.27,46.93,11.83,6.5,22.07,35.52
2011-10-11,53838,6.82,7.86,19.14,20.11,31.52,17.87,10.49,17.47,17.84,20.46,11.66,11.72,8.04,13.32,25.83,11.19,9.51,4.83,4.81,28.76,7.13,3.92,19.45,49.43,6.95,9.64,28.83,5.58,19.62,3,24.28,47.18,11.75,6.58,22.63,36.04
2011-10-13,54601,6.82,8.34,19.31,20.2,32.74,17.58,10.5,18.04,17.86,20.86,11.7,12.28,7.87,13.3,25.8,11.33,9.47,5.17,5.24,28.27,7.23,4.04,19.68,50.52,7.08,9.59,28.87,5.82,19.85,3.11,23.78,49.43,12.1,6.47,23.22,36.73
2011-10-14,55030,6.79,8.42,19.42,20.33,32.49,17.99,10.44,17.8,17.81,21,11.86,12.6,7.87,13.33,26.01,11.34,9.52,5.18,5.3,28.26,7.29,4.03,19.25,49.84,7.23,9.85,29.24,5.89,20.2,3.11,24.05,50.16,11.98,6.47,23.19,36.79
2011-10-17,53911,6.77,7.91,19.22,20.16,32.88,17.75,10.41,17.72,17.96,20.85,11.25,12.32,7.62,13.43,26.09,11.18,9.65,4.97,5.05,28.93,7.27,3.95,18.92,49.08,7.15,9.5,29.02,5.52,19.76,3.05,23.35,48.79,11.8,6.48,23.27,34.89
2011-10-18,55032,6.98,8.11,19.67,20.59,33.71,17.61,10.54,18.23,18.56,21.32,11.59,12.61,7.68,13.56,26.43,11.52,9.6,5.06,5.3,30.75,7.3,4.13,19.44,51.41,7.41,9.88,30.75,5.63,19.92,3.09,23.9,50.5,12.04,6.57,23.74,35.04
2011-10-19,54966,7.04,7.92,19.75,20.63,33.76,18.03,10.59,18.16,19.21,21.96,11.24,13,7.93,13.39,26.25,11.88,9.52,5.16,5.52,31.28,7.44,4.19,19.6,52.66,7.61,10.12,30.86,5.71,19.76,3.17,23.96,50.99,12.03,6.48,23.14,33.85
2011-10-20,54010,7.01,7.68,19.51,20.56,32.79,17.42,10.47,18.16,18.25,22.11,10.97,12.52,7.5,13.22,26.09,11.58,9.54,4.98,5.23,30.71,7.38,4.11,19.7,49.73,7.4,9.96,30.77,5.54,19.3,3.12,23.76,50.06,11.7,6.55,23.2,33.43
2011-10-21,55255,7.01,7.85,19.91,21.22,33.32,17.79,10.73,18.64,18.37,22.37,11.27,12.94,7.7,13.73,26.43,11.85,9.6,5.1,5.34,31.02,7.45,4.3,19.84,51.4,7.61,10.14,30.7,5.75,19.81,3.11,24.51,51.19,12.08,6.73,23.22,34.19
2011-10-28,59513,6.88,8.47,21.4,22.05,34.58,17.56,10.41,18.58,18.69,22.27,13.16,14.68,8.37,14,27.16,11.59,9.32,5.8,5.87,33.9,7.72,5.38,20.89,49.08,7.8,11.39,29.63,6.59,21.96,3.33,24.42,56.28,11.99,7.1,23.27,37.61
2011-10-31,58338,6.89,8.39,21.23,21.67,34.78,17.6,10.47,18.9,18.65,22.36,12.76,13.97,8.13,13.91,26.96,11.38,9.55,5.54,5.72,34.03,7.68,5.06,20.81,48.4,7.45,10.7,29.54,6.22,21.77,3.3,24.1,53.1,12.32,6.93,23.48,36.86
2011-11-01,57323,6.98,8.33,21.15,21.62,34,17.7,10.46,18.48,18.69,22.36,12.55,13.31,7.69,13.73,27.15,11.2,9.37,5.34,5.43,33.54,7.53,4.64,20.69,47.69,7,10.42,29.8,6.02,21.46,3.38,23.36,50.65,12.17,6.73,23.39,36.51
2011-11-03,58196,6.98,8.53,20.69,21.77,34.33,17.65,10.53,18.92,18.38,22.11,12.76,13.42,7.78,13.74,27.23,10.65,9.45,5.37,5.51,33.54,7.6,4.76,20.96,48.35,7,10.1,30.51,5.96,22.33,3.34,23.39,50.16,12.36,6.74,24.04,37.68
