"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","BRML3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","DTEX3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","HGTX3.SA","ITSA4.SA","JBSS3.SA","LIGT3.SA","LREN3.SA","MRFG3.SA","MRVE3.SA","NATU3.SA","PDGR3.SA","PETR3.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","VALE3.SA"
2008-01-02,62815,0.51,3.39,22.59,21.94,20.47,10.45,3.19,8.8,1.86,16.65,16.7,21.13,8.42,16.79,17.1,18.49,4.47,13.32,13.53,8.41,7.02,5.79,15.41,30.79,15.19,10.67,13.31,9.35,47.89,2.86,16.05,103.8,8.18,23.07,15.85,46.71
2008-01-03,62892,0.51,6.96,22.25,21.67,20.57,10.11,3.11,8.86,1.82,16.93,17.05,20.93,8.35,16.65,17.58,18.86,4.41,13.83,13.5,8.46,6.93,5.7,14.86,30.39,15.2,10.64,13.29,10.08,47.2,2.86,16.71,105.03,8.4,22.94,15.65,46.95
2008-01-04,61037,0.51,7.33,21.99,22.13,19.84,9.66,2.98,8.56,1.74,16.89,16.51,20.5,7.51,16.48,16.95,18.76,4.33,13.36,12.71,8.23,6.9,5.65,14.36,29.96,15.2,10.34,12.64,9.74,44.4,2.88,15.95,103.56,8.24,22.01,15.65,45.26
2008-01-07,60772,0.5,7.26,22.51,22.35,20.47,9.08,3.04,8.55,1.84,17.92,15.97,20.5,7.72,16.69,17.51,18.67,4.47,12.73,13.06,8.28,6.9,5.63,14.06,28.21,15.1,9.98,12.82,9.85,42.87,2.76,15.32,105.49,8.16,21.84,16.7,44.45
2008-01-08,62081,0.5,6.96,22.97,22.85,20.52,9.17,3.15,8.56,1.87,18.8,16.27,21.7,7.79,16.7,17.36,18.72,4.38,11.89,12.78,8.32,6.96,5.49,14.46,27.09,15.15,10.06,12.89,9.74,45.45,2.86,14.87,105.97,8.18,21.68,16.39,45.34
2008-01-09,62674,0.5,6.97,23.38,22.27,21,8.98,3.19,8.82,1.99,19.91,16.05,21.56,7.89,17.15,17.33,19.18,4.47,11.53,13.11,8.58,6.9,5.94,14.98,26.92,15.05,9.95,12.71,9.31,46.22,2.84,14.42,99.09,8.45,21.19,16.23,44.86
2008-01-10,63515,0.52,6.96,24.06,22.22,21.91,9.3,3.16,9.19,1.97,19.71,16.65,21.65,7.89,16.79,17.57,19.32,4.5,11.13,13.25,8.83,7.02,6.77,15.07,28.6,15.21,9.64,12.59,9.83,45.27,2.89,14.38,98.97,8.28,21.23,16.74,45.83
2008-01-11,61942,0.51,6.96,22.83,21.9,21.68,9.12,3.14,8.84,1.96,19.12,16.21,21.32,7.54,16.46,17.33,18.67,4.41,10.58,12.62,9,6.81,6.38,15.24,27.79,15.1,9.56,12.41,9.27,44.53,3.04,14.56,102.08,8.37,21.52,16.47,45.26
2008-01-14,62188,0.5,7.36,22.74,22.22,21.48,8.91,3.15,8.73,1.99,19.55,16.57,20.7,7.54,16.53,17.84,18.4,4.4,10.26,12.15,8.53,6.86,6.21,15.09,27.14,14.95,9,12.59,8.86,44.3,2.96,14.91,103.56,8.34,21.67,17.36,45.18
2008-01-15,59907,0.49,6.93,22.22,21.81,20.27,8.54,3.07,8.66,1.91,18.92,16.16,19.43,7.44,16.18,16.9,18.02,4.23,9.53,11.59,8.41,6.59,5.8,14.28,25.88,14.94,8.4,12.01,8.46,42.15,2.79,14.42,96.56,8.16,21.44,16.89,43.49
2008-01-16,58777,0.49,6.93,22.21,21.22,19.34,8.18,2.95,8.72,1.87,18.52,15.27,19.96,7.22,16.58,16.37,17.75,4.15,9.31,11.69,8.16,6.51,5.65,14.02,25.53,14.26,8.58,12.45,8.37,40.31,2.79,14.33,87.17,7.94,21.2,16.66,41.48
2008-01-17,57037,0.47,6.88,21.97,20.46,18.49,7.69,2.84,8.4,1.93,18.79,14.98,19.91,6.9,16.15,15.92,17.66,4.15,8.84,11.3,8.24,6.38,5.47,13.28,24.1,13.85,8.06,12.05,7.94,38.16,2.73,14.51,83.28,7.48,20.86,16.12,41.19
2008-01-18,57506,0.48,6.88,21.64,20.53,18.33,8.04,2.77,8.27,2.03,19.12,15.41,19.07,6.6,16.95,15.92,17.48,4.14,8.72,11.24,8.24,6.27,5.12,13.13,26.04,13.8,8.4,11.84,8.49,38.75,2.68,14.87,85.45,7.41,20.95,16.23,41.62
2008-01-21,53709,0.46,5.82,20.53,19.62,16.93,7.33,2.47,7.86,1.95,17.9,14.05,17.82,6.38,15.71,15.04,16.74,3.91,8.34,10.69,8.01,6.05,4.56,12.79,24.39,13.01,7.12,11.77,7.52,35.81,2.62,14.42,81.11,6.74,20.25,15.46,37.29
2008-01-22,56097,0.47,5.82,21.75,19.62,17.82,7.7,2.67,7.98,2.02,17.83,15.51,18.85,6.46,15.63,16.47,17.11,3.98,8.99,11.31,8.24,6.1,4.46,13.08,25.44,13.53,7.82,11.35,7.4,39.6,2.68,14.42,84.49,7.24,20.38,15.32,38.4
2008-01-23,54235,0.44,5.82,20.77,18.89,17.22,7.64,2.63,8.03,1.98,18.08,14.87,18,6.38,14.88,15.59,16.76,3.78,8.35,11.22,7.99,5.97,4.33,12.58,24.69,13.75,7.57,11.02,7.4,38.84,2.58,14.33,81.59,6.9,20.13,14.79,36.31
2008-01-24,57463,0.48,5.93,22.32,20.42,17.62,8.23,2.85,8.36,2.02,18.72,16.35,19.38,6.38,15.28,15.8,17.16,3.8,9.11,11.96,8.45,6.37,4.87,13.05,26.11,14.94,8.4,12.18,7.54,41.87,2.8,14.84,86.54,7.19,21.19,14.81,40.44
2008-01-28,58594,0.49,6.21,22.06,20.42,17.9,7.83,2.86,8.72,2.11,19.43,17.19,19.34,6.03,15.86,16.14,17.3,3.93,9.15,12.36,8.23,6.4,4.8,13.3,24.49,14.45,8.54,12.45,7.17,44.59,2.72,15.03,89.34,7.3,21.68,15.85,40.54
2008-01-29,59530,0.48,6.21,22.51,20.32,18.63,8.07,2.94,8.45,2.04,20.39,17.44,20.75,6.38,16.58,17,17.29,3.9,9.54,13.07,8.19,6.52,4.62,13.59,24.82,14.27,8.87,13.07,7.89,44.53,2.69,14.64,92.94,7.31,21.77,15.46,41.21
2008-01-30,60289,0.47,6.1,23.04,20.1,18.99,8.27,3.08,8.11,1.96,21.5,17.72,21.03,6.38,16.51,17.09,17.29,3.8,9.94,12.99,8.14,6.47,4.58,13.31,24.66,14.15,9.01,13.01,7.98,45.66,2.6,14.54,96.32,7.43,22,15.5,42.27
2008-01-31,59490,0.48,6.3,22.17,19.62,18.97,8.23,3.22,7.99,1.96,21.9,17.78,20.41,6.73,15.78,16.84,17.52,3.75,9.85,12.45,8.15,6.3,4.76,12.91,23.97,14.41,9.08,12.74,8.53,44.26,2.54,14.46,90.28,7.3,21.84,15.46,41.82
2008-02-01,61080,0.5,6.3,21.98,19.62,19.76,8.09,3.3,8.51,2.02,21.9,18.93,21.56,6.56,16.47,17.39,18.03,3.67,9.54,12.64,8.06,6.09,4.87,12.92,23.72,14.7,9.06,12.86,9.05,45.04,2.52,14.55,90.04,7.54,22.29,15.76,44.29
2008-02-06,58969,0.48,6.3,21.49,19.16,18.88,7.87,3.29,8.19,2,19.75,18.07,20.41,6.53,15.74,16.9,17.35,3.58,9.62,11.7,7.79,5.85,4.89,12.67,23.46,14.7,8.59,12.83,8.41,43.27,2.56,14.33,85.94,7.63,21.47,15.65,42.85
2008-02-07,58965,0.51,5.33,21.22,19.01,19,8.09,3.2,8.2,1.93,19.27,17.97,19.16,6.74,15.86,17.27,17.11,3.69,9.54,11.15,8.15,5.78,4.88,12.42,23.55,14.7,8.59,12.11,8.02,44.7,2.6,14.1,82.31,7.47,20.99,15.5,42.28
2008-02-08,59076,0.51,5.33,21.22,18.78,19.02,7.82,3.24,8.19,1.94,19.39,18.14,18.8,6.88,15.89,16.9,17.28,3.71,9.7,11.34,7.7,5.75,5.15,12.34,23.27,14.95,8.28,12.07,7.87,44.83,2.6,14.41,82.07,7.27,21.6,15.58,43.16
2008-02-11,60643,0.52,5.81,21.41,19.54,19.75,8.27,3.29,8.47,1.98,19.91,18.44,19.47,7.12,16.58,16.96,17.94,3.64,9.7,11.84,7.64,5.97,5.13,12.75,24.7,15.05,8.4,12.33,7.87,45.69,2.58,15.41,83.16,7.33,21.97,15.82,44.78
2008-02-12,61805,0.52,6.95,21.79,19.81,19.8,8.43,3.29,8.68,1.98,20.39,18.83,20.05,7.5,17.08,17.57,18.42,3.67,10.1,12.58,7.66,6.23,5.04,13.11,26.3,14.53,8.87,12.95,8.57,45.74,2.64,15.76,94.14,7.47,22.01,16.47,45.11
2008-02-13,62591,0.53,6.78,21.8,20.08,20.19,8.67,3.3,8.9,1.94,21.18,19.59,21.39,7.65,17.59,17.28,18.21,3.88,10.9,13.06,7.64,6.41,4.7,13.64,26.4,14.29,9.42,12.55,9.29,46.65,2.62,16.85,100.42,7.36,22.4,16.47,45.82
2008-02-14,61819,0.51,6.78,21.41,19.67,20.57,8.85,3.28,8.88,1.9,21.26,19.49,22.28,7.3,16.87,16.96,18.15,3.81,11.28,12.58,7.64,6.21,4.48,13.56,25.82,14.35,9.77,12.18,9.15,46.34,2.56,16.04,103.32,7.33,22.01,16.23,45.43
2008-02-15,61272,0.5,6.78,21.64,19.72,20.18,8.88,3.28,8.78,1.9,21.66,19.88,22.37,7.26,16.87,16.59,17.66,3.72,11.21,12.09,7.89,6.34,4.63,13.55,25.79,14.26,9.77,11.92,9.35,45.86,2.56,15.77,91.25,7.25,21.66,15.89,44.55
2008-02-18,62801,0.52,7.07,22.44,20.22,20.18,8.9,3.28,8.85,1.95,22.38,20.59,22.99,7.37,17.28,16.48,17.57,3.9,11.69,12.62,7.81,6.49,4.87,13.91,26.89,14.53,9.87,11.99,9.39,46.76,2.54,15.5,93.13,7.29,21.88,15.73,46.46
2008-02-19,62297,0.52,6.78,22.78,20.03,20.02,8.54,3.28,8.85,1.89,21.27,21.34,23.36,7.38,17.31,16.1,17.39,3.78,11.85,12.58,7.65,6.34,5,13.49,27.44,14.33,10.06,11.81,9.35,46.78,2.58,15.77,95.86,7.22,21.8,15.51,46.72
2008-02-20,63747,0.52,6.78,23.41,20.13,20.03,8.54,3.45,9.11,1.9,21.9,22.11,23.27,7.72,17.73,16.89,17.84,3.93,11.9,12.66,8.45,6.49,5.33,13.72,26.89,14.85,9.76,12.06,9.26,47.31,2.6,16.67,95.13,7.39,22.01,15.85,48.41
2008-02-21,63792,0.52,7.75,24.03,20.17,19.99,8.45,3.28,9.27,1.9,22.5,22.62,22.59,7.5,18.06,16.67,17.84,3.85,11.45,12.59,8.23,6.48,5.34,13.66,26.79,14.7,9.73,11.99,8.96,46.58,2.56,16.53,91.17,7.45,22.32,15.85,48.25
2008-02-22,64609,0.53,7.75,23.61,20.59,20.71,8.5,3.3,9.39,1.91,22.46,21.75,23.61,7.65,19.03,16.82,17.93,4.05,11.02,12.57,8.32,6.59,5.54,14.5,29.18,14.31,10.17,12.17,8.96,46.44,2.58,17.21,89.8,7.63,22.41,16.23,48.97
2008-02-25,65001,0.53,7.56,22.74,20.97,20.47,8.99,3.3,9.51,1.93,22.12,20.99,23.53,7.79,19.68,17.18,18.21,4.2,10.5,12.74,8,6.74,5.75,14.13,30.22,15.1,10.61,12.52,9.34,46.82,2.6,16.93,89.29,7.76,22.4,16.53,48.97
2008-02-26,65183,0.53,6.78,21.61,21.6,19.48,9.3,3.33,9.77,1.98,22.69,20.33,23.84,7.72,19.42,17.27,18.33,4.31,10.71,13.04,8.04,6.92,6.04,14.41,30.39,16,10.81,12.78,9.97,46.93,2.62,17.13,89.8,7.59,22.62,16.8,48.97
2008-02-27,65495,0.54,7.56,21.41,22,19.79,8.99,3.28,9.96,2.07,22.98,20.09,24.36,7.86,18.88,17.14,18.21,4.3,10.66,13.68,8.01,7.11,6.22,14.27,30.18,16.3,11.5,12.92,10.11,47.7,2.78,17.48,91.73,7.92,22.41,17.47,48.82
2008-02-28,65555,0.55,6.78,21.3,22.73,20.18,8.94,3.35,9.75,2.06,22.42,20.64,23.84,7.65,18.24,17.14,17.71,4.25,10.74,14.17,8.23,6.96,6.32,14.2,29.87,16.44,11.25,13.1,10.04,47.77,2.86,17.89,98.37,8.06,22.41,16.85,50.42
2008-02-29,63489,0.53,6.78,21.43,21.68,19.85,8.81,3.28,9.77,1.99,23.02,20.39,24.06,7.54,17.66,16.9,17.39,4.18,10.49,13.85,8.06,6.69,6.4,13.8,29.15,16.44,10.95,12.93,9.64,44.86,2.81,17.93,93.78,7.9,21.56,16.12,47.33
2008-03-03,64490,0.54,6.78,21.07,22.37,20.12,9.06,3.24,10.12,2.03,23.81,21,25.17,7.94,19.24,17.65,16.93,4.45,10.55,14.46,7.85,6.8,6.48,14.64,30.4,16.39,11.22,13.57,10.3,45.08,2.7,16.99,96.92,7.88,21.6,16.08,47.04
2008-03-04,63656,0.54,6.49,20.62,22.03,20.07,8.86,3.09,10.13,2,24.23,20.91,24.66,7.72,19.67,17.47,16.83,4.29,10.69,14.5,7.98,6.7,6.24,14.41,30.72,16.53,11.64,13.72,9.83,43.29,2.61,16.85,94.82,7.97,21.15,16.21,46.03
2008-03-05,64629,0.54,6.77,21.03,22.31,20.28,8.94,3.1,10.25,2.3,25.33,20.88,24.68,7.86,19.68,17.27,16.83,4.37,10.7,13.9,8.15,7.01,6.76,14.5,31.22,16.84,12,14.29,10.09,44.53,2.7,17.48,95.83,7.8,22.25,16.16,47.41
2008-03-06,62975,0.51,5.97,20.62,21.32,20.18,8.72,3.01,10.13,2.24,23.77,20.81,23.38,7.65,18.85,16.78,16.62,4.42,10.54,13.48,8.23,6.8,6.71,13.86,29.43,16.64,11.91,13.96,9.64,43.79,2.68,17.08,95.11,7.69,22.01,16.09,46.17
2008-03-07,61868,0.5,5.88,20.31,20.96,20.2,8.85,3.06,10.22,2.22,23.03,20.57,22.95,7.42,18.54,16.65,16.3,4.29,10.78,13.2,8.03,6.56,6.23,13.77,29.31,16.63,11.17,13.92,9.23,43.19,2.57,17.11,91.97,7.63,21.92,16.16,45.2
2008-03-10,59999,0.5,5.82,20.09,20.55,19.46,8.52,2.91,10.23,2.1,22.3,19.65,21.56,7.26,18.06,16.47,16.37,4.15,10.27,12.4,7.97,6.44,5.99,13.39,27.45,16.11,10.25,13.22,8.57,42.5,2.4,16.81,86.06,7.47,21.18,15.38,43.97
2008-03-11,62368,0.5,5.81,20.15,21.44,20.64,8.23,3.05,10.52,2.05,23.48,20.11,23.17,7.42,19.58,16.52,16.37,4.13,10.62,13.33,8.15,6.72,6.62,14.45,29.57,16.45,10.53,13.84,8.63,44.17,2.52,16.99,85.21,7.92,21.39,15.62,45.78
2008-03-12,62177,0.49,5.81,19.53,21.39,20.92,8.16,3.11,10.57,2.01,23.01,20.39,22.9,7.33,19.57,16.1,16.37,4.19,10.1,13.06,8.14,6.56,6.45,14.31,31.35,16.43,10.88,13.63,8.9,44.03,2.52,16.67,83.76,7.9,21.27,15.81,46.23
2008-03-13,62280,0.5,5.81,19.56,21.05,20.42,7.87,3.13,10.56,2.07,22.62,21.09,23.07,7.23,20.04,15.64,16.1,4.12,9.7,12.86,7.99,6.65,6.62,14.32,31.7,16.64,10.5,14.19,8.38,43.4,2.46,16.04,86.95,7.83,21.35,15.71,46.47
2008-03-14,61991,0.51,5.82,20.09,20.87,20.17,7.69,3.13,10.6,2.15,21.11,21.65,22.28,7.3,19.84,15.55,16.6,4.07,8.96,12.7,7.89,6.51,6.62,13.67,30.63,16.75,10.25,14.38,8.45,43.15,2.44,16.13,85.36,7.78,21.6,15.62,47.52
2008-03-18,61933,0.5,6.78,19.52,20.82,20.87,7.53,3.14,10.55,2.45,21.5,21.66,22.72,7.32,19.77,15.67,16.02,4.06,8.71,13.25,7.72,6.53,6.77,13.28,30.7,16.93,10.53,14.15,8.45,41.32,2.46,15.68,88.35,7.98,21.35,15.54,46.05
2008-03-19,58827,0.48,6.3,19.14,19.54,20.25,7.41,3.01,10.12,2.38,19.91,20.36,22.19,7.15,19.46,14.93,15.72,3.92,8.15,12.28,7.64,6.26,6.57,12.68,30.04,15.7,9.88,14.07,7.89,38.47,2.32,14.53,83.47,7.64,20.91,15.85,42.89
2008-03-20,58987,0.49,5.81,18.87,19.61,20.76,7.39,3.04,10.36,2.38,19.51,19.71,21.83,6.88,19.6,15.98,15.8,3.91,7.95,12.49,7.47,6.34,6.22,12.33,29.53,15.15,9.67,14.3,7.75,38.22,2.3,14.78,82.21,7.39,20.78,15.47,42.54
2008-03-24,59813,0.5,6.3,19.33,19.86,21.01,7.63,3.04,10.46,2.45,19.91,19.86,21.7,6.81,19.5,16.4,16.46,3.96,8.02,13.22,7.89,6.25,6.61,12.7,28.74,15.73,10.03,13.92,7.9,38.88,2.37,14.42,85.59,7.69,21.19,16.12,44.74
2008-03-25,61234,0.5,6.3,19.71,20.42,21.56,7.64,3.16,10.55,2.56,20.43,20.12,21.52,6.91,19.32,16.47,16.46,4.11,8.35,13.92,7.76,6.47,6.62,12.86,28.48,16.15,10.39,14.4,7.96,41.12,2.42,14.5,87.77,7.67,21.67,16.85,46
2008-03-26,61415,0.5,6.3,19.33,20,21.19,7.51,3.11,10.27,2.51,20.31,20.28,21.56,6.93,18.74,16.68,16.16,4.3,8.27,13.47,7.85,6.51,6.72,12.7,28,16.64,10.04,14.39,7.98,41.55,2.41,14.64,87.05,7.65,21.35,16.7,48.01
2008-03-27,60762,0.48,6.34,18.68,19.63,20.19,7.25,3.08,10.23,2.47,20.47,20.12,21.65,7.02,18.85,16.78,16,4.26,8.11,13.41,7.72,6.29,6.72,12.39,27.18,17.24,9.51,14.26,8.06,40.56,2.4,14.51,83.22,7.61,21.44,16.47,48.21
2008-03-28,60452,0.48,5.81,17.75,19.32,19.26,7.33,2.97,10.03,2.43,20.39,20.31,20.5,7.02,19.03,16.53,16.04,4.33,8.04,12.69,7.55,6.25,6.48,12.08,27.88,17.44,8.57,13.8,7.98,40.47,2.25,14.31,75.97,7.62,20.93,16.31,48.25
2008-03-31,60968,0.49,5.81,17.52,19.5,19.41,7.03,2.94,10.12,2.45,20.71,20.22,20.5,6.77,19.32,16.9,16.15,4.45,8.03,12.16,7.62,6.41,6.96,12.3,28.74,17.84,8.65,13.84,8.02,41.17,2.3,15.09,72.63,7.59,21.59,17.39,48.81
2008-04-01,62775,0.5,5.91,18.69,20,19.79,7.24,3.16,10.75,2.48,20.51,21.01,21.49,7,19.79,17.74,16.14,4.65,7.95,12.58,7.7,6.62,7.21,12.9,29.88,17.94,8.83,14.84,8.37,41.92,2.32,15.97,73.06,7.6,22.58,17.59,49.82
2008-04-02,63364,0.49,5.89,19.14,20.1,20.18,7.28,3.1,10.97,2.46,20.47,20.77,21.92,7.02,20.58,17.85,16.01,4.75,8.34,12.68,7.64,6.66,7.16,12.75,31.21,17.69,9.15,15.23,8.57,42.93,2.36,15.82,78.63,7.76,22.82,17.96,49.29
2008-04-03,64175,0.5,5.81,18.87,19.91,20.28,7.17,3.09,11.18,2.46,20.47,21.33,22.87,7.12,20.61,18.27,16.02,4.82,7.84,13.43,7.81,6.74,7.2,13.03,30.76,17.93,8.87,15.65,8.56,43.55,2.44,16.71,81.53,7.79,23.31,17.97,49.92
2008-04-04,64446,0.5,5.81,18.69,20.33,20.61,7.28,3.08,11.46,2.48,21.5,21.65,22.59,7.15,20.54,17.88,16.37,4.82,7.71,13.83,7.64,6.67,7.3,12.9,30.58,18.3,8.73,15.35,8.57,43.56,2.58,15.81,81.53,7.95,22.99,17.78,50.43
2008-04-07,64176,0.49,6.88,18.91,20.55,20.32,7.45,3.01,11.38,2.49,20.55,21.62,22.95,7.16,19.6,17.14,16.38,4.64,7.79,13.66,7.63,6.69,7.34,13.08,30.14,18.83,8.76,15.15,8.57,43.41,2.51,16.08,82.3,7.91,24.04,17.7,50.35
2008-04-08,64540,0.49,6.97,19.03,20.83,20.52,7.57,3.13,10.96,2.49,20.07,22.27,22.9,7.16,19.46,17.3,17.11,4.74,7.6,13.46,7.64,6.81,7.35,13.22,31.16,18.94,8.45,14.74,8.25,44.39,2.53,16.21,80.8,7.94,24.74,18.05,50.59
2008-04-09,63477,0.48,6.43,18.46,20.36,19.89,7.53,3.07,10.87,2.48,18.88,22.23,22.5,7.29,18.74,17.01,16.69,4.7,7.56,13.12,7.72,6.69,7.21,13.13,30.18,18.63,8.06,15.31,7.73,44.35,2.44,16.56,76.93,7.81,24.17,17.47,49.7
2008-04-10,63527,0.49,7.07,17.86,20.75,19.5,7.28,3.05,11.03,2.52,19.04,22.22,22.15,7.3,18.37,17.35,16.94,4.87,7.87,12.7,8.23,6.6,7.5,13.34,29.61,17.94,8.24,15.5,7.77,44.55,2.44,16.47,72.14,7.75,24.08,17.09,49.38
2008-04-11,62585,0.47,6.33,17.74,20.35,19.12,7.19,3.07,10.89,2.46,19.12,22.14,22.37,7.44,18.49,17.34,16.65,4.79,8.06,12.65,8.23,6.47,7.49,12.92,29.07,17.79,8.34,15.23,7.85,43.67,2.48,16.31,71.32,7.61,24.04,16.89,48.5
2008-04-14,62153,0.47,6.1,17.15,19.94,19.36,7.07,3.01,10.89,2.53,19.12,21.48,21.33,7.72,18.44,17.09,16.11,4.67,7.95,12.65,8.27,6.36,7.55,12.57,27.3,17.69,8.52,15.18,7.67,47.02,2.49,15.58,70.4,7.74,23.8,16.39,47.86
2008-04-15,62618,0.66,5.96,17.26,20.07,19.79,7.03,3.04,10.99,2.5,19.67,21.8,21.5,7.79,17.95,16.85,16,4.67,7.78,12.64,8.34,6.38,7.5,12.19,28.71,18.1,8.24,14.5,7.89,47.34,2.5,15.99,67.01,7.8,23.55,17.19,49.03
2008-04-16,64152,0.68,6.78,18.46,20.79,20.28,7.1,3.07,11.1,2.53,21.11,23.08,21.83,8.12,17.8,17.59,16.01,4.61,7.56,13.06,8.36,6.7,7.46,12.37,29.87,18.69,8.9,14.53,8.13,46.67,2.44,15.99,69.63,7.76,23.81,18,50.51
2008-04-17,64552,0.66,6.78,19.21,21.1,20.37,7.1,3.15,11.03,2.48,21.46,23,21.48,8.14,18.2,17.71,16,4.61,7.58,12.74,8.4,6.86,7.45,12.65,29.48,18.44,9.13,14.14,8.65,47.56,2.47,16.36,67.98,7.9,23.68,18.01,50.54
2008-04-18,64923,0.66,6.88,19.25,21.24,20.37,7.1,3.15,11.1,2.51,21.62,23.34,20.94,8.43,18.24,17.98,16.27,4.76,7.94,12.84,8.45,7.02,7.99,12.83,29.61,18.44,9.51,14.46,8.37,47.93,2.56,16.86,68.95,8.1,23.23,18.09,50.99
2008-04-22,65413,0.64,7.12,19.03,21.08,20.95,7.08,3.17,11.05,2.46,21.74,24.53,21.15,8.07,17.95,17.73,16.02,4.76,7.98,12.88,8.25,6.88,8.34,12.88,30.58,18.72,9.01,14.43,8.49,48.49,2.47,16.48,72.24,8,22.98,17.55,52.65
2008-04-23,64948,0.64,7.25,18.61,21.14,21.64,7.3,3.12,11,2.47,21.5,24.57,20.93,7.89,17.66,17.78,15.95,4.67,7.9,12.61,8.4,6.78,8.36,12.75,30.05,19.24,8.87,14.11,8.2,47.84,2.44,16.49,71.85,8.04,22.9,17.74,52.28
2008-04-24,64576,0.64,7.26,19.19,21.24,21.61,7.64,3.1,11.21,2.41,21.11,23.87,20.5,7.86,18.02,18.63,16.01,4.59,7.95,12.78,8.34,6.77,8.24,12.59,30.45,19.24,8.87,13.61,8.18,46.83,2.42,16.49,74.08,8.2,22.74,17.78,50.22
2008-04-25,65187,0.66,6.8,20.16,21.5,21.21,7.46,3.17,11.3,2.45,21.03,24.04,20.89,7.92,17.66,18.23,16.04,4.59,7.66,13.01,8.36,6.9,8.28,12.9,31.03,19.4,8.95,13.99,8.54,47.29,2.42,17.04,73.55,8.45,23.14,17.94,50.83
2008-04-28,65678,0.66,6.8,20.28,21.51,21.51,7.73,3.17,11.49,2.46,21.5,24.46,22.18,7.85,17.26,18.35,16.2,4.65,7.44,13.78,8.4,6.99,8.28,13.24,31.42,19.34,8.84,14.22,8.59,47.61,2.42,17.14,72.63,8.37,23.23,18.13,51.52
2008-04-29,63826,0.63,6.82,19.98,21.06,20.63,7.36,3.14,11.02,2.36,20.71,23.52,21.4,7.51,17.26,17.71,16.11,4.59,8.11,13.58,8.32,6.85,8.37,12.88,30.5,19.14,8.45,13.8,8.51,45.67,2.48,17.09,73.55,8.22,23.07,17.32,50.26
2008-04-30,67868,0.66,7.77,21.91,22.53,22.21,8.23,3.63,12.02,2.51,23.81,24.63,24.71,7.51,18.02,18.53,16.04,4.68,8.43,15.49,8.66,6.81,8.42,13.87,34.75,19.34,9.7,15,9.54,46.46,2.72,19.7,79.5,8.18,23.64,18.03,52.96
2008-05-02,69366,0.67,8.74,23.07,23.63,23.59,9.89,3.56,11.58,2.53,22.3,24.02,25.85,7.93,18.67,18.96,15.86,4.72,9.27,16.24,8.66,7.03,8.43,14.3,35.46,19.43,10.48,15.14,10.56,47.3,2.84,19.24,91.45,8.71,22.9,17.78,52.76
2008-05-05,70175,0.68,9.71,22.74,23.55,23.3,9.5,3.58,11.99,2.55,22.29,24.4,25.84,8.07,18.68,19.76,15.9,5.02,9.9,15.88,9.09,7.09,8.11,15.63,35.46,18.74,10.53,15.16,10.42,48.48,2.91,18.33,95.9,8.98,22.29,18.94,53.73
2008-05-06,70195,0.67,9.71,21.91,22.62,23.03,8.86,3.68,11.75,2.59,21.5,25.11,24.91,8.28,18.45,19.89,16.09,5.13,9.81,15.07,9.29,6.91,8.1,14.84,35.37,18.64,10.36,14.53,9.8,49.85,2.92,17.85,91.06,8.92,22.79,18.94,54.72
2008-05-07,69018,0.67,8.74,21.22,22.62,22.53,8.58,3.63,11.38,2.5,20.71,25.57,23.97,8.45,18.09,19.38,15.91,5.09,9.66,14.52,9.33,6.79,7.98,14.24,34.31,18.62,10.43,14.04,9.56,49.41,2.87,17.41,87.34,8.85,23.18,19.02,53.21
2008-05-08,69722,0.66,9.71,21.79,22.89,22.99,8.61,3.63,11.61,2.53,21.25,26.53,23.82,8.43,18.25,20.37,15.86,5.16,9.86,14.86,9.51,6.85,8.1,13.86,33.86,18.44,10.59,14.29,9.17,49.49,2.84,17.69,87.82,8.92,23.72,19.13,53.84
2008-05-09,69646,0.64,9.08,21.64,22.76,22.77,8.61,3.66,11.32,2.53,22.1,26.75,23.17,8.21,18.31,20.06,15.83,5.14,9.62,14.71,9.68,6.81,7.66,13.95,33.16,18.24,10.38,14.42,9.6,50.26,2.96,18.51,87.09,8.83,23.32,19.07,53.58
2008-05-12,70416,0.66,8.74,21.97,23.13,23.31,8.72,3.69,11.36,2.57,22.5,26.9,23.64,8.27,18.5,19.64,15.98,5.18,9.6,15.08,9.75,6.85,7.62,14.11,34.57,17.84,10.39,14.53,9.78,50.43,3.04,19.38,91.79,9,23.64,19.32,54.3
2008-05-13,70503,0.66,10.19,21.53,22.93,23.29,8.88,3.71,11.2,2.62,22.61,27.04,24.05,8.26,18.88,19.61,15.84,5.15,9.27,14.8,9.63,6.71,7.51,14.3,33.82,17.55,10.67,14.41,9.82,51.64,3.11,19.11,91.06,9.07,23.55,19.04,54.46
2008-05-14,70027,0.66,10,21.93,22.76,23.25,8.94,3.72,11.11,2.73,22.21,26.73,23.46,8.27,18.55,18.74,15.81,5.11,8.79,14.44,9.67,6.66,7.37,14.86,33.24,18.38,10.84,14.81,9.99,50.83,3.12,18.65,90,8.93,23.51,18.48,54.26
