"volatilidade" "risco" "distancia_euclidiana" "periodo" "sse" "a" "coeficiente_B" "i" "b_volatilidade" "cor"
1.16932455587892 "moderado" 0.012957474239045 2013 0.016710650778763 1.04651390840287 0.80172870669133 44 0.937481063887222 "black"
1.23202718353928 "arrojado" 0.0472744132997049 2013 0.0252952974318008 1.02459273723478 0.727198739756451 45 0.895928615215451 "red"
1.3155507014838 "arrojado" 0.036249104644815 2013 0.0873621191334112 1.095481807352 0.753903835733848 46 0.991798719950989 "red"
1.10090210783044 "moderado" 0.00911208415780762 2014 0.00952100286770597 1.04253384091899 0.906016140281346 50 0.997435078564133 "black"
1.19668223171239 "arrojado" 0.0857909435232567 2014 0.018548506999576 1.07684154852348 0.79903436644781 51 0.956190228855657 "red"
1.20534797807109 "arrojado" 0.0771251971645566 2014 0.0386964277351497 1.07996523748232 0.817390722698901 56 0.985240254899183 "red"
1.21279258414757 "arrojado" 0.0696805910880767 2014 0.0305095453569347 1.05942674902167 0.790678747796381 55 0.958929321770537 "red"
1.22190244404826 "arrojado" 0.0605707311873867 2014 0.0211409529926526 1.04180078581297 0.758891743651052 52 0.927291676335264 "red"
1.23079597841621 "arrojado" 0.0516771968194367 2014 0.0174456440099601 1.03100710236266 0.742671565672135 53 0.914077176313332 "red"
1.24724685691809 "arrojado" 0.0352263183175567 2014 0.0292340719664039 1.05531522396399 0.743346787610484 49 0.927136944447332 "red"
