"sse" "a" "coeficiente_B" "volatilidade" "grupo" "beta" "setor" "b_volatilidade" "risco" "distancia_euclidiana" "cor" "risco_beta"
0.038912595034841 1.05264261031251 1.12877064666888 0.848902935973075 4 0.607215188296472 "Cons N Cíclico / Fumo" 0.958216715997438 "moderado" 0.781421924833853 "black" "green"
0.0242276091400883 1.01724609406167 0.960302716499506 0.966791826997239 4 0.66052366834827 "Cons N Cíclico / Pr Pessoal Limp" 0.928412817754969 "conservador" 0.0957137162215671 "green" "green"
0.0141999433988078 1.05707554831786 1.8440008412875 0.542446971186192 4 1.12971544540747 "Const e Transp / Constr e Engenh" 1.00027267122119 "moderado" 0.907239186917725 "black" "red"
0.0249480469697349 1.08483437032837 2.36280684776432 0.431537803302179 4 0.707730770616531 "Consumo Cíclico / Tecid Vest Calç" 1.01964047671156 "arrojado" 0.619516478397053 "red" "green"
0.0618547017069388 1.09332031370724 1.09377907824293 0.921079417070703 4 0.832879425325037 "Utilidade Públ / Água Saneamento" 1.00745739579213 "conservador" 1.57910386667741 "green" "green"
0.0664787554097651 1.08406053951937 1.4486854101588 0.68413213834831 5 0.320799525328413 "Bens Indls / Mat Transporte" 0.991092247445939 "conservador" 0.773762825174301 "green" "green"
0.0120614630447734 1.05267606183976 1.48157677922662 0.670884853865494 5 0.65356108194767 "Cons N Básico / Alimentos Processados" 0.99396742102196 "moderado" 0.418856493258431 "black" "green"
0.0191783335698183 1.08965103197124 2.03942720360663 0.4951982961322 5 0.521155407627379 "Cons N Cíclico / Bebidas" 1.00992087631166 "moderado" 0.257092416336173 "black" "green"
0.0253982767881451 1.03964924021092 1.1959860749684 0.801224359378687 5 0.584244889329755 "Cons N Cíclico / Fumo" 0.958253176742388 "moderado" 0.814942840716183 "black" "green"
0.0304821043850965 1.02893853558015 0.984166089568498 0.947523897525355 5 0.609952161689233 "Cons N Cíclico / Pr Pessoal Limp" 0.93252088900023 "conservador" 0.0284982879220472 "green" "green"
0.0168969659903321 1.06076395982216 1.90776217334664 0.524743843027029 5 1.11622348585251 "Const e Transp / Constr e Engenh" 1.00108645442351 "moderado" 0.883375813848733 "black" "red"
0.0203490712504017 1.08111282953643 2.40591078253224 0.423671086611127 5 0.711323860692282 "Consumo Cíclico / Tecid Vest Calç" 1.01931483552486 "arrojado" 0.683277810456193 "red" "green"
0.0698236290711169 1.10909268979537 1.08713980977283 0.936282568346135 5 0.890248259374097 "Utilidade Públ / Água Saneamento" 1.01787005324543 "conservador" 1.62220780144533 "green" "green"
0.057735232188066 1.07620142901691 1.37113238541516 0.717286023655751 6 0.339662281473005 "Bens Indls / Mat Transporte" 0.983494096640066 "conservador" 0.780402093644401 "green" "green"
0.0185444941934403 1.06037656800719 1.47414514616065 0.678096444208579 6 0.628326052935877 "Cons N Básico / Alimentos Processados" 0.999612581858875 "moderado" 0.496409518002071 "black" "green"
0.0222597435167038 1.0939527748887 1.99466913789022 0.507362754532988 6 0.499709204782662 "Cons N Cíclico / Bebidas" 1.01202082818192 "moderado" 0.249660783270203 "black" "green"
0.0255276923363493 1.04215798911878 1.17062370138256 0.813659676791644 6 0.61206091454983 "Cons N Cíclico / Fumo" 0.952489302511569 "moderado" 0.770184774999773 "black" "green"
0.0271555665110162 1.02616016565758 0.967309968746047 0.968172222441515 6 0.639480304855853 "Cons N Cíclico / Pr Pessoal Limp" 0.936522642230693 "conservador" 0.0538606615078872 "green" "green"
0.0177272036653533 1.05549547378945 1.81531010737111 0.547523413318274 6 1.14663199411574 "Const e Transp / Constr e Engenh" 0.993924786218994 "moderado" 0.900231934671184 "black" "red"
0.0139850978930533 1.07496214808499 2.31155836266163 0.444534056403616 6 0.761337902622792 "Consumo Cíclico / Tecid Vest Calç" 1.02756641556767 "arrojado" 0.590825744480663 "red" "green"
0.0613725437468511 1.0922297492918 1.03462883846413 0.974742476766174 6 0.933906918437403 "Utilidade Públ / Água Saneamento" 1.00849667653823 "conservador" 1.52785538157472 "green" "green"
0.0684880417268441 1.08016089105237 1.36013483606166 0.724658757986919 7 0.351271493077761 "Bens Indls / Mat Transporte" 0.985633620995183 "conservador" 0.832913064953101 "green" "green"
0.0151493730030334 1.04893682494089 1.46079713954748 0.677828130760502 7 0.620962009749596 "Cons N Básico / Alimentos Processados" 0.990169394519755 "moderado" 0.507407067355571 "black" "green"
0.027645551501685 1.1010810581154 2.0323543885899 0.501605733751173 7 0.463460891411677 "Cons N Cíclico / Bebidas" 1.01944061433105 "moderado" 0.236312776657033 "black" "green"
0.0287970854770499 1.05164184822597 1.14368866406144 0.832015165698401 7 0.611450258650324 "Cons N Cíclico / Fumo" 0.951566313336465 "moderado" 0.807870025699453 "black" "green"
0.0381450242187469 1.02924431677767 0.945015640366403 0.983400155958194 7 0.65684137982971 "Cons N Cíclico / Pr Pessoal Limp" 0.929328528119253 "conservador" 0.0807956988290071 "green" "green"
0.0285484000655972 1.07574785635697 1.74138783792456 0.580456308903657 7 1.20413071446997 "Const e Transp / Constr e Engenh" 1.01079955677141 "moderado" 0.922526263050828 "black" "red"
0.0204420482812943 1.08854950043992 2.38781724757962 0.435648759986058 7 0.73392015150744 "Consumo Cíclico / Tecid Vest Calç" 1.04024962298139 "arrojado" 0.516903475034113 "red" "green"
0.0520031766888978 1.07161052456069 1.00672897775484 0.979720867141497 7 0.954447666766863 "Utilidade Públ / Água Saneamento" 0.986313387062447 "conservador" 1.60411426649271 "green" "green"
0.0644775804827572 1.07671822065328 1.35622112752647 0.724867168837482 8 0.312441433478171 "Bens Indls / Mat Transporte" 0.983080169027687 "conservador" 0.860812925662391 "green" "green"
0.0136240368764985 1.05654733110507 1.44262299985699 0.694650387255348 8 0.593339676342323 "Cons N Básico / Alimentos Processados" 1.00211862551413 "moderado" 0.511320775890761 "black" "green"
0.0268366112583846 1.09478470408162 2.00304439048191 0.507683498972634 8 0.403597960341629 "Cons N Cíclico / Bebidas" 1.01691258475736 "moderado" 0.218138636966543 "black" "green"
0.0236108571554736 1.0574790893134 1.19755329882093 0.80483544834165 8 0.516621309991241 "Cons N Cíclico / Fumo" 0.963833346169568 "moderado" 0.778560027591463 "black" "green"
0.0392561828603435 1.0412039329598 0.926461390428867 1.00711340731898 8 0.575008490602776 "Cons N Cíclico / Pr Pessoal Limp" 0.933051687664298 "conservador" 0.0269310640695171 "green" "green"
0.0490953914092773 1.09059629812366 1.58866549151468 0.637557180117905 8 1.24565156405467 "Const e Transp / Constr e Engenh" 1.01286509092072 "moderado" 0.941080512988364 "black" "red"
0.01375384823278 1.07125565335247 2.29057793033998 0.447421928710486 8 0.690390203563893 "Consumo Cíclico / Tecid Vest Calç" 1.02485479545439 "arrojado" 0.364181128624233 "red" "green"
0.0500236380238502 1.0611281040713 0.922629869746175 1.05448599936844 8 0.980744829059407 "Utilidade Públ / Água Saneamento" 0.972900280246465 "conservador" 1.50687494925307 "green" "green"
0.05412419695731 1.07379633575981 1.33591857353846 0.736895633018048 9 0.308405780224125 "Bens Indls / Mat Transporte" 0.984432562908192 "conservador" 0.944912033671056 "green" "green"
0.00889998302097855 1.04350960630843 1.46845413075636 0.676614650745416 9 0.548035962272726 "Cons N Básico / Alimentos Processados" 0.993577578817375 "arrojado" 0.531623329878771 "red" "green"
0.0287971522307729 1.09431531898672 1.99746979455474 0.508742860586979 9 0.362465092142832 "Cons N Cíclico / Bebidas" 1.01619849721786 "moderado" 0.684751149669446 "black" "green"
0.0347401039533837 1.06425376699319 1.26061615458892 0.768303368284142 9 0.475636426924339 "Cons N Cíclico / Fumo" 0.968535637684067 "moderado" 0.772985431664293 "black" "green"
0.0434773549722356 1.04200321604623 0.93228407132411 1.00251738447643 9 0.548011827456309 "Cons N Cíclico / Pr Pessoal Limp" 0.934630988772886 "conservador" 0.0361317916984729 "green" "green"
0.0632311506822909 1.10665531063772 1.50909421047089 0.682593117937208 9 1.30384808543826 "Const e Transp / Constr e Engenh" 1.03009732238631 "moderado" 0.935257832093121 "black" "red"
0.0154170239265786 1.06817417605608 2.25559948298231 0.45066861836494 9 0.632541840055863 "Consumo Cíclico / Tecid Vest Calç" 1.01652790258031 "arrojado" 0.284609847580443 "red" "green"
0.0421955248130365 1.06411586666758 0.939237750460545 1.04821695765263 9 0.942702519255624 "Utilidade Públ / Água Saneamento" 0.984524937300255 "moderado" 1.4718965018954 "black" "green"
0.0766176060011852 1.09186154448664 1.28729042768843 0.778070555889379 10 0.343566632581445 "Bens Indls / Mat Transporte" 1.00160277866261 "conservador" 0.285246612429902 "green" "green"
0.0089028201422252 1.04591267728592 1.49691369765507 0.668865456461114 10 0.527306488946489 "Cons N Básico / Alimentos Processados" 1.00123386366495 "arrojado" 0.580251475728801 "red" "green"
0.0239119643879615 1.09351197509018 2.00874263653499 0.510568579722119 10 0.402945935986812 "Cons N Cíclico / Bebidas" 1.02560087496294 "moderado" 0.713210716568156 "black" "green"
0.021025642740336 1.0617292496651 1.35245457110806 0.712296413241041 10 0.4719539148956 "Cons N Cíclico / Fumo" 0.96334854007172 "moderado" 0.784258273644543 "black" "green"
0.0503936850450848 1.04645797484134 0.90211672816148 1.02465320366412 10 0.56009555169134 "Cons N Cíclico / Pr Pessoal Limp" 0.924356795589658 "conservador" 0.127970208217613 "green" "green"
0.060730621464713 1.10370747751523 1.53633339947622 0.670688061142087 10 1.30577319016009 "Const e Transp / Constr e Engenh" 1.03040046896254 "moderado" 0.965425175255751 "black" "red"
0.0146474484915393 1.06030226676575 2.24685499690137 0.447531720725327 10 0.645194965036102 "Consumo Cíclico / Tecid Vest Calç" 1.00553888298357 "arrojado" 0.311849036585773 "red" "green"
0.0325030265744497 1.05431249496152 0.945784432937222 1.03951122382675 10 0.915741496639786 "Utilidade Públ / Água Saneamento" 0.983153533358857 "moderado" 1.46315201581446 "black" "green"
0.0573211735329519 1.08429820658534 1.25626609637572 0.796212419123809 11 0.396646944352772 "Bens Indls / Mat Transporte" 1.00025466765853 "conservador" 0.278699929953225 "green" "green"
0.00856087955256881 1.03983968949103 1.45487464187091 0.67894357976361 11 0.533463019403968 "Cons N Básico / Alimentos Processados" 0.987777797459136 "arrojado" 0.611275807041511 "red" "green"
0.0217810095585143 1.0949798003606 1.96999879013794 0.524911856742189 11 0.414070903773376 "Cons N Cíclico / Bebidas" 1.03407572271117 "moderado" 0.671171660783996 "black" "green"
0.0147019608664821 1.05577285897743 1.35471565765113 0.712268628797077 11 0.464983000705551 "Cons N Cíclico / Fumo" 0.964921463885104 "moderado" 0.745514427247493 "black" "green"
0.0630128205339078 1.05240009884511 0.930655331880843 1.00125028628795 11 0.563224782235482 "Cons N Cíclico / Pr Pessoal Limp" 0.931818917481098 "conservador" 0.130231294760683 "green" "green"
0.058673138937084 1.10645951534898 1.56560482709458 0.661800133774414 11 1.27864178085098 "Const e Transp / Constr e Engenh" 1.03611748400906 "moderado" 0.936886571536388 "black" "red"
0.0162882051691705 1.05777830843865 2.19504626096301 0.456426145700857 11 0.676157282040247 "Consumo Cíclico / Tecid Vest Calç" 1.00187650452643 "arrojado" 0.341120464204133 "red" "green"
0.0368184762597929 1.04222220512086 0.946185784829053 1.01438843988276 11 0.948013754125017 "Utilidade Públ / Água Saneamento" 0.959799922111986 "conservador" 1.4113432798761 "green" "green"
0.0515496164530234 1.07974051102623 1.26912355604075 0.789806971930216 12 0.392787704185339 "Bens Indls / Mat Transporte" 1.00236263280185 "conservador" 0.921356118588178 "green" "green"
0.00671309262339666 1.03954688187424 1.5143073075565 0.655454258873181 12 0.497702359550397 "Cons N Básico / Alimentos Processados" 0.992559173980688 "arrojado" 0.598418347376481 "red" "green"
0.0205230826103682 1.09652497659956 1.91559867720203 0.548378500479395 12 0.399346329228839 "Cons N Cíclico / Bebidas" 1.05047313012436 "moderado" 0.730604326469586 "black" "green"
0.0194130374426472 1.07360515535461 1.42224987524629 0.689160995572205 12 0.451320122365882 "Cons N Cíclico / Fumo" 0.980159139977179 "moderado" 0.691114314311583 "black" "green"
0.0715331517506935 1.04915543952753 0.956264837011887 0.975554629692142 12 0.537381908570052 "Cons N Cíclico / Pr Pessoal Limp" 0.932888588958748 "conservador" 0.197765512355843 "green" "green"
0.0575433758604464 1.10653585685292 1.58834734243848 0.651677969975911 12 1.23521773890817 "Const e Transp / Constr e Engenh" 1.03509097173694 "moderado" 0.911277066405344 "black" "red"
0.0132069088693321 1.05443507240327 2.22132779739607 0.451362277602235 12 0.689347671608733 "Consumo Cíclico / Tecid Vest Calç" 1.00262357393385 "arrojado" 0.363862979548033 "red" "green"
0.0370607764437694 1.04261293551434 1.04062674402498 0.938598164861262 12 0.845424072121873 "Utilidade Públ / Água Saneamento" 0.976730352247395 "conservador" 1.43762481630916 "green" "green"
0.0288620851223328 1.05216959922428 1.28257944012499 0.772462998936547 13 0.354543812191429 "Bens Indls / Mat Transporte" 0.990745160693311 "conservador" 0.826915159392251 "green" "green"
0.00388772461483344 1.03966263081294 1.57631907563806 0.63365672250262 13 0.445001433966548 "Cons N Básico / Alimentos Processados" 0.998845179087172 "moderado" 0.584962463292241 "black" "green"
0.0227209675152186 1.09741069333833 1.97519471142734 0.527830379571368 13 0.325938694610126 "Cons N Cíclico / Bebidas" 1.04256777426005 "moderado" 0.351834712747613 "black" "green"
0.0201303309962739 1.07078247342639 1.42761364585829 0.684123931186902 13 0.445870937618954 "Cons N Cíclico / Fumo" 0.976664659620638 "conservador" 0.750710348536893 "green" "green"
0.0596380012736449 1.04917006464968 0.98334370090037 0.958864676698016 13 0.533558199538777 "Cons N Cíclico / Pr Pessoal Limp" 0.942893539846864 "conservador" 0.439928257558941 "green" "green"
0.0560785493751188 1.10722028660735 1.63467400378082 0.637123355654001 13 1.2365714303681 "Const e Transp / Constr e Engenh" 1.04148898668919 "moderado" 0.884198202516861 "black" "red"
0.0187221186988481 1.06042569143527 2.16625620944116 0.458423469966751 13 0.678565018194136 "Consumo Cíclico / Tecid Vest Calç" 0.993062688369038 "arrojado" 0.410189640890373 "red" "green"
0.0289967120455908 1.04253017357993 1.0911691565693 0.90219988991756 13 0.776565331516557 "Utilidade Públ / Água Saneamento" 0.984452692938255 "conservador" 1.38255322835425 "green" "green"
0.0241347157317989 1.05239739982377 1.23735899341436 0.80433005782058 14 0.40554965164846 "Bens Indls / Mat Transporte" 0.995245030717791 "conservador" 0.776372746847931 "green" "green"
0.00421102547414962 1.05017073998401 1.59462760713912 0.633755840408259 14 0.455164634470696 "Cons N Básico / Alimentos Processados" 1.01060455930067 "moderado" 0.630182910002871 "black" "green"
0.0170417051994408 1.08331664760941 1.97150920784659 0.526369400318874 14 0.324459437612972 "Cons N Cíclico / Bebidas" 1.03774211945735 "moderado" 0.370143244248673 "black" "green"
0.0156469586660713 1.05523336377091 1.39990535120968 0.695221508847679 14 0.429124336069344 "Cons N Cíclico / Fumo" 0.973244310511934 "conservador" 0.747024844956143 "green" "green"
0.0516617009560286 1.05500130112145 0.968401133527276 0.982473426991027 14 0.524504362013946 "Cons N Cíclico / Pr Pessoal Limp" 0.951428380358537 "conservador" 0.467636552207551 "green" "green"
0.070605425433375 1.12450463466521 1.64951871308366 0.639238038074992 14 1.22916721554137 "Const e Transp / Constr e Engenh" 1.05443510591959 "moderado" 0.899140769889955 "black" "red"
0.0190962746505264 1.06051810056453 2.11316315115357 0.477714297218928 14 0.669557096334536 "Consumo Cíclico / Tecid Vest Calç" 1.00948824966226 "arrojado" 0.425034350193213 "red" "green"
0.0187207874511938 1.03308878054356 1.14078669849222 0.869097234713656 14 0.751156303240208 "Utilidade Públ / Água Saneamento" 0.991454565057707 "conservador" 1.32946017006666 "green" "green"
0.0247694831659971 1.04578585421281 1.1950501098226 0.820533155115114 15 0.392087789472061 "Bens Indls / Mat Transporte" 0.980578237133405 "conservador" 0.726755204925011 "green" "green"
0.00560904282568649 1.05884286637092 1.59740354074709 0.638711368600872 15 0.455960288874305 "Cons N Básico / Alimentos Processados" 1.02027980171845 "moderado" 0.672491793594631 "black" "green"
0.0134794839109946 1.06381991424089 1.90096104106454 0.557145553337481 15 0.305093856082424 "Cons N Cíclico / Bebidas" 1.05911199109689 "moderado" 0.372919177856643 "black" "green"
0.013476094280074 1.05047212238728 1.40282219869492 0.688327467328816 15 0.420289055575996 "Cons N Cíclico / Fumo" 0.965601051140313 "conservador" 0.676476678174093 "green" "green"
0.0510807922651601 1.05875471115185 0.987864621527032 0.969908746431472 15 0.462062494316721 "Cons N Cíclico / Pr Pessoal Limp" 0.958138536709284 "conservador" 0.464719704722311 "green" "green"
0.0644100543632329 1.10516352867644 1.63497895320763 0.632797639519398 15 1.21912390315372 "Const e Transp / Constr e Engenh" 1.03461082225368 "moderado" 0.879677281890199 "black" "red"
0.027411950601188 1.07524703449101 2.13660726487298 0.475849696176767 15 0.631162532141233 "Consumo Cíclico / Tecid Vest Calç" 1.01670391783888 "arrojado" 0.410494590317183 "red" "green"
0.0172852441745599 1.03167092564404 1.14492171208121 0.884631841898528 15 0.737378592075134 "Utilidade Públ / Água Saneamento" 1.01283420298802 "conservador" 1.35290428378607 "green" "green"
0.0193254344246155 1.03399083021095 1.28212107846565 0.76152655397352 16 0.430529845844159 "Bens Indls / Mat Transporte" 0.976369246660757 "conservador" 0.722620191336021 "green" "green"
0.00292669501698994 1.03556502886674 1.55866757071619 0.637167685448143 16 0.472278843498632 "Cons N Básico / Alimentos Processados" 0.993132608416312 "moderado" 0.585420824951581 "black" "green"
0.0116499719252306 1.06183064668152 1.9159943496395 0.550870530351755 16 0.32104287819154 "Cons N Cíclico / Bebidas" 1.05546482353688 "moderado" 0.334183207825743 "black" "green"
0.0202505965446173 1.0650476031168 1.38087288632521 0.703047654273207 16 0.419780142284947 "Cons N Cíclico / Fumo" 0.97081944358041 "conservador" 0.691509986749053 "green" "green"
0.0401484324631662 1.06176014041528 1.02795556352382 0.938801872002969 16 0.413815404449074 "Cons N Cíclico / Pr Pessoal Limp" 0.96504660737203 "conservador" 0.486669017092021 "green" "green"
0.0651968483169226 1.10689448377524 1.63782319858438 0.634216384811508 16 1.2441860593477 "Const e Transp / Constr e Engenh" 1.0387343079666 "moderado" 0.839586339893411 "black" "red"
0.0279899308571126 1.06827913642045 2.06066008087554 0.48743328324167 16 0.620678273613838 "Consumo Cíclico / Tecid Vest Calç" 1.00443430886621 "moderado" 0.413338835693933 "black" "green"
0.0189099896529574 1.03485206132614 1.18059991968764 0.867974658579506 16 0.697092766265174 "Utilidade Públ / Água Saneamento" 1.02473081220987 "conservador" 0.836175717985093 "green" "green"
0.018531084255841 1.04524574106905 1.27387078323168 0.774151668868239 17 0.437347643047204 "Bens Indls / Mat Transporte" 0.986169192761297 "conservador" 0.686941983729591 "green" "green"
0.00446871212217873 1.0403222390517 1.56338963359788 0.637506290699178 17 0.455706094033431 "Cons N Básico / Alimentos Processados" 0.996670726232531 "moderado" 0.593671120185551 "black" "green"
0.0139536366478676 1.06747838459096 1.87876050784092 0.56235862854718 17 0.333266413417147 "Cons N Cíclico / Bebidas" 1.05653718255802 "moderado" 0.338905270707433 "black" "green"
0.022698864636255 1.06820895069981 1.39002033951402 0.699702606852844 17 0.410676647525084 "Cons N Cíclico / Fumo" 0.972600855136437 "conservador" 0.654276144950473 "green" "green"
0.0341621610928329 1.05115050905777 1.04555538985454 0.921143658837277 17 0.400803360859514 "Cons N Cíclico / Pr Pessoal Limp" 0.963106717327649 "conservador" 0.477521563903211 "green" "green"
0.078122354767831 1.12055202838806 1.660128010901 0.632707835617717 17 1.23539518145435 "Const e Transp / Constr e Engenh" 1.05037600062552 "moderado" 0.821986513562691 "black" "red"
0.0252644701569618 1.06600803148762 2.1255186270333 0.473083074047205 17 0.56716727926403 "Consumo Cíclico / Tecid Vest Calç" 1.00554688602151 "moderado" 0.435643648010553 "black" "green"
0.0218107781367992 1.03972686862812 1.17851418245833 0.871007356604496 17 0.62986247971213 "Utilidade Públ / Água Saneamento" 1.02649452278394 "conservador" 0.901034264142853 "green" "green"
0.0182849916879257 1.04067228500815 1.31329423222538 0.745785104216776 18 0.430471966014134 "Bens Indls / Mat Transporte" 0.979435275847494 "conservador" 0.689027720958901 "green" "green"
0.00561013814221744 1.04449933589653 1.60093568985629 0.626512318319752 18 0.464976452324225 "Cons N Básico / Alimentos Processados" 1.0030059305327 "moderado" 0.554247671191851 "black" "green"
0.0112482256119491 1.06030128947561 1.88107177027246 0.557475318359181 18 0.332690775619498 "Cons N Cíclico / Bebidas" 1.04865108398911 "moderado" 0.376451326965843 "black" "green"
0.0300301540507596 1.0740033521657 1.42853629590369 0.681077105299612 18 0.345509058587481 "Cons N Cíclico / Fumo" 0.972943365229515 "conservador" 0.656587407382013 "green" "green"
0.0262459622682664 1.0566497535137 1.06314985103981 0.90786465299437 18 0.338621678695543 "Cons N Cíclico / Pr Pessoal Limp" 0.965196170595274 "conservador" 0.439005607513541 "green" "green"
0.0659851918902511 1.11665926023257 1.66627293158387 0.629531991613421 18 1.2080080531041 "Const e Transp / Constr e Engenh" 1.04897211719153 "moderado" 0.804392052377421 "black" "red"
0.0294076513332645 1.06689070280715 2.2183429446232 0.446048209624528 18 0.499521501816192 "Consumo Cíclico / Tecid Vest Calç" 0.989487898782382 "moderado" 0.441788568693423 "black" "green"
0.0198812387149315 1.04934696001159 1.21077961802726 0.848994087814812 18 0.485331791450311 "Utilidade Públ / Água Saneamento" 1.02794473735182 "conservador" 0.993858581732753 "green" "green"
0.00693491950700652 1.02382461823677 1.30408935735932 0.754764284808069 19 0.382529098670694 "Bens Indls / Mat Transporte" 0.984280071133125 "conservador" 0.656762285389971 "green" "green"
0.00649795815248908 1.04309431909809 1.50140758348353 0.665721531653529 19 0.505880137962732 "Cons N Básico / Alimentos Processados" 0.999519356112877 "moderado" 0.563452546057911 "black" "green"
0.00746785323349375 1.04700699757261 1.869339227798 0.553286065541942 19 0.360994401373 "Cons N Cíclico / Bebidas" 1.03427934651157 "moderado" 0.276923220593083 "black" "green"
0.0261690536315946 1.06700525708047 1.41243961912639 0.687821712413646 19 0.292530888148353 "Cons N Cíclico / Fumo" 0.971506637508395 "moderado" 0.644854864907553 "black" "green"
0.0297548200546008 1.07154314511363 1.07852971362778 0.91297045513634 19 0.302416226248353 "Cons N Cíclico / Pr Pessoal Limp" 0.984665763528824 "conservador" 0.187955256235943 "green" "green"
