"volatilidade" "risco" "distancia_euclidiana" "sse_volatilidade" "periodo" "sse" "a" "coeficiente_B" "setor" "b_volatilidade" "cor"
1.1738102076862 "arrojado" 0.0131967640641595 0.000174154581765091 2011 0.00614935512110403 1.04689939959517 0.823519271926956 "Cons N Cíclico / Pr Pessoal Limp" 0.966655327614168 "green"
1.19042633511942 "arrojado" 0.0298128914973794 0.000888808499434518 2011 0.0266588582524577 1.08958289343503 0.842858698503814 "Utilidade Públ / Água Saneamento" 1.00336119148342 "red"
1.32100095864352 "arrojado" 0.16038751502148 0.0257241549747653 2011 0.0609371497031637 1.08109000985291 0.73091534955865 "Const e Transp / Constr e Engenh" 0.965539877454239 "red"
0.906723846113853 "arrojado" 0.233504328162172 0.0545242712704675 2012 0.00847996504121254 1.0589702722959 1.1460864096439 "Cons N Cíclico / Bebidas" 1.03918387733113 "red"
0.9588340146454 "arrojado" 0.181394159630625 0.0329038411481008 2012 0.029774037666644 1.05498221266621 1.05677871186897 "Utilidade Públ / Água Saneamento" 1.01327537489312 "red"
1.10656230353259 "arrojado" 0.0336658707434354 0.0011333908529137 2012 0.00921561541879781 1.02665789057807 0.858662674427697 "Bens Indls / Mat Transporte" 0.95016374697217 "red"
1.14341530179856 "arrojado" 0.00318712752253458 1.01577818448974e-05 2012 0.00817765736792547 1.04446784333508 0.824895427506805 "Cons N Cíclico / Pr Pessoal Limp" 0.943198054194947 "red"
1.15021990400268 "arrojado" 0.00999172972665452 9.98346629305116e-05 2012 0.0635658429771296 1.07257181469392 0.856062740165976 "Consumo Cíclico / Tecid Vest Calç" 0.984660402813978 "red"
1.23620661142095 "arrojado" 0.0959784371449246 0.00921186039678224 2012 0.060349760375563 1.08380679509215 0.77564132944766 "Cons N Cíclico / Fumo" 0.958852939554531 "green"
1.23690831276066 "arrojado" 0.0966801384846345 0.00934704917740811 2012 0.0250272908848475 1.05973550491754 0.789094238949443 "Cons N Básico / Alimentos Processados" 0.976037223708115 "red"
1.35879275166745 "arrojado" 0.218564577391425 0.0477704744902921 2012 0.0353737978655645 1.07119462638473 0.688595753846449 "Const e Transp / Constr e Engenh" 0.935658919155538 "red"
1.06830106527626 "arrojado" 0.0551513459657007 0.00304167096182841 2013 0.0304813381593174 1.05462064453679 0.934680584970833 "Consumo Cíclico / Tecid Vest Calç" 0.998520264617383 "red"
1.08932264887779 "arrojado" 0.0341297623641705 0.00116484067903475 2013 0.0270271103593922 1.04352427886127 0.896712363552929 "Utilidade Públ / Água Saneamento" 0.976809087146943 "red"
1.10812433459979 "arrojado" 0.0153280766421706 0.000234949933548256 2013 0.041815163410882 1.09702236386312 0.931702066439147 "Cons N Cíclico / Bebidas" 1.03244173241813 "red"
1.1145722190665 "arrojado" 0.00888019217546065 7.88578130731126e-05 2013 0.00266859620485539 1.0310423460366 0.886449816497434 "Cons N Básico / Alimentos Processados" 0.988012339064632 "red"
1.13695429815033 "arrojado" 0.0135018869083694 0.000182300950086397 2013 0.038097946323769 1.06004823162631 0.877413666820439 "Bens Indls / Mat Transporte" 0.99757923974734 "red"
1.16932455587892 "arrojado" 0.0458721446369594 0.00210425365359413 2013 0.016710650778763 1.04651390840287 0.80172870669133 "Cons N Cíclico / Fumo" 0.937481063887222 "green"
1.23202718353928 "arrojado" 0.108574772297319 0.0117884811794148 2013 0.0252952974318008 1.02459273723478 0.727198739756451 "Cons N Cíclico / Pr Pessoal Limp" 0.895928615215451 "red"
1.3155507014838 "arrojado" 0.192098290241839 0.0369017531138379 2013 0.0873621191334112 1.095481807352 0.753903835733848 "Const e Transp / Constr e Engenh" 0.991798719950989 "red"
0.468272674680917 "conservador" 0.274986833668202 0.0756177586908635 2014 0.0051279470355145 1.03694960055918 2.51760731550446 "Const e Transp / Constr e Engenh" 1.17892671142752 "red"
1.10090210783044 "arrojado" 0.0447689610854165 0.00200425987666754 2014 0.00952100286770597 1.04253384091899 0.906016140281346 "Cons N Básico / Alimentos Processados" 0.997435078564133 "red"
1.19668223171239 "arrojado" 0.0510111627965335 0.00260213872985444 2014 0.018548506999576 1.07684154852348 0.79903436644781 "Cons N Cíclico / Bebidas" 0.956190228855657 "red"
1.20534797807109 "arrojado" 0.0596769091552336 0.003561333486322 2014 0.0386964277351497 1.07996523748232 0.817390722698901 "Utilidade Públ / Água Saneamento" 0.985240254899183 "red"
1.21279258414757 "arrojado" 0.0671215152317135 0.00450529780700115 2014 0.0305095453569347 1.05942674902167 0.790678747796381 "Consumo Cíclico / Tecid Vest Calç" 0.958929321770537 "red"
1.22190244404826 "arrojado" 0.0762313751324035 0.00581122255457723 2014 0.0211409529926526 1.04180078581297 0.758891743651052 "Cons N Cíclico / Fumo" 0.927291676335264 "green"
1.23079597841621 "arrojado" 0.0851249095003535 0.00724625021744337 2014 0.0174456440099601 1.03100710236266 0.742671565672135 "Cons N Cíclico / Pr Pessoal Limp" 0.914077176313332 "red"
1.24724685691809 "arrojado" 0.101575788002233 0.0103176407082747 2014 0.0292340719664039 1.05531522396399 0.743346787610484 "Bens Indls / Mat Transporte" 0.927136944447332 "red"
