"coeficiente_B" "risco" "distancia_euclidiana" "sse_coeficiente_b" "periodo" "sse" "a" "volatilidade" "setor" "b_volatilidade" "cor"
0.69567452845372 "conservador" 0.19522533943689 0.0381129331582488 2008 0.0650058564114133 1.08543394979709 1.36552898848696 "Cons N Cíclico / Pr Pessoal Limp" 0.949963735155549 "green"
0.914617237992513 "conservador" 0.0237173701019032 0.000562513644550653 2008 0.0944308891881423 1.13658247309294 1.10277192959094 "Cons N Cíclico / Fumo" 1.00861421637814 "green"
0.923796175931291 "conservador" 0.0328963080406812 0.00108216708270739 2008 0.0165477982288428 1.03546759439704 1.07148720273062 "Const e Transp / Constr e Engenh" 0.989835780441863 "green"
0.990361317733037 "conservador" 0.0994614498424272 0.00989258000475767 2008 0.0122748385584646 1.03380079516116 1.03292072530493 "Cons N Básico / Alimentos Processados" 1.02296473062676 "green"
1.00314980091428 "conservador" 0.11224993302367 0.0126000474638185 2008 0.00581834117630385 1.0281578624185 1.02053197949511 "Bens Indls / Mat Transporte" 1.02374645205718 "green"
1.01104772050709 "conservador" 0.12014785261648 0.0144355064883514 2008 0.0129952604623517 1.04260713152978 1.03322364885308 "Utilidade Públ / Água Saneamento" 1.04463841494692 "green"
1.03920597425387 "conservador" 0.14830610636326 0.0219947011846306 2008 0.0181402478775938 1.01412663423158 0.925772764738051 "Consumo Cíclico / Tecid Vest Calç" 0.962068587917308 "green"
1.75905016259812 "conservador" 0.86815029470751 0.753684934200737 2008 0.187715294108005 1.23169845195197 0.569139722842045 "Cons N Cíclico / Bebidas" 1.00114532200635 "green"
0.721305522298522 "conservador" 0.17236710224487 0.0297104179362936 2009 0.0541827009662542 1.06420974837648 1.30693036904807 "Cons N Básico / Alimentos Processados" 0.942696092454017 "green"
0.778305864803583 "conservador" 0.115366759739809 0.0133094892528629 2009 0.00814609279643165 1.03795164704518 1.14740628193056 "Utilidade Públ / Água Saneamento" 0.893033038539031 "green"
0.822180348286055 "conservador" 0.0714922762573373 0.00511114556445544 2009 0.0134455303991332 1.03530322842203 1.17175308025841 "Const e Transp / Constr e Engenh" 0.963392355632117 "green"
0.882927398108991 "conservador" 0.0107452264344013 0.000115459891126557 2009 0.0289098153862102 1.07060349490223 1.13487596089828 "Cons N Cíclico / Pr Pessoal Limp" 1.00201307933236 "green"
1.01587707968851 "conservador" 0.122204455145118 0.0149339288573151 2009 0.0199269694858814 1.06688419565461 1.03544143093615 "Bens Indls / Mat Transporte" 1.05188121704791 "green"
1.16601045899087 "conservador" 0.272337834447478 0.0741678960715417 2009 0.00662789164024191 1.05000987713921 0.832594058482347 "Consumo Cíclico / Tecid Vest Calç" 0.970813380284069 "green"
1.27188284780884 "conservador" 0.378210223265448 0.1430429729825 2009 0.0624617353430477 1.14012827360795 0.846242677501385 "Cons N Cíclico / Fumo" 1.07632154659784 "green"
1.55086659237056 "conservador" 0.657193967827168 0.431903911348416 2009 0.0611709171523634 1.16772810151406 0.646542932770977 "Cons N Cíclico / Bebidas" 1.00270183496779 "green"
0.736004713269571 "conservador" 0.144888799123018 0.0209927641113103 2010 0.0408059259304695 1.07436660788614 1.2697065537858 "Cons N Cíclico / Pr Pessoal Limp" 0.934510008055615 "green"
0.749775514007452 "conservador" 0.131117998385137 0.0171919295005248 2010 0.0468079836932267 1.07211370043995 1.29885403766449 "Cons N Básico / Alimentos Processados" 0.973848953710546 "green"
0.776933110999289 "conservador" 0.1039604013933 0.0108077650578561 2010 0.04637710584737 1.0758110553176 1.25774529920736 "Const e Transp / Constr e Engenh" 0.977183968157907 "green"
0.954107248950024 "conservador" 0.0732137365574348 0.00536025122070146 2010 0.0438155418155188 1.12640244627135 1.07007398399247 "Cons N Cíclico / Bebidas" 1.02096534504005 "green"
0.979621142337489 "conservador" 0.0987276299448998 0.00974714491453708 2010 0.0248352418968517 1.09261913594685 1.0514941049 "Utilidade Públ / Água Saneamento" 1.03006585620327 "green"
