"coeficiente_B" "volatilidade" "risco" "cor"
0.626302072319437 1.57143449707001 "arrojado" "red"
1.14875884039771 0.881941297047777 "moderado" "black"
1.8273988288997 0.57394999888514 "conservador" "green"
