"coeficiente_B" "risco" "distancia_euclidiana" "periodo" "sse" "a" "volatilidade" "i" "b_volatilidade" "cor"
0.896712363552929 "moderado" 0.0311322416471899 2013 0.0270271103593922 1.04352427886127 1.08932264887779 48 0.976809087146943 "black"
0.931702066439147 "moderado" 0.0661219445334078 2013 0.041815163410882 1.09702236386312 1.10812433459979 43 1.03244173241813 "black"
0.934680584970833 "moderado" 0.0691004630650938 2013 0.0304813381593174 1.05462064453679 1.06830106527626 47 0.998520264617383 "black"
0.742671565672135 "arrojado" 0.0403924338770675 2014 0.0174456440099601 1.03100710236266 1.23079597841621 53 0.914077176313332 "red"
0.743346787610484 "arrojado" 0.0397172119387185 2014 0.0292340719664039 1.05531522396399 1.24724685691809 49 0.927136944447332 "red"
0.758891743651052 "arrojado" 0.0241722558981504 2014 0.0211409529926526 1.04180078581297 1.22190244404826 52 0.927291676335264 "red"
0.790678747796381 "arrojado" 0.00761474824717856 2014 0.0305095453569347 1.05942674902167 1.21279258414757 55 0.958929321770537 "red"
0.79903436644781 "arrojado" 0.0159703668986075 2014 0.018548506999576 1.07684154852348 1.19668223171239 51 0.956190228855657 "red"
0.817390722698901 "arrojado" 0.0343267231496985 2014 0.0386964277351497 1.07996523748232 1.20534797807109 56 0.985240254899183 "red"
0.906016140281346 "moderado" 0.0560060092116602 2014 0.00952100286770597 1.04253384091899 1.10090210783044 50 0.997435078564133 "black"
