"","colunas","faixa_temporal_por_setores","coeficiente_B","sse","volatilidade","mape","b_volatilidade"
"89","Telecomunicação / Telefonia Fixa","2011.1",1.3482,0.172419225684493,0.779314586690137,0.192402518032825,1.05067192577564
"90","Telecomunicação / Telefonia Móvel","2011.1",1.1242,0.0266642411405381,0.865162115221224,0.066168352560786,0.9726152499317
"91","Utilidade Públ / Água Saneamento","2011.1",0.6647,0.0948280679286689,1.35216245846137,0.0914839859060899,0.898782386139273
"92","Bens Indls / Mat Transporte","2011.2",1.6366,0.0953231807957599,0.698472544021532,0.127949121291172,1.14312016554564
"93","Cons N Cíclico / Bebidas","2011.2",3.0592,0.0419327591427801,0.431532345855039,0.0820650004087792,1.32014375243974
"94","Cons N Cíclico / Fumo","2011.2",1.8703,0.0198676881769097,0.616291511858635,0.0527336094888443,1.1526500146292
"95","Cons N Cíclico / Pr Pessoal Limp","2011.2",0.925099999999999,0.0583076118216373,1.08068140834259,0.0767831644895731,0.999738370857729
"96","Consumo Cíclico / Comércio","2011.2",0.581,0.381904442592848,1.43035107043184,0.209101085445425,0.831033971920899
"97","Consumo Cíclico / Tecid Vest Calç","2011.2",1,0.0873310408114912,1.00293463559464,0.115300655651241,1.00293463559464
"98","Mats Básicos / Mineração","2011.2",1.3276,0.0231957415336235,0.822368608555793,0.0730467010411026,1.09177656471867
"99","Mats Básicos / Químicos","2011.2",1.2242,0.0699792158950024,0.868391525269298,0.131715093806754,1.06308490523467
"100","Mats Básicos / Sid Metalurgia","2011.2",0.6081,0.254665561821284,1.37671943525969,0.168724485408981,0.837183088581418
"101","Petróleo, Gás e Biocombustíveis","2011.2",0.866899999999999,0.0163492880866851,1.13736289271602,0.0476395230160028,0.985979891695517
"102","Telecomunicação / Telefonia Fixa","2011.2",0.66,0.318770468110534,1.29396142487631,0.231631383178882,0.854014540418365
"103","Telecomunicação / Telefonia Móvel","2011.2",1.8141,0.0644499655287276,0.613791939934768,0.102925537880026,1.11347995823566
"104","Utilidade Públ / Água Saneamento","2011.2",0.6734,0.07228267915675,1.36625022382461,0.0978261012445882,0.920032900723492
"105","Bens Indls / Mat Transporte","2012.1",0.743799999999999,0.199774442421514,1.19904536974827,0.14940031531234,0.891849946018762
"106","Cons N Cíclico / Bebidas","2012.1",0.910599999999999,0.0228862750352283,1.061004209517,0.0459107829865591,0.966150433186179
"107","Cons N Cíclico / Fumo","2012.1",0.740599999999999,0.108895461743349,1.20291532412496,0.138385493795457,0.890879089046944
"108","Cons N Cíclico / Pr Pessoal Limp","2012.1",0.718799999999999,0.0242542569502673,1.20522251002456,0.0468816186243707,0.866313940205652
"109","Consumo Cíclico / Comércio","2012.1",0.802899999999999,0.20901184041897,1.14644298179585,0.166126906240162,0.920479070083887
"110","Consumo Cíclico / Tecid Vest Calç","2012.1",0.817899999999999,0.0579155632913797,1.15086519265596,0.090269123047312,0.941292641073309
"111","Mats Básicos / Mineração","2012.1",0.963399999999999,0.0174869677532982,1.03127298205204,0.0517322060098887,0.993528390908934
"112","Mats Básicos / Químicos","2012.1",0.799399999999999,0.0143061791490095,1.11182435772134,0.0374241927976856,0.888792391562438
"113","Mats Básicos / Sid Metalurgia","2012.1",0.779399999999999,0.213283777922974,1.18643321100233,0.156458730746142,0.924706044655215
"114","Petróleo, Gás e Biocombustíveis","2012.1",0.915099999999999,0.0179169955010841,1.05915726676423,0.0538343022140307,0.969234814815946
"115","Telecomunicação / Telefonia Fixa","2012.1",0.953099999999999,0.159448842105791,0.991718305186751,0.139612387398027,0.945206716673491
"116","Telecomunicação / Telefonia Móvel","2012.1",0.6621,0.0791460635058192,1.2982299360554,0.120429717917202,0.85955804066228
"117","Utilidade Públ / Água Saneamento","2012.1",1.1123,0.0182497313648172,0.893354547184758,0.067183270216139,0.993678262833606
"118","Bens Indls / Mat Transporte","2012.2",0.833899999999999,0.26257690252105,1.10136069986612,0.200955231087696,0.918424687618356
"119","Cons N Cíclico / Bebidas","2012.2",0.924399999999999,0.0427607634399954,1.04117751285735,0.0692540682852222,0.962464492885333
"120","Cons N Cíclico / Fumo","2012.2",0.873699999999999,0.08854580984268,1.10325760964601,0.104934347155588,0.963916173547718
"121","Cons N Cíclico / Pr Pessoal Limp","2012.2",0.848299999999999,0.0142355875935143,1.09803751677951,0.0533964253059947,0.931465225484057
"122","Consumo Cíclico / Comércio","2012.2",0.872599999999999,0.12831821149805,1.08522706266424,0.140904438695357,0.946969134880815
"123","Consumo Cíclico / Tecid Vest Calç","2012.2",1.0011,0.0553945280201806,0.944526320581825,0.09888352899656,0.945565299534465
"124","Mats Básicos / Mineração","2012.2",0.885099999999999,0.020331026740419,1.0997931301175,0.0568974471852538,0.973426899466998
"125","Mats Básicos / Químicos","2012.2",0.787399999999999,0.0395111971666732,1.19109519932739,0.0621218014271927,0.937868359950386
"126","Mats Básicos / Sid Metalurgia","2012.2",0.821199999999999,0.262526115024307,1.15557289293163,0.177861528302411,0.948956459675454
"127","Petróleo, Gás e Biocombustíveis","2012.2",0.936399999999999,0.0658585896550927,1.08584794187852,0.0825240191305973,1.01678801277505
"128","Telecomunicação / Telefonia Fixa","2012.2",1.1793,0.133691202538497,0.872146553871958,0.142653373035378,1.0285224309812
"129","Telecomunicação / Telefonia Móvel","2012.2",1.0801,0.0150563511826183,0.950572646866206,0.0437118151449028,1.02671351588019
"130","Utilidade Públ / Água Saneamento","2012.2",0.841199999999999,0.061100653045576,1.09722194307872,0.103534059842521,0.922983098517818
"131","Bens Indls / Mat Transporte","2013.1",0.703199999999999,0.203942086679433,1.23693348519355,0.169154956876401,0.869811626788103
"132","Cons N Cíclico / Bebidas","2013.1",0.816499999999999,0.0285250649317437,1.14779595601552,0.0512926206687,0.937175398086671
"133","Cons N Cíclico / Fumo","2013.1",0.846199999999999,0.0410938571333034,1.08639995614611,0.0795111311585084,0.919311642890837
"134","Cons N Cíclico / Pr Pessoal Limp","2013.1",0.5369,0.10743076380004,1.49596872148445,0.133211285939648,0.803185606565001
"135","Consumo Cíclico / Comércio","2013.1",0.6062,0.427533044761084,1.39121841242294,0.218823469214471,0.843356601610786
"136","Consumo Cíclico / Tecid Vest Calç","2013.1",0.7421,0.0355980390941639,1.21306491618838,0.0730579130036942,0.900215474303397
"137","Mats Básicos / Mineração","2013.1",0.6808,0.123217054466464,1.33409619478604,0.134138048582123,0.908252689410336
"138","Mats Básicos / Químicos","2013.1",0.755499999999999,0.0346931627929462,1.17129058487824,0.0716604986087341,0.884910036875509
"139","Mats Básicos / Sid Metalurgia","2013.1",0.752199999999999,0.277975050058727,1.20546705672403,0.201612913328297,0.906752320067814
"140","Petróleo, Gás e Biocombustíveis","2013.1",0.872499999999999,0.0303592118149278,1.0868772245128,0.0641984591603529,0.948300378387417
"141","Telecomunicação / Telefonia Fixa","2013.1",0.814999999999999,0.151721955185562,1.13716114688857,0.133082668717578,0.926786334714183
"142","Telecomunicação / Telefonia Móvel","2013.1",0.769699999999999,0.100419642360756,1.14753913268938,0.131641841309734,0.883260870431015
"143","Utilidade Públ / Água Saneamento","2013.1",0.981299999999999,0.023361480328149,1.02341503061263,0.0557078578610525,1.00427716954017
"144","Bens Indls / Mat Transporte","2013.2",0.708299999999999,0.185982000988742,1.22261642197637,0.154490078403306,0.865979211685862
"145","Cons N Cíclico / Bebidas","2013.2",0.775899999999999,0.148763100014127,1.1726195748143,0.153614665442273,0.909835528098414
"146","Cons N Cíclico / Fumo","2013.2",0.6937,0.0358167183547781,1.26243916360854,0.0728047293376149,0.875754047795244
"147","Cons N Cíclico / Pr Pessoal Limp","2013.2",0.757399999999999,0.0174405148473273,1.15897206467624,0.0516041909097825,0.877805441785783
"148","Consumo Cíclico / Comércio","2013.2",0.776899999999999,0.160455256873759,1.19412096461817,0.151994482205909,0.927712577411855
"149","Consumo Cíclico / Tecid Vest Calç","2013.2",0.854099999999999,0.0366821315735526,1.13263302055185,0.0738722205059907,0.967381862853334
"150","Mats Básicos / Mineração","2013.2",0.6938,0.0788146630425029,1.30667857923809,0.115720908027709,0.906573598275387
"151","Mats Básicos / Químicos","2013.2",0.789899999999999,0.0651745982178317,1.163441215169,0.105521718832125,0.919002215861992
"152","Mats Básicos / Sid Metalurgia","2013.2",0.848799999999999,0.170401695537724,1.09487782786589,0.132262817697848,0.929332300292566
"153","Petróleo, Gás e Biocombustíveis","2013.2",0.925199999999999,0.0774329981815862,1.07943442291921,0.0952086658804693,0.998692728084852
"154","Telecomunicação / Telefonia Fixa","2013.2",0.711899999999999,0.192577653758251,1.22275224490791,0.163109851591234,0.87047732314994
"155","Telecomunicação / Telefonia Móvel","2013.2",0.8321,0.00847232586094237,1.13106459042881,0.032274561037634,0.941158845695813
"156","Utilidade Públ / Água Saneamento","2013.2",0.778399999999999,0.0595175839300003,1.14263531282832,0.106471339554909,0.889427327505563
"157","Bens Indls / Mat Transporte","2014.1",0.752899999999999,0.408580270903088,1.16643197566523,0.247814451959601,0.87820663447835
"158","Cons N Cíclico / Bebidas","2014.1",0.800799999999999,0.0561992892796131,1.13422900633827,0.0716360968498727,0.908290588275685
"159","Cons N Cíclico / Fumo","2014.1",0.789099999999999,0.00853985428092205,1.12836213575316,0.0361451837912924,0.890390561322817
"160","Cons N Cíclico / Pr Pessoal Limp","2014.1",0.6737,0.0436247958071273,1.29638710724971,0.0789002032775393,0.87337599415413
"161","Consumo Cíclico / Comércio","2014.1",0.7005,0.164916120574218,1.24827926167418,0.145592609069788,0.874419622802763
"162","Consumo Cíclico / Tecid Vest Calç","2014.1",0.749599999999999,0.0874034790359669,1.24145653103901,0.119568719105026,0.930595815666841
"163","Mats Básicos / Mineração","2014.1",0.724799999999999,0.0278267082370435,1.24244745054437,0.0662401115302848,0.900525912154558
"164","Mats Básicos / Químicos","2014.1",0.831299999999999,0.0317063025557721,1.10443037249015,0.0625624141927735,0.918112968651061
"165","Mats Básicos / Sid Metalurgia","2014.1",0.741899999999999,0.258078420961272,1.21352703434449,0.165200005603347,0.900315706780176
"166","Petróleo, Gás e Biocombustíveis","2014.1",0.6906,0.0938004593646071,1.28366504386038,0.124758097726764,0.886499079289978
"167","Telecomunicação / Telefonia Fixa","2014.1",0.754799999999999,0.283915124372127,1.17892190895604,0.201777860674683,0.889850256880018
"168","Telecomunicação / Telefonia Móvel","2014.1",0.838399999999999,0.050001647361081,1.11730981841394,0.0973770998409771,0.936752551758246
"169","Utilidade Públ / Água Saneamento","2014.1",0.779099999999999,0.0344124469435153,1.16267260223985,0.0628204618671119,0.905838224405066
