"","colunas","faixa_temporal_por_setores","coeficiente_B","sse","volatilidade","mape","b_volatilidade"
"151","Mats Básicos / Químicos","2010.4",0.785999999999999,0.0878255343216938,1.10382364938519,0.109064735629269,0.867605388416758
"152","Mats Básicos / Sid Metalurgia","2010.4",0.5947,0.39443205870619,1.402989761369,0.211152769475724,0.834358011086144
"153","Petróleo, Gás e Biocombustíveis","2010.4",0.6781,0.0950756121628247,1.31627445105266,0.108684375864037,0.892565705258809
"154","Telecomunicação / Telefonia Fixa","2010.4",0.5673,0.319081016347779,1.41593283795235,0.205955309034444,0.803258698970368
"155","Telecomunicação / Telefonia Móvel","2010.4",0.6463,0.0790137467129197,1.24373062949848,0.0842645152339066,0.803823105844868
"156","Utilidade Públ / Água Saneamento","2010.4",1.1104,0.0282886854134832,0.92079892893783,0.0452195876807056,1.02245513069257
"157","Bens Indls / Mat Transporte","2011.1",0.871299999999999,0.316089316335441,1.07407991988135,0.216834933241116,0.935845834192619
"158","Cons N Cíclico / Bebidas","2011.1",0.6422,0.131890697711713,1.33472366488822,0.133135596127104,0.857159537591215
"159","Cons N Cíclico / Fumo","2011.1",1.0611,0.0707737196526305,0.949783003470271,0.125556262502504,1.0078147449823
"160","Cons N Cíclico / Pr Pessoal Limp","2011.1",0.6443,0.0933332793878229,1.34071559093645,0.099617185925623,0.863823055240355
"161","Consumo Cíclico / Comércio","2011.1",0.6476,0.146459533923907,1.33201562943253,0.0954669808833763,0.862613321620506
"162","Consumo Cíclico / Tecid Vest Calç","2011.1",0.811899999999999,0.0176420805667335,1.15708050100077,0.0388325280952954,0.939433658762524
"163","Mats Básicos / Mineração","2011.1",0.817699999999999,0.118917937730765,1.16298526977883,0.144100510742749,0.950973055098148
"164","Mats Básicos / Químicos","2011.1",0.582,0.100426082172426,1.4639130293735,0.114149897062948,0.851997383095377
"165","Mats Básicos / Sid Metalurgia","2011.1",0.7036,0.319207676547527,1.22413893606681,0.222666831030314,0.861304155416608
"166","Petróleo, Gás e Biocombustíveis","2011.1",0.733899999999999,0.209141866966626,1.28460595254553,0.190731226886534,0.942772308573163
"167","Telecomunicação / Telefonia Fixa","2011.1",0.778499999999999,0.321740435991075,1.14826615232002,0.246379032888249,0.893925199581134
"168","Telecomunicação / Telefonia Móvel","2011.1",0.6616,0.0555082146793895,1.22649485567718,0.0990902652316994,0.811448996516022
"169","Utilidade Públ / Água Saneamento","2011.1",0.6689,0.0947439681211463,1.3287125491428,0.0803926332776291,0.888775824121619
"170","Bens Indls / Mat Transporte","2011.2",0.6698,0.319149322826,1.34169173875553,0.171425607165966,0.898665126618454
"171","Cons N Cíclico / Bebidas","2011.2",1.4989,0.0788899456224077,0.772807638758541,0.0948371041796721,1.15836136973518
"172","Cons N Cíclico / Fumo","2011.2",0.4555,0.186018977053113,1.48999545692506,0.138463848330208,0.678692930629365
"173","Cons N Cíclico / Pr Pessoal Limp","2011.2",0.787999999999999,0.0335145841116777,1.2173503392222,0.0641448009465496,0.959272067307092
"174","Consumo Cíclico / Comércio","2011.2",0.880499999999999,0.139877033162482,1.11364446200912,0.141821935244722,0.980563948799029
"175","Consumo Cíclico / Tecid Vest Calç","2011.2",0.738299999999999,0.0641593348486568,1.21575285048406,0.104652551806216,0.89759032951238
"176","Mats Básicos / Mineração","2011.2",0.802299999999999,0.0283310486655912,1.19109455086497,0.0489635331333767,0.955615158158964
"177","Mats Básicos / Químicos","2011.2",0.7441,0.0986772834895258,1.24100239025763,0.115450016134377,0.923429878590702
"178","Mats Básicos / Sid Metalurgia","2011.2",0.6435,0.358824553682196,1.34803799089943,0.199175411794394,0.867462447143783
"179","Petróleo, Gás e Biocombustíveis","2011.2",0.753399999999999,0.124325171562385,1.2484506026299,0.146116481066435,0.940582684021365
"180","Telecomunicação / Telefonia Fixa","2011.2",0.722899999999999,0.313489073353144,1.2320049683599,0.22716785804685,0.89061639162737
"181","Telecomunicação / Telefonia Móvel","2011.2",1.081,0.0521044651944706,0.963649969298314,0.0661295528997583,1.04170561681148
"182","Utilidade Públ / Água Saneamento","2011.2",0.6593,0.140690491152983,1.36990204283364,0.124635987280383,0.903176416840219
"183","Bens Indls / Mat Transporte","2011.3",0.5746,0.30121730103726,1.48118004849537,0.189981444848887,0.85108605586544
"184","Cons N Cíclico / Bebidas","2011.3",0.6623,0.0944432558331309,1.37959067247383,0.0816850963491747,0.913702902379418
"185","Cons N Cíclico / Fumo","2011.3",1.5106,0.0456746328734588,0.82290057723795,0.0879021109082331,1.24307361197565
"186","Cons N Cíclico / Pr Pessoal Limp","2011.3",0.5624,0.147452113584068,1.50007118442921,0.12783441656524,0.843640034122988
"187","Consumo Cíclico / Comércio","2011.3",0.3792,0.887906493188196,1.84749407284416,0.343492145495298,0.700569752422505
"188","Consumo Cíclico / Tecid Vest Calç","2011.3",0.890799999999999,0.197953172101453,1.122092324713,0.201560732066365,0.999559842854339
"189","Mats Básicos / Mineração","2011.3",0.727299999999999,0.0990149818484297,1.30417503180379,0.102674649620577,0.948526500630895
"190","Mats Básicos / Químicos","2011.3",0.711599999999999,0.111436045543172,1.42480854099279,0.101155475924425,1.01389375777047
"191","Mats Básicos / Sid Metalurgia","2011.3",0.4752,0.532576431763835,1.63944340490192,0.248484385732046,0.779063506009392
"192","Petróleo, Gás e Biocombustíveis","2011.3",0.936699999999999,0.0722955084284017,1.09391872348348,0.117289029405489,1.02467366828697
"193","Telecomunicação / Telefonia Fixa","2011.3",0.6537,0.421960946997873,1.34679873894071,0.267446040537226,0.880402335645542
"194","Telecomunicação / Telefonia Móvel","2011.3",0.6706,0.274335996595822,1.31622653937438,0.253097719491608,0.882661517304459
"195","Utilidade Públ / Água Saneamento","2011.3",0.6988,0.173663027330681,1.39165380387525,0.139165586340567,0.972487678148025
"196","Bens Indls / Mat Transporte","2011.4",0.737599999999999,0.297898577660499,1.24326283314236,0.20861298445223,0.917030665725804
"197","Cons N Cíclico / Bebidas","2011.4",0.5203,0.174759983274121,1.45683879497563,0.151328169833529,0.75799322502582
"198","Cons N Cíclico / Fumo","2011.4",0.816299999999999,0.0892016298093135,1.08884827538567,0.0682110126864477,0.888826847197321
