"volatilidade" "risco" "distancia_euclidiana" "sse_volatilidade" "periodo" "sse" "a" "coeficiente_B" "setor" "b_volatilidade" "cor"
0.925772764738051 "conservador" 0.0344464820084522 0.00118656012275862 2008 0.0181402478775938 1.01412663423158 1.03920597425387 "Consumo Cíclico / Tecid Vest Calç" 0.962068587917308 "red"
1.02053197949511 "moderado" 0.0696384913645554 0.00484951947953125 2008 0.00581834117630385 1.0281578624185 1.00314980091428 "Bens Indls / Mat Transporte" 1.02374645205718 "black"
1.03292072530493 "moderado" 0.0572497455547354 0.00327753336608194 2008 0.0122748385584646 1.03380079516116 0.990361317733037 "Cons N Básico / Alimentos Processados" 1.02296473062676 "red"
1.03322364885308 "moderado" 0.0569468220065854 0.00324294053664972 2008 0.0129952604623517 1.04260713152978 1.01104772050709 "Utilidade Públ / Água Saneamento" 1.04463841494692 "red"
1.07148720273062 "moderado" 0.0186832681290454 0.000349064507981804 2008 0.0165477982288428 1.03546759439704 0.923796175931291 "Const e Transp / Constr e Engenh" 0.989835780441863 "red"
1.10277192959094 "moderado" 0.0126014587312746 0.000158796762156017 2008 0.0944308891881423 1.13658247309294 0.914617237992513 "Cons N Cíclico / Fumo" 1.00861421637814 "red"
1.36552898848696 "arrojado" 0.122838736913063 0.0150893552863967 2008 0.0650058564114133 1.08543394979709 0.69567452845372 "Cons N Cíclico / Pr Pessoal Limp" 0.949963735155549 "red"
0.832594058482347 "conservador" 0.182729109516188 0.0333899274645792 2009 0.00662789164024191 1.05000987713921 1.16601045899087 "Consumo Cíclico / Tecid Vest Calç" 0.970813380284069 "red"
0.846242677501385 "conservador" 0.16908049049715 0.028588212266757 2009 0.0624617353430477 1.14012827360795 1.27188284780884 "Cons N Cíclico / Fumo" 1.07632154659784 "black"
1.03544143093615 "conservador" 0.0201182629376144 0.00040474450362699 2009 0.0199269694858814 1.06688419565461 1.01587707968851 "Bens Indls / Mat Transporte" 1.05188121704791 "red"
1.13487596089828 "moderado" 0.00335699011783941 1.12693826512714e-05 2009 0.0289098153862102 1.07060349490223 0.882927398108991 "Cons N Cíclico / Pr Pessoal Limp" 1.00201307933236 "red"
1.14740628193056 "moderado" 0.00917333091444061 8.41500000658319e-05 2009 0.00814609279643165 1.03795164704518 0.778305864803583 "Utilidade Públ / Água Saneamento" 0.893033038539031 "red"
1.17175308025841 "moderado" 0.0335201292422906 0.00112359906441987 2009 0.0134455303991332 1.03530322842203 0.822180348286055 "Const e Transp / Constr e Engenh" 0.963392355632117 "red"
1.30693036904807 "arrojado" 0.0395698863639709 0.00156577590685757 2009 0.0541827009662542 1.06420974837648 0.721305522298522 "Cons N Básico / Alimentos Processados" 0.942696092454017 "red"
0.912236816905008 "conservador" 0.0524180900219497 0.00274765616154923 2010 0.0460377096616709 1.1077154894009 1.1815833153882 "Bens Indls / Mat Transporte" 1.0778838025378 "red"
1.0514941049 "moderado" 0.0712389972085821 0.00507499472328436 2010 0.0248352418968517 1.09261913594685 0.979621142337489 "Utilidade Públ / Água Saneamento" 1.03006585620327 "black"
1.05239233633133 "moderado" 0.0703407657772521 0.00494782333013024 2010 0.0531025032887758 1.11114525496972 0.990146983764755 "Cons N Cíclico / Fumo" 1.04202309755561 "red"
1.07007398399247 "moderado" 0.052659118116112 0.00277298272076664 2010 0.0438155418155188 1.12640244627135 0.954107248950024 "Cons N Cíclico / Bebidas" 1.02096534504005 "red"
1.25774529920736 "arrojado" 0.00566284010437568 3.20677580477255e-05 2010 0.04637710584737 1.0758110553176 0.776933110999289 "Const e Transp / Constr e Engenh" 0.977183968157907 "red"
1.2697065537858 "arrojado" 0.00629841447406454 3.96700248871057e-05 2010 0.0408059259304695 1.07436660788614 0.736004713269571 "Cons N Cíclico / Pr Pessoal Limp" 0.934510008055615 "red"
1.29885403766449 "arrojado" 0.0354458983527544 0.00125641171003379 2010 0.0468079836932267 1.07211370043995 0.749775514007452 "Cons N Básico / Alimentos Processados" 0.973848953710546 "red"
1.00550126196149 "moderado" 0.0905019836855889 0.0081906090510266 2011 0.0440415537997113 1.05137223619304 1.0097080200138 "Cons N Básico / Alimentos Processados" 1.01526268833651 "red"
1.01341756816474 "moderado" 0.082585677482339 0.00682039412521692 2011 0.0601915855692173 1.12659788984626 0.976873803584543 "Cons N Cíclico / Bebidas" 0.989981074432491 "black"
1.05561208761907 "moderado" 0.040391158028009 0.00163144564684359 2011 0.0363281087562845 1.0657185623089 0.965265875930175 "Bens Indls / Mat Transporte" 1.0189463263981 "red"
1.06664728094516 "moderado" 0.029355964701919 0.000861772663580316 2011 0.0266809302533819 1.01848375323684 0.85260197126568 "Cons N Cíclico / Fumo" 0.909425574379024 "red"
1.15217293637912 "moderado" 0.056169690732041 0.00315503415693314 2011 0.0278302136893018 1.05055971148026 0.838485650634298 "Consumo Cíclico / Tecid Vest Calç" 0.966080474203076 "red"
1.1738102076862 "moderado" 0.0778069620391211 0.00605392334175723 2011 0.00614935512110403 1.04689939959517 0.823519271926956 "Cons N Cíclico / Pr Pessoal Limp" 0.966655327614168 "red"
1.19042633511942 "arrojado" 0.071637345029232 0.00513190920283723 2011 0.0266588582524577 1.08958289343503 0.842858698503814 "Utilidade Públ / Água Saneamento" 1.00336119148342 "red"
1.32100095864352 "arrojado" 0.0589372784948681 0.00347360279638164 2011 0.0609371497031637 1.08109000985291 0.73091534955865 "Const e Transp / Constr e Engenh" 0.965539877454239 "red"
0.906723846113853 "conservador" 0.0275122667071552 0.000756924819365642 2012 0.00847996504121254 1.0589702722959 1.1460864096439 "Cons N Cíclico / Bebidas" 1.03918387733113 "black"
0.9588340146454 "conservador" 0.0796224352387022 0.00633973219334132 2012 0.029774037666644 1.05498221266621 1.05677871186897 "Utilidade Públ / Água Saneamento" 1.01327537489312 "red"
1.10656230353259 "moderado" 0.0309192401764919 0.000955999413091594 2012 0.00921561541879781 1.02665789057807 0.858662674427697 "Bens Indls / Mat Transporte" 0.95016374697217 "red"
1.14341530179856 "moderado" 0.0677722384424619 0.00459307630350192 2012 0.00817765736792547 1.04446784333508 0.824895427506805 "Cons N Cíclico / Pr Pessoal Limp" 0.943198054194947 "red"
1.15021990400268 "moderado" 0.0745768406465819 0.00556170516082567 2012 0.0635658429771296 1.07257181469392 0.856062740165976 "Consumo Cíclico / Tecid Vest Calç" 0.984660402813978 "red"
1.23620661142095 "arrojado" 0.00753929658548569 5.68409930039162e-05 2012 0.060349760375563 1.08380679509215 0.77564132944766 "Cons N Cíclico / Fumo" 0.958852939554531 "red"
1.23690831276066 "arrojado" 0.00683759524577576 4.67527087450553e-05 2012 0.0250272908848475 1.05973550491754 0.789094238949443 "Cons N Básico / Alimentos Processados" 0.976037223708115 "red"
1.35879275166745 "arrojado" 0.115046843661014 0.0132357762363619 2012 0.0353737978655645 1.07119462638473 0.688595753846449 "Const e Transp / Constr e Engenh" 0.935658919155538 "black"
1.06830106527626 "moderado" 0.00905245158360612 8.1946879673533e-05 2013 0.0304813381593174 1.05462064453679 0.934680584970833 "Consumo Cíclico / Tecid Vest Calç" 0.998520264617383 "red"
1.08932264887779 "moderado" 0.011969132017924 0.000143260121262495 2013 0.0270271103593922 1.04352427886127 0.896712363552929 "Utilidade Públ / Água Saneamento" 0.976809087146943 "red"
1.10812433459979 "moderado" 0.030770817739924 0.000946843224383619 2013 0.041815163410882 1.09702236386312 0.931702066439147 "Cons N Cíclico / Bebidas" 1.03244173241813 "red"
1.1145722190665 "moderado" 0.0372187022066339 0.0013852317939461 2013 0.00266859620485539 1.0310423460366 0.886449816497434 "Cons N Básico / Alimentos Processados" 0.988012339064632 "red"
1.13695429815033 "moderado" 0.059600781290464 0.00355225313043372 2013 0.038097946323769 1.06004823162631 0.877413666820439 "Bens Indls / Mat Transporte" 0.99757923974734 "red"
1.16932455587892 "arrojado" 0.0808105318467969 0.00653034205736217 2013 0.016710650778763 1.04651390840287 0.80172870669133 "Cons N Cíclico / Fumo" 0.937481063887222 "red"
1.23202718353928 "arrojado" 0.0181079041864369 0.00032789619402518 2013 0.0252952974318008 1.02459273723478 0.727198739756451 "Cons N Cíclico / Pr Pessoal Limp" 0.895928615215451 "black"
1.3155507014838 "arrojado" 0.065415613758083 0.0042792025233467 2013 0.0873621191334112 1.095481807352 0.753903835733848 "Const e Transp / Constr e Engenh" 0.991798719950989 "red"
1.10090210783044 "moderado" 0.00911208415780762 8.30300776989686e-05 2014 0.00952100286770597 1.04253384091899 0.906016140281346 "Cons N Básico / Alimentos Processados" 0.997435078564133 "red"
1.19668223171239 "arrojado" 0.0857909435232567 0.00736008599061061 2014 0.018548506999576 1.07684154852348 0.79903436644781 "Cons N Cíclico / Bebidas" 0.956190228855657 "red"
1.20534797807109 "arrojado" 0.0771251971645566 0.00594829603767172 2014 0.0386964277351497 1.07996523748232 0.817390722698901 "Utilidade Públ / Água Saneamento" 0.985240254899183 "red"
1.21279258414757 "arrojado" 0.0696805910880767 0.00485538477438375 2014 0.0305095453569347 1.05942674902167 0.790678747796381 "Consumo Cíclico / Tecid Vest Calç" 0.958929321770537 "red"
1.22190244404826 "arrojado" 0.0605707311873867 0.00366881347657465 2014 0.0211409529926526 1.04180078581297 0.758891743651052 "Cons N Cíclico / Fumo" 0.927291676335264 "red"
1.23079597841621 "arrojado" 0.0516771968194367 0.0026705326711148 2014 0.0174456440099601 1.03100710236266 0.742671565672135 "Cons N Cíclico / Pr Pessoal Limp" 0.914077176313332 "black"
1.24724685691809 "arrojado" 0.0352263183175567 0.00124089350220983 2014 0.0292340719664039 1.05531522396399 0.743346787610484 "Bens Indls / Mat Transporte" 0.927136944447332 "red"
